id_lieu,adresse,code_insee_lieu,latitude,longitude,nom,type_lieu,code_insee_commune
5982,4 Impasse Maurice Dezes. 65100 Lourdes,65286,43.08453,-0.044235,Aire de covoiturage Boulevard Espagne,Aire de covoiturage,65286
5992,sortie numÃ©ro10 de la 2x2 voies. direction ArgelÃ©s,66008,42.563347,3.004721,Aire Multimodale D'ArgelÃ©s-Sur-Mer,Aire de covoiturage,66008
5994,Sortie nÂ°10 de la 2x2 voies (RD914) Â direction ArgelÃ¨s,66008,42.563538,3.006297,Aire de covoiturage Christian Bourquin,Aire de covoiturage,66008
6042,esplanade de la gare,66088,42.668167,2.623839,Aire Multimodale Ille-Sur-TÃ©t,Aire de covoiturage,66088
6064,Rond Point de la Massane - Avenue de Prades Perpignan,66136,42.69855,2.872377,Aire de Covoiturage de Saint Assiscle,Aire de covoiturage,66136
6065,1995 Avenue Julien Panchot 66000 Perpignan,66136,42.68326,2.864006,Aire de Covoiturage de Panchot,Aire de covoiturage,66136
6066,D900A-D612A - Giratoire EuromÃ©diterranÃ©e,66136,42.670593,2.8575041,Parking de covoiturage de Perpignan Sud,Aire de covoiturage,66136
6997,106 Route de Pouzauges. 85390 Cheffois,85067,46.6715,-0.7929,Parking des Stades,Parking,85067
6079,Sortie NÂ°41  A9 - PÃ©age Nord de Perpignan,66164,42.78057,2.8986075,Aire de Covoiturage du PÃ©age Nord,Aire de covoiturage,66164
6111,RD1422-62. 67140 Barr,67021,48.39475,7.471025,Aire de covoiturage Barr-Andlau A35  RD1422-62,Sortie d'autoroute,67021
6138,1 Route du Rhin. 67500 Haguenau,67180,48.80063,7.838139,Parking Cora,SupermarchÃ©,67180
6139,59 Route de Strasbourg. 67500 Haguenau,67180,48.80624,7.774206,Parking Parc Bellevue,Parking,67180
6153,1 Rue du General Mittelhauser. 67630 Lauterbourg,67261,48.977192,8.181941,Parking Allee des Cygnes,Parking,67261
6159,5 Avenue de l'Europe. 67390 Marckolsheim,67281,48.16346,7.5530267,Parking Centre de Secours,Parking,67281
6168,RD422. 67210 Obernai,67348,48.45775,7.49172,Parking Stade,Parking,67348
6172,65 Rue Principale. 67290 La Petite-Pierre,67371,48.86249,7.31925,Parking Centre Culturel,Parking,67371
6278,Parc de Parilly,69029,45.720924,4.9108157,Hippodrome de Parilly,Parking,69029
6279,Espace Albert Camus,69029,45.726772,4.916763,Parking Espace Albert Camus,Parking,69029
6280,Stade Pierre Duboeuf,69029,45.741547,4.9040174,Parking Stade Pierre duboeuf,Parking,69029
6292,Porte de Lyon,69072,45.823105,4.760944,Parking Porte de Lyon,Aire de covoiturage,69072
6293,Paillet,69072,45.822456,4.746975,Parking Paillet,Parking,69072
6299,Chemin des Pins,69089,45.73162,4.748545,Parking du FunÃ©rarium,Parking,27265
6300,IRIS - MÃ©diathÃ©que,69089,45.73074,4.7629476,Parking MÃ©diathÃ©que,Parking,27265
6327,Carnot,69143,45.882988,4.8344126,Parking Carnot,Parking,69143
6328,Gare,69143,45.877758,4.8398023,Parking de La Gare,Parking,69143
6329,SaÃ©ne,69143,45.878223,4.8355393,Parking Place Verdun,Parking,69143
6355,CimetiÃ©re,69205,45.757137,4.7358403,Parking du CimetiÃ©re,Parking,69205
6356,Stade,69205,45.767525,4.729648,Parking du Stade,Parking,69205
6357,Avenue Marcel MÃ©rieux,69205,45.759747,4.727685,Parking MÃ©rieux,Parking,69205
6376,Rue des droits de l'homme,69255,45.73861,4.6840777,Parking du Stade,Parking,69255
6377,Maison Blanche,69255,45.732777,4.6700907,Parking Maison Blanche,Parking,69255
6378,Stade Jomard,69256,45.774216,4.929895,Parking Stade Jomard,Parking,69256
6379,Quai du bassin,69260,45.646187,4.81187,Parking de La Poste,Parking,69260
6387,Espace Joly,69271,45.738132,4.9681044,Parking Espace Joly,Parking,69271
6409,Les Marches du RhÃ©ne,69288,45.683712,5.0629745,Aire de covoiturage de St Laurent de Mure,Aire de covoiturage,69288
6417,Route de Saint-Trivier,69293,45.831505,4.8751173,Parking de L'Eglise,Parking,69293
6444,A28 Sortie 23 Le Mans ZI Sud,72058,48.00552,0.311337,Parking de covoiturage du Mans ZI Sud,Aire de covoiturage,53054
6655,Zone BocapÃ©le,79049,46.84861,-0.47444445,Aire de covoiturage de BocapÃ©le,Aire de covoiturage,79049
6656,Giratoire Zone Alphaparc,79049,46.845,-0.53055555,Aire de covoiturage de La Fourchette,Aire de covoiturage,79049
6657,Croisement D740 D950,79057,46.152725,-0.210812,Parking Mine D'Or Croisement D740 D950,Parking,79057
6689,Echangeur RN249 RD33,79195,46.898262,-0.63127,Parking de La Croix de Bel Air,Aire de covoiturage,79195
6702,Place Denfert Rochereau et D611 et D24,79270,46.41528,-0.19861111,Place denfert Rochereau,Parking,79270
6716,Route du Docteur AndrÃ© Colas,79329,46.97333,-0.18416667,Parking Route AndrÃ© Colas,Parking,79329
6760,A1 Sortie 12,80685,49.707077,2.770115,Covoiturage SANEF Roye,Sortie d'autoroute,80685
6768,A 68 Echangeur RD 988 Carmaux La Croix de Mille,81060,44.0801,2.235,Aire de Croix de Mille,Aire de covoiturage,81060
6772,A68 Echangeur D 968 Gaillac Graulhet,81099,43.8772,1.9046,Aire de Brens,Aire de covoiturage,81099
6773,A 68 Echangeur RD 12 Rabastens Couffouleux Graulhet,81105,43.7937,1.7596,Aire de Couffouleux,Aire de covoiturage,81105
6776,A68 Echangeur RD 10 Lisle s- Tarn Montans,81145,43.8433,1.8438,Aire de Montans,Aire de covoiturage,81145
6783,Giratoire RD 999 Montgaillard (RD 999 X RD 12),81178,43.9152,1.5924,Aire de Montgaillard Salvagnac,Aire de covoiturage,11245
6791,RD 612 Puygouzon (RD 612 X Avenue de Garban),81218,43.8896,2.1635,Aire de Garban Puygouzon,Aire de covoiturage,81218
6800,A 68 Echangeur RD 630 St Sulpice Lavaur,81271,43.7593,1.7115,Aire de Saint Sulpice,Aire de covoiturage,81271
6823,A62 Sortie 9 Castelsarrasin,82033,44.05611,1.097194,Parking de covoiturage de Castelsarrasin,Aire de covoiturage,82033
6868,Ã©changeur sur l'A50 et Le pont d'Aran,83009,43.142303,5.769544,Aire de covoiturage de Bandol,Aire de covoiturage,83009
6873,RD4 giratoire des 4 chemins,83055,43.597,6.690902,Aire de covoiturage des 4 chemins,Aire de covoiturage,83055
6875,La Bouverie giratoire RD12 - RD 29,83069,43.17327,6.117951,Aire de covoiturage de La Bouverie,Aire de covoiturage,83069
6876,Ã©changeur de Valcros et RD98,83071,43.1473,6.255801,Aire de covoiturage de Valcros,Aire de covoiturage,83071
6879,Giratoire RD554-RD68,83088,43.31509,6.007159,Aire de covoiturage de NÃ©oules,Aire de covoiturage,83088
6882,ZA Ste Christine et RD97 et rond point des Andues,83130,43.206306,6.046814,Aire de covoiturage de Sollies-Pont et Ste Christine,Aire de covoiturage,83130
6883,L'Escaillon,83137,43.12824,5.887513,Aire de covoiturage de L'Escaillon,Aire de covoiturage,83137
6884,Ste Musse,83137,43.129505,5.983086,Aire de covoiturage de Ste Musse,Aire de covoiturage,83137
6927,Rue du Stade. 85190 Aizenay,85003,46.7371,-1.6081,Aire de covoiturage de La Caserne des Pompiers,Aire de covoiturage,85003
6928,Impasse de. L'OrgeriÃ©re. 85190 Aizenay,85003,46.7348,-1.6187,Aire de covoiturage des CentaurÃ©es,Aire de covoiturage,85003
6929,12 Route du PoirÃ©. 85190 Aizenay,85003,46.7389,-1.6025,Parking de La Gare,Parking,85003
6930,Rue du Stade. 85190 Aizenay,85003,46.7371,-1.6081,Aire de covoiturage de La Caserne des Pompiers,Aire de covoiturage,85003
6931,Impasse de. L'OrgeriÃ©re. 85190 Aizenay,85003,46.7348,-1.6187,Aire de covoiturage des CentaurÃ©es,Aire de covoiturage,85003
6932,12 Route du PoirÃ©. 85190 Aizenay,85003,46.7389,-1.6025,Parking de La Gare,Parking,85003
6935,D160. 85430 Venansault,85008,46.6492,-1.5128,Aire de covoiturage de La Landette - Rd160-Rd4 (Aubigny),Aire de covoiturage,85008
6936,D160. 85430 Venansault,85008,46.6492,-1.5128,Aire de covoiturage de La Landette - Rd160-Rd4 (Aubigny),Aire de covoiturage,85008
6937,14 Avenue de Lattre de Tassigny. 85440 AvrillÃ©,85010,46.4702,-1.492,Parking du Champ de Foire,Parking,85010
6938,14 Avenue de Lattre de Tassigny. 85440 AvrillÃ©,85010,46.4702,-1.492,Parking du Champ de Foire,Parking,85010
6998,106 Route de Pouzauges. 85390 Cheffois,85067,46.6715,-0.7929,Parking des Stades,Parking,85067
7003,15 Rue du PrÃ©sident Auguste Durand. 85610 Cugand,85076,47.0656,-1.2544,Place de La Mairie,Aire de covoiturage,85076
7004,15 Rue du PrÃ©sident Auguste Durand. 85610 Cugand,85076,47.0656,-1.2544,Place de La Mairie,Aire de covoiturage,85076
7017,2 La Gite du Moulin. 85280 La FerriÃ©re,85089,46.7079,-1.3255,Aire de covoiturage du Riot du Plessis,Aire de covoiturage,85089
7018,6 Rue du Bout de ville. 85280 La FerriÃ©re,85089,46.7137,-1.313,Place de La Paix,Aire de covoiturage,85089
7019,2 La Gite du Moulin. 85280 La FerriÃ©re,85089,46.7079,-1.3255,Aire de covoiturage du Riot du Plessis,Aire de covoiturage,85089
7020,6 Rue du Bout de ville. 85280 La FerriÃ©re,85089,46.7137,-1.313,Place de La Paix,Aire de covoiturage,85089
7041,D755B. 85500 Les Herbiers,85109,46.863,-0.9716,Aire de covoiturage de La CossonniÃ©re,Aire de covoiturage,85109
7042,65 Route de Cholet. 85500 Les Herbiers,85109,46.8826,-1.0104,Aire de covoiturage de La SabliÃ©re,Aire de covoiturage,85109
7043,A87 Rue des Herbiers. 85500 Les Herbiers,85109,46.903736,-1.046942,Aire de covoiturage des Herbiers,Aire de covoiturage,85109
7044,D755B. 85500 Les Herbiers,85109,46.863,-0.9716,Aire de covoiturage de La CossonniÃ©re,Aire de covoiturage,85109
7045,65 Route de Cholet. 85500 Les Herbiers,85109,46.8826,-1.0104,Aire de covoiturage de La SabliÃ©re,Aire de covoiturage,85109
7046,A87 Rue des Herbiers. 85500 Les Herbiers,85109,46.903736,-1.046942,Aire de covoiturage des Herbiers,Aire de covoiturage,85109
7047,A87 Sortie 29 Les Herbiers,85109,46.904064,-1.046684,Parking de covoiturage des Herbiers,Aire de covoiturage,85109
7073,D948. 85000 Mouilleron-le-Captif,85155,46.7002,-1.4957,Aire de covoiturage de La Douve,Aire de covoiturage,85155
7074,D948. 85000 Mouilleron-le-Captif,85155,46.7002,-1.4957,Aire de covoiturage de La Douve,Aire de covoiturage,85155
7081,24 D948. 85330 Noirmoutier-en-l'Ã©le,85163,46.9993,-2.248,Aire de covoiturage de L'Etier du Moulin,Aire de covoiturage,85163
7082,24 D948. 85330 Noirmoutier-en-l'Ã©le,85163,46.9993,-2.248,Aire de covoiturage de L'Etier du Moulin,Aire de covoiturage,85163
7089,26 Rue de la Martelle. 85170 Le PoirÃ©-sur-Vie,85178,46.7701,-1.5061,Aire de covoiturage de La Martelle,Aire de covoiturage,85178
7090,1 Place de l'Ã©glise. 85170 Le PoirÃ©-sur-Vie,85178,46.7683,-1.5108,Parking du Roc,Parking,85178
7091,26 Rue de la Martelle. 85170 Le PoirÃ©-sur-Vie,85178,46.7701,-1.5061,Aire de covoiturage de La Martelle,Aire de covoiturage,85178
7092,1 Place de l'Ã©glise. 85170 Le PoirÃ©-sur-Vie,85178,46.7683,-1.5108,Parking du Roc,Parking,85178
7105,D746. 85000 La Roche-sur-Yon,85191,46.6366,-1.396,Aire de covoiturage de Bel Air,Aire de covoiturage,85191
7106,D948. 85000 La Roche-sur-Yon,85191,46.6716,-1.3583,Aire de covoiturage de La Roche Sur Yon - Est,Aire de covoiturage,85191
7107,31 Rue de l'Atlantique. 85000 La Roche-sur-Yon,85191,46.6847,-1.4475,Aire de covoiturage de L'Atlantique,Aire de covoiturage,85191
7108,D746. 85000 La Roche-sur-Yon,85191,46.6366,-1.396,Aire de covoiturage de Bel Air,Aire de covoiturage,85191
7109,31 Rue de l'Atlantique. 85000 La Roche-sur-Yon,85191,46.6847,-1.4475,Aire de covoiturage de L'Atlantique,Aire de covoiturage,85191
7110,D948. 85000 La Roche-sur-Yon,85191,46.6716,-1.3583,Aire de covoiturage de La Roche Sur Yon - Est,Aire de covoiturage,85191
7162,A10 Sortie 29 Poitiers Nord,86194,46.62087,0.343598,Parking de covoiturage de Poitiers Nord,Aire de covoiturage,86194
7252,2 Rue de Cambrai. 90000 Belfort,90010,47.63683,6.859393,Parking Cambrai,Parking,90010
7253,LibertÃ© Follereau. 90000 Belfort,90010,47.636368,6.845228,Parking Centre Commercial Rue de Madrid,Parking,90010
7254,1bis Rue des Capucins. 90000 Belfort,90010,47.63569,6.857971,Parking Centre ThÃ©Ã©tre,Parking,90010
7255,Multiplexe. 90000 Belfort,90010,47.628887,6.861555,Parking CinÃ©ma des Quais,Parking,90010
7256,2 Rue PrÃ©sident Roosevelt. 90000 Belfort,90010,47.633995,6.852513,Parking Coinot,Parking,90010
7257,11 Rue Comte de la Suze. 90000 Belfort,90010,47.63527,6.855877,Parking Comte de La Suze,Parking,90010
7258,9 Avenue du GÃ©nÃ©ral Sarrail. 90000 Belfort,90010,47.63644,6.861383,Parking Ddt Sarrail,Parking,90010
7259,7 Avenue du GÃ©nÃ©ral Sarrail. 90000 Belfort,90010,47.63647,6.863244,Parking de L' Arsenal,Parking,90010
7260,Avenue de la Miotte. 90000 Belfort,90010,47.642235,6.866757,Parking de L' Epide,Parking,90010
7261,1 Place de la RÃ©sistance. 90000 Belfort,90010,47.641407,6.85199,Parking de La Maison du Peuple,Parking,90010
7262,5 Boulevard du MarÃ©chal Joffre. 90000 Belfort,90010,47.641598,6.855551,Parking de La RÃ©sistance,Parking,90010
7263,2 Rue des Boucheries. 90000 Belfort,90010,47.637363,6.862854,Parking de L'Option FranÃ©aise,Parking,90010
7264,65 Avenue Jean Moulin. 90000 Belfort,90010,47.651367,6.861807,Parking des Forges,Parking,90010
7265,1 Place RÃ©volution FranÃ©aise. 90000 Belfort,90010,47.637398,6.86181,Parking des ImpÃ©ts,Parking,90010
7266,1 Rue des Tanneurs. 90000 Belfort,90010,47.635452,6.863281,Parking des Tanneurs,Parking,90010
7267,2 Rue Paul Koepfler. 90000 Belfort,90010,47.639153,6.848971,Parking du Phare,Parking,90010
7268,16 Rue du 14 Juillet. 90000 Belfort,90010,47.648827,6.851805,Parking du Quatorze Juillet,Parking,90010
7269,6 Rue du 4 Septembre. 90000 Belfort,90010,47.646133,6.855941,Parking du Quatre Septembre,Parking,90010
7270,10 Rue du Rosemont. 90000 Belfort,90010,47.63761,6.864897,Parking du Rosemont,Parking,90010
7271,5 Avenue du GÃ©nÃ©ral Sarrail. 90000 Belfort,90010,47.63638,6.862116,Parking GÃ©nÃ©ral Sarrail,Parking,90010
7272,2a Rue de l'Adjoint Houbre. 90000 Belfort,90010,47.647915,6.857244,Parking Houbre - Croix du Tilleul,Parking,90010
7273,6 Place Jeanine Bazin. 90000 Belfort,90010,47.63118,6.86153,Parking Janine Bazin,Parking,90010
7274,15 Rue du GÃ©nÃ©ral Strolz. 90000 Belfort,90010,47.639538,6.856694,Parking KlÃ©ber,Parking,90010
7275,1A Rue de Marseille. 90000 Belfort,90010,47.648964,6.864046,Parking Maison de Quartier des Forges,Parking,90010
7276,8 Rue de la Cavalerie. 90000 Belfort,90010,47.641106,6.861186,Parking MarchÃ© Frery,Parking,90010
7277,24 Fbg de France. 90000 Belfort,90010,47.637352,6.855841,Parking Nouvelles Galeries,Parking,90010
7278,Rue d'Aspach. 90000 Belfort,90010,47.643097,6.849956,Parking Place Albert Charles Meyer,Parking,90010
7279,2 Rue de Bellevue. 90000 Belfort,90010,47.634342,6.845636,Parking Place de L' Europe,Parking,90010
7280,2 Avenue Capt de la Laurencie. 90000 Belfort,90010,47.641018,6.864887,Parking PlanÃ©tarium,Parking,90010
7281,1 AllÃ©e de l'Option FranÃ©aise. 90000 Belfort,90010,47.636814,6.860615,Parking RÃ©volution FranÃ©aise,Parking,90010
7282,12 Rue Legrand. 90000 Belfort,90010,47.634254,6.859425,Parking Rochereau,Parking,90010
7283,3 Rue Lucie Aubrac. 90000 Belfort,90010,47.64541,6.861431,Parking Rouget de Lisle,Parking,90010
7284,1 Rue Paul Koepfler. 90000 Belfort,90010,47.637737,6.849174,Parking Rue Koepfler,Parking,90010
7285,11 Rue Georges Pompidou. 90000 Belfort,90010,47.63985,6.863349,Parking Site FortifiÃ© Nord,Parking,90010
7286,4 Rue Jean Pierre Melville. 90000 Belfort,90010,47.640175,6.86632,Parking Site FortifiÃ© Nord CitÃ© des Associations,Parking,90010
7287,1 Fbg de MontbÃ©liard. 90000 Belfort,90010,47.636208,6.858515,Parking ThÃ©Ã©tre,Parking,90010
7288,15 Rue Stractman. 90000 Belfort,90010,47.634567,6.855021,Parking Thiers,Parking,90010
7289,8 Rue de la RÃ©publique. 90000 Belfort,90010,47.63717,6.859637,Parking Monoprix,SupermarchÃ©,90010
7290,38 Ter Faubourg de MontbÃ©liard. 90001 Belfort,90010,47.63442,6.856395,Parking Janet,Parking,90010
7365,RN 20,91132,48.525227,2.206646,Leader Price,SupermarchÃ©,91132
7403,ZAC du plateau de Guinettes. 50 Rue des Lys,91223,48.440727,2.140009,Hyper MarchÃ© Leclerc,SupermarchÃ©,91223
7424,Impasse des GenÃ©ts,91272,48.700058,2.09889,Parc Relais de Courcelles-Sur-Yvette,Parking relais,91272
7501,26 Rue EugÃ©ne Moutard Martin,91363,48.64105,2.225626,Parc des CÃ©lestins,Parking,91363
7502,Rue des Vieux Gagnons,91363,48.63792,2.240682,Parking du Stade de L'Ã©tang Neuf,Parking,91363
