id_festival,date_debut,date_fin,lieu_principal,nb_pass_dispo,nb_pas_indispo,nb_pass_total,nom,site_web,status,tarif_pass,commune,domaine,sous_domaine
544,2024-07-20,2024-07-22,RODEZ,,,256,ESTIVADA RODEZ,https://www.ville-rodez.fr/fr/culture-et-loisirs/estivada/le-festival.php,,27,12202,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
545,2024-07-04,2024-07-14,BORDEAUX,,,99,ESTIVALES DE MUSIQUE EN MÉDOC,https://www.estivales-musique-medoc.com/,,20,33063,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
546,2024-08-17,2024-08-27,Champignelles,,,141,Estivales de Puisaye,https://www.estivales-puisaye.com/,,29,89073,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
547,2024-06-30,2024-08-23,VIERZON,,,60,ESTIVALES DU CANAL,www.ville-vierzon.fr,,10,18279,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
548,2024-07-05,2024-07-25,CHAMBERY,,,126,ESTIVALES EN SAVOIE,www.estivalesensavoie.fr,,28,73065,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
549,2024-07-19,2024-07-20,MOLIERES,,,208,ESTIVALES JAZZ DE MOLIÈRES,www.bastide-molieres.fr,,34,24273,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
550,2024-09-13,2024-09-17,HONFLEUR,,,240,ESTUAIRE D'EN RIRE,www.estuairedenrire.com,,20,14333,DIVERS SPECTACLE VIVANT,HUMOUR
551,2024-06-22,2024-06-25,PARIS,,,219,Et 20 l'été,https://www.et20lete.com/,,32,75101,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
552,2024-08-20,2024-08-26,Lussas,,,190,Etats généraux du documentaire de Lussas,www.lussasdoc.org,,13,07145,CINÉMA ET AUDIOVISUEL,DOCUMENTAIRE
553,2024-07-15,2024-07-29,PARIS,,,62,ÉTÉ DU TEMPS DU TANGO,www.letempsdutango.com,,12,75101,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
554,2024-06-22,2024-08-31,MACON,,,237,Été Frappé,www.macon.fr,,29,71270,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
555,2024-08-01,2024-08-19,BERGERAC,,,168,ÉTÉ MUSICAL EN BERGERAC,www.festivalbergerac.com,,28,24037,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
556,2024-03-20,2024-03-23,BAYONNE,,,195,ETHIOPIQUES - BAYONNE,www.ethiopiques.fr,,22,64102,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
557,2024-06-08,2024-06-10,ST MALO,,,256,Etonnants voyageurs,http://www.etonnants-voyageurs.com/,,12,35288,TRANSDISCIPLINAIRE,LIVRE ET CINÉMA
558,2024-09-03,2024-10-22,Hottviller,,,225,EUROCLASSIC,http://euroklassik.zweibruecken.de/,,18,57338,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
559,2024-03-15,2024-03-23,NANTES,,,216,EUROFONIK,www.eurofonik.fr,,19,44109,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
560,2024-03-05,2024-05-12,LE MANS,,,231,Europa Jazz Festival,www.europajazz.fr,,13,72181,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
561,2024-06-30,2024-07-02,CLERMONT FERRAND,,,110,EUROPAVOX,www.europavox.com,,24,63113,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
562,2024-05-17,2024-05-18,MERVANS,,,158,EUROPOPCORN,http://www.europopcorn.fr/,,32,71295,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
563,2024-07-07,2024-07-08,Vaulx en Velin,,,283,Évasion Festival,,,16,69256,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
564,2024-04-25,2024-04-25,LA ROCHE SUR YON,,,242,EVENSTAR FESTIVAL,https://evenstarfestival.fr,,27,85191,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
565,2024-04-12,2024-04-14,Les Avanchers Valmorel,,,191,E-WAX,https://www.e-waxfestival.com/,,12,73024,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
566,2024-06-24,2024-09-03,LE HAVRE,,,205,Exhibit,http://letetris.fr/,,20,76351,ARTS PLASTIQUES ET VISUELS,ART NUMÉRIQUE
567,2024-09-08,2024-09-10,MOUILLERON LE CAPTIF,,,300,FACE ET SI,www.festival-faceetsi.com,,20,85155,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
568,2024-03-10,2024-03-20,PARIS,,,89,FAIR TOUR,http://lefair.org,,25,75101,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
569,2024-06-17,2024-06-24,ARRAS,,,217,FAITES DE LA CHANSON,www.didouda.net,,24,62041,MUSIQUES ACTUELLES,CHANSON
570,2024-05-13,2024-05-13,PARIS,,,146,FAITES L'EUROPE / FETE DE L'EUROPE,,,33,75101,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE
571,2024-09-16,2024-09-17,FAY AUX LOGES,,,161,FALZ'ART,https://mairie-fayauxloges.fr/culture/155:falz-art,,22,45142,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
572,2024-02-13,2024-02-18,PARIS,,,239,FAME - FILM & MUSIC EXPERIENCE,https://gaite-lyrique.net,,12,75101,TRANSDISCIPLINAIRE,TRANSDISCIPLINAIRE
573,2024-05-10,2024-05-12,PARIS,,,222,FAMILY FESTIVAL,https://www.fondationlouisvuitton.fr/fr/activites-visites-ateliers/jeunes-publics-en-famille/evenement/family-festival.html,,29,75101,TRANSDISCIPLINAIRE,JEUNE PUBLIC
574,2024-08-04,2024-08-06,MONTPELLIER,,,132,FAMILY PIKNIK FESTIVAL,http://www.familypiknikfestival.com,,20,34172,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
575,2024-04-12,2024-04-14,TOULON,,,80,FAVEURS DE PRINTEMPS,www.faveursdeprintemps.com,,21,83137,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
576,2024-11-21,2024-11-23,ST GERMAIN EN LAYE,,,73,FÉDÉCHANSONS,www.fedechansons.fr,,33,78551,MUSIQUES ACTUELLES,CHANSON
577,2024-03-08,2024-03-30,ANTIBES,,,205,FEMIN'ARTE,http://www.theatre-tribunal.fr/,,23,06004,DIVERS SPECTACLE VIVANT,HUMOUR
578,2024-11-11,2024-11-18,DIJON,,,155,Fenêtres sur courts,www.fenetres-sur-courts.com,,21,21231,CINÉMA ET AUDIOVISUEL,COURTS-MÉTRAGES
579,2024-10-21,2024-10-21,Roye,,,282,FEST HOM FRED,https://www.facebook.com/assosino/,,22,80685,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
580,2024-08-04,2024-08-05,PIA,,,292,FEST IN PIA,www.festinpia.fr,,10,66141,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
581,2024-07-14,2024-07-15,RIBERAC,,,238,FEST IN RIBERAC,https://www.festin.org,,18,24352,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
582,2024-07-28,2024-07-30,CHATEAUNEUF DU FAOU,,,282,FEST JAZZ A CHATEAUNEUF DU FAOU,http://www.fest-jazz.com,,14,29027,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
583,2024-06-16,2024-06-17,MURVIEL LES MONTPELLIER,,,289,FESTA FOUGASSE,http://lezardsdu.wixsite.com/festafougasse,,35,34179,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
584,2024-08-03,2024-08-05,LIBOURNE,,,128,Fest'Arts,https://www.festarts.com/,,15,33243,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
585,2024-09-09,2024-09-10,Montoir de Bretagne,,,156,Festi'Arts de la Rue,https://festiartsdelarue.wixsite.com/festi-montoir,,28,44103,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
586,2024-08-04,2024-08-06,OLARGUES,,,160,FESTIBALOCHE,www.festibaloche.com,,12,34187,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
587,2024-07-17,2024-07-19,AUXON,,,142,FESTI'COCCINELLE,www.festicoccinelle.org,,28,10018,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
588,2024-05-23,2024-05-25,Meung Sur Loire,,,248,FESTICOLOR,www.festicolor.com,,26,45203,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
589,2024-07-07,2024-07-08,FOUESNANT,,,263,FESTIDREUZ,http://www.festidreuz.fr/,,28,29058,MUSIQUES ACTUELLES,CHANSON
590,2024-07-08,2024-07-08,Chauconin Neufmontiers,,,104,FESTIFL'ART,http://festiflart.com,,31,77335,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
591,2024-03-17,2024-03-29,GRENAY,,,287,FESTIFOLK,www.ronny-coutteure.fr,,9,62386,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
592,2024-08-17,2024-08-19,TANINGES,,,274,FESTIGRAT'S,http://www.prazdelys-sommand.com/,,24,74276,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
593,2024-08-18,2024-08-19,HOULGATE,,,110,FESTIJAZZ,www.houlgate-tourisme.fr/,,20,14338,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
594,2024-05-24,2024-05-25,Lavernay,,,191,FESTI'LAV,,,28,25332,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
595,2024-08-05,2024-08-05,ILLE SUR TET,,,153,FEST'ILLE NIGHT,,,15,66088,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
596,2024-07-28,2024-08-05,LE MANS,,,300,FestiLoir,www.pays-valleeduloir.fr/,,31,72181,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
597,2024-07-20,2024-07-22,AUBAGNE,,,195,FESTIMOME,http://www.xn--festimme-93a.fr/,,18,13005,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
598,2024-10-21,2024-10-31,ORSAY,,,77,FESTIMOMES,http://www.mjctati.org,,25,91471,PLURIDISCIPLINAIRE SPECTACLE VIVANT,JEUNE PUBLIC
599,2024-08-04,2024-08-05,CHAMPAGNAC DE BELAIR,,,266,FESTI'PLAGE,www.festi-plage.fr,,35,24096,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
600,2024-09-08,2024-09-09,FRONTIGNAN,,,62,FESTIPOP,http://www.festipop.org,,35,34108,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
601,2024-08-26,2024-08-26,PIOLENC,,,136,FESTIROCK'AIL,,,18,84091,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
602,2024-04-27,2024-04-28,Morcenx,,,144,Festirues,http://www.morcenx.fr/Morcenx/Sports-culture/La-vie-culturelle,,34,40197,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
603,2024-08-02,2024-08-05,Langogne,,,96,FESTIV ALLIER,www.festivallier48.fr,,24,48080,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
604,2024-06-03,2024-06-03,ASQUES,,,66,FESTIV ASQUES,,,31,33016,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
605,2024-11-16,2024-11-19,Chabeuil,,,154,FESTIV JAZZ A CHABEUIL,http://www.festivjazz.fr/,,22,26064,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
606,2024-07-07,2024-07-11,Colomiers,,,263,FESTIVAL 1 ETE 1 QUARTIER,,,18,31149,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
607,2024-09-19,2024-09-23,LA GRANDE MOTTE,,,113,FESTIVAL 100% CLASSIQUE,www.festival-centpourcent-classique.fr,,14,34344,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
608,2024-08-24,2024-08-26,TULLE,,,124,FESTIVAL 1000 SOURCES HAUTE DORDOGNE,www.millesources.org,,32,19272,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
609,2024-07-19,2024-08-10,LIMOGES,,,194,Festival 1001 Notes,www.festival1001notes.com,,34,87085,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
610,2024-03-19,2024-03-24,Valenciennes,,,112,Festival 2 Valenciennes,www.festival2valenciennes.com,,19,59606,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL
611,2024-06-21,2024-06-22,PARIS,,,116,FESTIVAL 36H DE SAINT EUSTACHE,http://36h-saint-eustache.com,,29,75101,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
612,2024-07-30,2024-08-16,TOURS,,,59,Festival 37° à l'ombre,,,16,37261,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
613,2024-08-25,2024-08-26,Mugron,,,193,Festival 40 en paires,https://www.asso-entracte.fr/festival-40-en-paires-2/,,28,40201,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
614,2024-04-10,2024-04-14,Florac Trois Rivières,,,68,Festival 48 images seconde - Florac,www.48imagesseconde.fr,,19,48061,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL
615,2024-07-07,2024-07-09,MENDE,,,99,Festival 48ème de Rue,www.48emederue.org,,24,48095,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
616,2024-08-26,2024-08-26,Cercoux,,,270,FESTIVAL 666,www.festival666.com,,16,17077,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
617,2024-04-05,2024-04-12,POITIERS,,,144,FESTIVAL A CORPS,www.festivalacorps.com,,27,86194,DANSE,DANSE CONTEMPORAINE
618,2024-07-01,2024-07-02,MENETOU SALON,,,67,FESTIVAL A LA RUE !,www.lecarroi.fr,,23,18145,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
619,2024-01-11,2024-02-08,MONDEVILLE,,,224,FESTIVAL A PARTIR DU REEL,https://www.larenaissance-mondeville.fr,,14,14437,THÉÂTRE,THÉÂTRE
620,2024-07-22,2024-07-22,Chantenay Villedieu,,,266,FESTIVAL A TOUT BOUT D'CHAMP,https://www.festivalatoutboutdchamp.com,,15,72059,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
621,2024-05-14,2024-05-25,VIRE,,,236,FESTIVAL ADO,https://lepreaucdn.fr/theatre/le-festival-ado/,,28,14762,THÉÂTRE,THÉÂTRE
622,2024-05-16,2024-05-27,PARTHENAY,,,207,Festival Ah? dans la rue,https://www.ahsaisonetfestival.com/,,8,79202,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
623,2024-06-26,2024-08-04,PARIS,,,270,FESTIVAL ALL STARS AU NEW MORNING,www.newmorning.com,,17,75101,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
624,2024-09-21,2024-09-24,VINCENNES,,,140,FESTIVAL AMERICA DE VINCENNES,www.festival-america.org,,27,94080,LIVRE ET LITTÉRATURE,LITTÉRATURES ÉTRANGÈRES
625,2024-10-14,2024-10-20,ST LAURENT DU MARONI,,,293,Festival America Molo Man,https://www.saintlaurentdumaroni.fr/cinemaletoucan/,,12,97311,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL
626,2024-03-16,2024-03-30,AVIGNON,,,235,FESTIVAL ANDALOU,www.alhambra-asso.com,,26,84007,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
627,2024-06-06,2024-06-10,ST JEAN DE LUZ,,,96,FESTIVAL ANDALOU DE ST JEAN DE LUZ,http://www.festivalandalou.com,,11,64483,TRANSDISCIPLINAIRE,CULTURE ANDALOUSE
628,2024-10-21,2024-11-05,STRASBOURG,,,245,Festival Animastar,http://www.cinema-star.com/,,24,67482,CINÉMA ET AUDIOVISUEL,ANIMATION
629,2024-09-25,2024-10-01,ANNECY,,,65,Festival Annecy Cinéma italien,www.annecycinemaitalien.com,,10,74010,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS
630,2024-10-21,2024-10-22,RENNES,,,82,FESTIVAL AQUI CUBA,http://www.aquicuba.fr/,,34,35238,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
631,2024-07-07,2024-07-09,Furdenheim,,,193,FESTIVAL ART ET LUMIERE,http://acsl-furdenheim.org,,18,67150,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
632,2024-07-03,2024-07-08,MONT DE MARSAN,,,298,Festival Arte Flamenco,https://arteflamenco.landes.fr/,,30,40192,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
633,2024-02-29,2024-03-03,NANTES,,,88,"Festival Atlantide, les mots du monde",www.atlantide-festival.org,,29,44109,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE
634,2024-09-02,2024-09-02,DIGNE LES BAINS,,,185,FESTIVAL AU TOP,www.letop.org,,31,04070,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
635,2024-07-07,2024-07-14,BRIOUX SUR BOUTONNE,,,95,FESTIVAL AU VILLAGE,http://festivalauvillage.free.fr/,,12,79057,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
636,2024-08-10,2024-08-13,Chanteix,,,200,Festival aux champs,www.tuberculture.fr,,20,19042,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
637,2024-11-23,2024-12-03,LE MANS,,,243,Festival Aux écrans du réel (Chroma),http://www.assochroma.com/,,21,72181,CINÉMA ET AUDIOVISUEL,DOCUMENTAIRE
638,2024-01-30,2024-02-10,VENDOME,,,205,Festival Avec ou sans fils,,,24,41269,DIVERS SPECTACLE VIVANT,MARIONNETTES
639,2024-07-05,2024-07-28,AVIGNON,,,150,FESTIVAL AVIGNON OFF,www.avignonleoff.com,,27,84007,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
640,2024-10-13,2024-10-13,Ecouen,,,60,FESTIVAL BALAD'A ZIC,http://www.aquiletour95.com,,31,95205,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
641,2024-10-06,2024-10-08,Beaumont En Veron,,,226,FESTIVAL BAR - BLUES D'AUTOMNE EN RABELAISIE,https://www.festival-bar.fr/,,14,37022,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
642,2024-09-23,2024-10-21,PONTOISE,,,180,Festival Baroque de Pontoise,www.festivalbaroque-pontoise.fr,,19,95500,MUSIQUES CLASSIQUES,BAROQUE ET ANCIEN
643,2024-11-22,2024-11-24,BLOIS,,,134,Festival BD Boum,www.bdboum.com,,31,41018,LIVRE ET LITTÉRATURE,BANDE DESSINÉE
644,2024-10-21,2024-10-22,BASSILLAC,,,211,FESTIVAL BD EN PERIGORD,www.bd-bassillac.com,,34,24026,LIVRE ET LITTÉRATURE,BANDE DESSINÉE
645,2024-09-16,2024-09-16,SALON DE PROVENCE,,,140,FESTIVAL BEATLES,http://www.unejourneeaveclesbeatles.com,,24,13103,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
646,2024-11-18,2024-11-19,ILLZACH,,,87,Festival Bédéciné,https://www.espace110.org/bedecine,,12,68154,LIVRE ET LITTÉRATURE,BANDE DESSINÉE
647,2024-07-14,2024-07-15,Treguier,,,223,FESTIVAL BEG CHOPIN,www.begchopin.fr,,11,22362,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
648,2024-08-17,2024-09-01,LA COTE ST ANDRE,,,213,Festival Berlioz,http://www.festivalberlioz.com,,28,38130,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
649,2024-06-06,2024-06-11,ST Medard En Jalles,,,73,FESTIVAL BIG BANG,http://www.festival-bigbang.com,,21,33449,TRANSDISCIPLINAIRE,TRANSDISCIPLINAIRE
650,2024-07-07,2024-07-09,ST DENIS,,,279,FESTIVAL BIG UP 974,http://www.bigup974.re/,,11,97411,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
651,2024-08-12,2024-08-16,FORT DE FRANCE,,,253,Festival Biguine Jazz,www.biguinejazz.com,,13,97209,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
652,2024-05-19,2024-05-21,Terville,,,70,FESTIVAL BOB (BLUES ON THE BORDER),,,10,57666,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
653,2024-08-24,2024-08-25,Le Blanc,,,176,FESTIVAL BOB'ARTS,,,34,36018,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
654,2024-05-28,2024-06-01,Langon,,,290,FESTIVAL BORDURES,http://www.bordures.bzh,,26,35145,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
655,2024-11-20,2024-12-02,Thais,,,281,FESTIVAL BOSSA NOVA,www.festivalbossanova.com,,11,94073,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
656,2024-04-27,2024-05-05,VAISON LA ROMAINE,,,182,FESTIVAL BRASSENS A VAISON LA ROMAINE,www.brassens-festivalvaisonlaromaine.eu,,11,84137,MUSIQUES ACTUELLES,CHANSON
657,2024-08-24,2024-08-27,ST ETIENNE,,,96,FESTIVAL BWD 12,www.bwd12.fr,,34,42218,MUSIQUES CLASSIQUES,MUSIQUE DE CHAMBRE
658,2024-05-18,2024-05-21,Ville sur Yron,,,214,Festival Caméra des champs,https://www.facebook.com/Cameras.des.champs,,12,54581,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL
659,2024-06-24,2024-06-28,LYON,,,136,Festival Camping (Lyon),https://www.cnd.fr/fr/page/33-camping,,19,69381,DANSE,DANSE CONTEMPORAINE
660,2024-06-17,2024-06-28,PANTIN,,,281,Festival Camping (Pantin),https://www.cnd.fr/fr/page/33-camping,,16,93055,DANSE,DANSE CONTEMPORAINE
661,2024-06-29,2024-07-02,Portiragnes,,,85,FESTIVAL CANALISSIMO,www.canalissimo.com,,29,34209,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
662,2024-07-28,2024-07-29,LA BOISSIERE DE MONTAIGU,,,288,FESTIVAL CANASSON,,,27,85025,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
663,2024-11-25,2024-11-26,CHARTRES,,,174,FESTIVAL CARRE D'AS,http://elixir.hautetfort.com/festival_carre_d_as/,,31,28085,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
664,2024-04-09,2024-04-14,Saulx les Chartreux,,,86,Festival ceux d'en face,http://www.animakt.fr/Festival-Ceux-d-en-Face,,26,91587,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
665,2024-10-18,2024-10-23,STRASBOURG,,,254,Festival Chacun son court,http://chacunsoncourt.eu/fr/accueil/,,15,67482,CINÉMA ET AUDIOVISUEL,COURTS-MÉTRAGES
666,2024-04-30,2024-04-30,ST Coulomb,,,205,FESTIVAL CHANSONS DU MONDE - ENTRE TERRE ET MER,https://www.lephare-saintcoulomb.com/,,19,35263,MUSIQUES ACTUELLES,CHANSON
667,2024-04-25,2024-04-28,Viols Le Fort,,,147,FESTIVAL CHAP,https://www.chap-festival.com,,18,34343,CIRQUE ET ARTS DE LA RUE,CIRQUE
668,2024-09-02,2024-09-03,BILLOM,,,264,FESTIVAL CHARIVARI,www.billomrenaissance.fr,,17,63040,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
669,2024-10-25,2024-10-28,SELESTAT,,,274,Festival Charivari,www.esat-evasion.fr,,30,67462,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
670,2024-06-01,2024-06-02,VERTOU,,,78,FESTIVAL CHARIVARI VERTOU,http://www.festival-charivari-vertou.fr,,34,44215,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
671,2024-10-22,2024-10-22,SELESTAT,,,251,Festival CharivaRue,www.esat-evasion.fr,,22,67462,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
672,2024-06-02,2024-06-03,NICE,,,256,FESTIVAL CHECK THE RHYME,,,14,06088,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
673,2024-06-10,2024-07-25,Nohant Vic,,,281,Festival Chopin à Nohant,,,30,36143,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
674,2024-03-20,2024-03-23,PARIS,,,72,FESTIVAL CHOPIN À PARIS,www.frederic-chopin.com,,10,75101,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
675,2024-11-08,2024-11-17,ST DENIS,,,279,Festival Cinébanlieue - Paris/Saint-Denis,www.cinebanlieue.org,,33,93066,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL
676,2024-09-28,2024-10-01,LILLE,,,142,FESTIVAL CINECOMEDIES,www.cinecomedies.com,,35,59350,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL
677,2024-03-26,2024-04-14,LAON,,,203,Festival Ciné-jeune de l'Aisne,www.cinejeune02.wordpress.com,,30,02408,CINÉMA ET AUDIOVISUEL,ENFANCE ET JEUNESSE
678,2024-11-07,2024-11-12,LA BAULE,,,230,Festival cinéma & musique de film de La Baule,www.festival-labaule.com,,25,44055,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL
679,2024-04-05,2024-04-07,Dompierre sur Besbre,,,211,Festival Cinéma Nature,http://www.rencontres-cinema-nature.eu/,,21,03102,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL
680,2024-04-10,2024-04-13,LYON,,,152,Festival Cinémas du Sud,https://www.regardsud.com/,,29,69381,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS
681,2024-06-06,2024-06-11,BERCK,,,140,Festival Cinémonde,http://www.kdiffusion.com/,,11,62108,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL
682,2024-10-06,2024-10-15,TOULOUSE,,,119,Festival Cinespana  Toulouse,www.cinespagnol.com,,28,31555,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS
683,2024-01-10,2024-02-08,QUIMPER,,,195,Festival Circonova,www.theatre-cornouaille.fr/,,32,29232,CIRQUE ET ARTS DE LA RUE,CIRQUE
