id_etape,duree_depuis_depart,prix_etape,id_covoiturage,id_lieu
22789,410,11,7658,3890
22790,450,9,7658,4562
22791,0,3,7659,35
22792,525,4,7659,3963
22793,699,5,7659,7267
22794,827,6,7659,4677
22795,0,10,7660,7286
22796,494,15,7660,2494
22797,550,3,7660,3856
22798,0,3,7661,81
22799,312,5,7661,3511
112792,730,6,37526,3439
112793,0,19,37527,4294
112794,503,2,37527,3827
112795,621,15,37527,3784
112796,0,16,37528,1396
112797,245,7,37528,7263
112798,418,16,37528,81
112799,578,5,37528,4773
112800,0,4,37529,3714
112801,388,2,37529,3756
112802,478,5,37529,6329
112803,0,9,37530,7260
112804,478,7,37530,7274
112805,484,12,37530,3656
112806,592,18,37530,5795
112807,773,7,37530,3755
112808,0,16,37531,4510
112809,0,18,37532,7073
112810,450,2,37532,3733
112811,631,11,37532,4792
112812,788,9,37532,3736
112813,0,13,37533,1396
112814,0,17,37534,4587
112815,133,4,37534,801
112816,328,3,37534,7288
112817,392,8,37534,3988
112818,504,16,37534,3743
112819,0,10,37535,3679
112820,344,3,37535,1984
112821,389,6,37535,4683
112822,449,9,37535,3983
112823,545,15,37535,57
112824,0,7,37536,4722
112825,470,17,37536,4793
112826,574,3,37536,3439
112827,587,2,37536,4521
112828,0,16,37537,3746
112829,349,10,37537,3885
112830,473,3,37537,3758
112831,0,10,37538,3752
112832,0,11,37539,3881
112833,197,13,37539,3819
112834,344,15,37539,6927
112835,0,7,37540,4133
112836,0,14,37541,3750
112837,0,8,37542,6997
112838,0,8,37543,4461
112839,0,13,37544,3720
112840,202,3,37544,180
112841,308,3,37544,7259
112842,477,16,37544,4472
112844,0,16,37545,3702
112845,335,15,37545,3215
112846,356,3,37545,651
112847,453,14,37545,6168
112848,0,12,37546,3716
112849,245,5,37546,4298
112850,281,4,37546,3984
112851,435,12,37546,2528
112852,0,8,37547,5834
112853,557,4,37547,3730
112854,684,3,37547,7253
112855,867,3,37547,6079
112856,0,18,37548,6875
112857,396,6,37548,1238
112858,514,8,37548,3229
112859,0,14,37549,7092
112860,326,6,37549,3770
112861,515,2,37549,3826
112862,0,4,37550,3755
112863,0,4,37551,3731
112864,315,5,37551,3723
112865,456,4,37551,3854
112866,0,16,37552,2034
112867,567,3,37552,4585
112868,622,18,37552,3890
22800,358,11,7661,187
22801,495,6,7661,7041
22802,0,20,7662,7276
22803,0,16,7663,6168
22804,0,7,7664,1421
22805,498,3,7664,7275
22806,0,19,7665,3747
22807,336,10,7665,6876
22808,363,2,7665,3592
22809,503,12,7665,6138
22810,0,3,7666,3704
22811,0,17,7667,3739
22812,0,11,7668,3728
22813,355,5,7668,7107
22814,370,6,7668,3826
22815,0,18,7669,3764
22816,242,11,7669,3713
22817,372,8,7669,4552
22818,547,8,7669,3740
22819,0,3,7670,156
22820,0,12,7671,7277
22821,261,8,7671,4116
22822,365,2,7671,7018
22823,426,5,7671,3710
22824,510,15,7671,7042
22825,0,10,7672,3849
22826,0,10,7673,3986
22827,251,5,7673,3637
112869,707,10,37552,7255
22829,363,5,7673,3984
22830,0,12,7674,4552
22831,0,14,7675,1774
22832,106,2,7675,6938
22833,0,20,7676,7287
22834,163,5,7676,3703
22835,308,4,7676,7276
22836,0,4,7677,96
22837,361,2,7677,34
22838,493,3,7677,3889
22839,0,14,7678,4519
22840,398,2,7678,2413
22841,438,12,7678,3325
22842,586,3,7678,2547
22843,0,10,7679,4750
22844,538,17,7679,2431
22845,662,18,7679,6378
22846,854,3,7679,7258
22847,878,3,7679,3369
22848,0,5,7680,5794
22849,555,8,7680,68
22850,677,10,7680,4685
22851,0,13,7681,4517
22852,314,3,7681,3439
22853,389,11,7681,4793
22854,0,6,7682,3701
22855,337,9,7682,7259
22856,370,12,7682,3727
22857,547,9,7682,1773
22858,745,7,7682,6079
22859,0,17,7683,7260
22860,214,2,7683,3846
22861,310,5,7683,6875
22862,324,3,7683,4394
22863,0,12,7684,7255
22864,115,15,7684,6928
22865,248,6,7684,76
22866,328,17,7684,4375
22867,476,17,7684,4542
22868,0,11,7685,3737
22869,225,8,7685,3776
22870,345,4,7685,7004
22871,484,9,7685,7424
22872,0,15,7686,7256
22873,280,9,7686,1992
22874,328,4,7686,4294
22875,493,11,7686,6882
22876,0,12,7687,1977
22877,269,2,7687,3856
22878,0,13,7688,5818
22879,206,5,7688,7261
22880,393,2,7688,3713
22881,568,6,7688,3513
22882,633,2,7688,3826
22883,0,14,7689,3760
22884,593,4,7689,1238
22885,666,5,7689,3854
22886,847,5,7689,3487
22887,0,5,7690,1053
22888,146,6,7690,2049
22889,146,3,7690,4503
22890,170,3,7690,4298
22891,368,4,7690,7046
22892,0,17,7691,4476
22893,541,9,7691,3728
22894,590,2,7691,3417
22895,0,18,7692,4513
112870,866,8,37552,3655
22897,508,4,7692,945
22898,0,14,7693,76
22899,311,9,7693,7082
112871,0,9,37553,651
112872,416,8,37553,5992
112873,553,2,37553,7269
112874,0,15,37554,6355
112875,496,10,37554,2493
112876,687,18,37554,3768
112877,803,2,37554,3853
112878,812,7,37554,2413
112879,0,18,37555,1240
112880,59,10,37555,64
112881,0,5,37556,3847
112882,0,4,37557,4518
112883,494,7,37557,6278
112884,668,12,37557,2493
112885,762,3,37557,57
112886,0,17,37558,3786
112887,359,2,37558,4376
112888,515,14,37558,155
112889,569,2,37558,6153
112890,0,3,37559,6379
112891,341,3,37559,4751
22900,382,3,7693,1421
22901,533,2,7693,5739
22902,0,20,7694,3717
22903,0,15,7695,3747
22904,474,3,7695,4260
22905,524,5,7695,6377
22906,711,6,7695,3723
22907,0,7,7696,3514
22908,65,6,7696,4395
22909,108,3,7696,1173
22910,255,3,7696,3731
22911,0,19,7697,6292
22912,302,6,7697,1150
22913,0,4,7698,6111
22914,0,16,7699,1173
22915,179,10,7699,5833
22916,347,3,7699,4458
22917,0,18,7700,4532
22918,273,6,7700,3755
22919,411,5,7700,3742
22920,426,14,7700,1398
22921,572,7,7700,5305
22922,0,14,7701,6783
22923,552,5,7701,1790
22924,653,3,7701,7017
22925,658,3,7701,3723
22926,819,9,7701,4752
22927,0,13,7702,3756
22928,518,13,7702,4476
22929,630,5,7702,4544
22930,0,20,7703,477
22931,232,2,7703,1936
22932,320,6,7703,5882
22933,456,6,7703,5960
22934,0,9,7704,4683
22935,0,17,7705,3976
22936,0,15,7706,6065
22937,351,6,7706,7043
22938,475,11,7706,3768
22939,666,5,7706,4141
22940,857,16,7706,485
22941,0,3,7707,3883
22942,502,3,7707,7107
22943,555,5,7707,6928
22944,556,4,7707,3776
22945,591,11,7707,589
22946,0,16,7708,5795
22947,316,20,7708,3854
22948,469,2,7708,3964
22949,0,11,7709,5810
22950,0,13,7710,3487
22951,471,2,7710,3848
22952,633,3,7710,3485
22953,708,3,7710,2383
22954,0,9,7711,3773
22955,255,3,7711,7283
22956,413,5,7711,7502
22957,0,3,7712,4376
22958,495,3,7712,1148
22959,0,10,7713,4735
22960,0,8,7714,4246
22961,261,16,7714,3733
22962,292,4,7714,64
22963,0,14,7715,4395
22964,279,8,7715,4522
22965,0,6,7716,3770
22966,0,15,7717,3787
22967,381,11,7717,7261
22968,484,11,7717,6884
22969,484,5,7717,7424
22970,0,9,7718,800
22971,559,4,7718,4528
22972,695,8,7718,8
22973,814,3,7718,3739
22974,0,16,7719,4793
22975,0,13,7720,2586
22976,129,6,7720,805
22977,198,17,7720,3819
22978,356,2,7720,4518
22979,448,10,7720,3485
22980,0,11,7721,3963
22981,154,2,7721,1771
22982,201,12,7721,3504
22983,358,2,7721,3785
22984,0,10,7722,5942
22985,155,9,7722,3783
22986,349,7,7722,3745
22987,352,2,7722,3818
22988,352,10,7722,4299
22989,0,8,7723,3764
22990,446,8,7723,82
22991,481,7,7723,7284
22992,667,2,7723,3821
22993,0,19,7724,4624
22995,0,17,7725,4549
22996,261,3,7725,3712
22997,425,17,7725,4589
22998,519,4,7725,1148
22999,622,4,7725,1725
112892,491,8,37559,3469
112893,584,4,37559,6791
112894,0,12,37560,3785
112895,454,13,37560,4299
112896,551,4,37560,7074
112897,649,5,37560,6776
112898,0,11,37561,3708
112899,147,3,37561,3885
112900,0,15,37562,64
112901,0,12,37563,6931
112902,422,2,37563,7043
112903,521,5,37563,3925
112904,685,13,37563,4677
112905,0,20,37564,3368
112906,508,8,37564,4549
112907,529,9,37564,1240
112908,0,8,37565,3510
112909,205,6,37565,652
112910,0,12,37566,1173
112911,417,5,37566,1727
112912,609,7,37566,5805
112913,681,5,37566,4550
112914,860,11,37566,3926
112915,0,14,37567,3417
112916,78,5,37567,1261
112917,220,15,37567,7089
112918,367,9,37567,4519
112919,445,15,37567,4528
112920,0,10,37568,3975
112921,584,9,37568,3682
112922,667,15,37568,6279
112923,778,7,37568,6139
112924,871,16,37568,3746
112925,0,4,37569,96
112926,236,9,37569,800
112927,256,2,37569,4141
112928,392,6,37569,4773
112929,0,13,37570,4702
112930,154,5,37570,5850
112931,0,18,37571,7281
112932,0,8,37572,3771
112933,563,5,37572,3928
112934,0,3,37573,3977
112935,239,6,37573,7282
112936,354,4,37573,4458
112937,544,2,37573,1993
112938,710,10,37573,1710
112939,0,20,37574,3606
112940,0,10,37575,3417
112941,219,7,37575,6998
112942,327,11,37575,5807
112943,463,3,37575,1261
112944,0,8,37576,4471
112945,410,2,37576,4510
112946,0,13,37577,162
112947,0,8,37578,2382
112948,128,7,37578,3655
112949,0,13,37579,4530
112950,558,5,37579,7082
112951,0,6,37580,7003
112952,408,15,37580,1261
112953,0,20,37581,7260
112954,488,3,37581,6800
112955,0,5,37582,3785
112956,156,4,37582,3705
112957,263,6,37582,6376
112958,419,7,37582,4329
112960,0,10,37583,4562
112961,0,11,37584,7089
112962,461,18,37584,6656
112963,571,5,37584,3846
112964,595,3,37584,3737
112965,0,20,37585,6064
112966,246,2,37585,3726
112967,309,11,37585,6800
112968,0,16,37586,5972
112969,364,2,37586,1075
112970,431,2,37586,7279
112971,617,6,37586,2464
23000,0,7,7726,3926
23001,0,17,7727,83
23002,0,15,7728,8
23003,535,12,7728,6329
23004,632,6,7728,4793
23005,0,6,7729,7108
23006,113,3,7729,4585
23007,170,5,7729,7286
23008,283,3,7729,3731
23009,0,13,7730,6760
23010,166,6,7730,6356
23011,290,6,7730,6172
23012,361,12,7730,3509
23013,503,2,7730,7091
23014,0,4,7731,3729
23015,409,7,7731,7276
23016,464,8,7731,3704
23017,0,17,7732,4561
23018,236,7,7732,4702
23019,0,4,7733,187
23020,368,6,7733,1735
23021,441,3,7733,3885
23022,0,3,7734,1774
23023,0,18,7735,76
23024,0,17,7736,7089
23025,65,10,7736,3753
23026,0,7,7737,3895
23027,554,6,7737,3885
23028,687,2,7737,6927
23029,797,5,7737,3741
23030,991,12,7737,3888
23031,0,13,7738,6376
23032,421,13,7738,3680
23033,611,10,7738,6280
23034,713,7,7738,1928
23035,0,9,7739,1400
23036,579,5,7739,3485
23037,641,2,7739,3764
23038,774,2,7739,3734
23039,0,12,7740,198
23040,115,7,7740,3713
23041,269,13,7740,4518
23042,445,2,7740,3729
23043,617,10,7740,6278
23044,0,15,7741,5972
23045,285,8,7741,1420
23046,444,4,7741,3681
23047,569,10,7741,3776
23048,761,9,7741,3738
23049,0,3,7742,798
23050,241,2,7742,4774
23051,440,3,7742,7285
23052,449,4,7742,1302
23053,526,7,7742,3510
23054,0,11,7743,3512
23055,463,3,7743,4588
23056,631,13,7743,6768
23057,0,10,7744,3746
23058,392,8,7744,3881
112972,0,18,37587,7091
23060,0,3,7745,3229
23061,373,6,7745,4702
23062,390,2,7745,3030
23063,498,5,7745,7254
23064,516,2,7745,7289
23065,0,20,7746,6079
112973,327,2,37587,4531
23067,290,12,7746,6299
23068,486,9,7746,4722
23069,0,15,7747,1396
23070,0,5,7748,3605
23071,196,7,7748,5961
23072,366,4,7748,3503
23073,0,4,7749,3781
23074,408,13,7749,3702
23075,466,16,7749,3775
23076,645,6,7749,6879
23077,0,5,7750,3846
23078,234,10,7750,3731
23079,391,6,7750,1727
23080,463,5,7750,7018
23081,0,11,7751,6065
23082,0,15,7752,6299
23083,0,10,7753,3764
23084,232,3,7753,1727
23085,316,2,7753,7091
23086,396,4,7753,3746
23087,0,11,7754,2547
23088,149,7,7754,3985
23089,238,10,7754,6153
23090,302,2,7754,4298
23091,386,9,7754,3708
23092,0,12,7755,1994
23093,203,2,7755,3890
23094,0,11,7756,652
23095,417,6,7756,4702
23096,0,13,7757,7269
23097,643,15,7757,4512
23098,659,5,7757,2
23099,696,6,7757,3896
112975,0,11,37588,2499
112976,613,12,37588,677
112977,754,4,37588,6159
112978,796,6,37588,3985
112979,965,9,37588,6772
112980,0,5,37589,1776
112981,143,5,37589,4549
112982,223,4,37589,4515
112983,284,7,37589,6702
112984,0,12,37590,7081
112985,170,7,37590,4764
112986,305,3,37590,5795
112987,363,6,37590,3514
112988,486,2,37590,4543
112989,0,13,37591,1364
112990,291,7,37591,3764
112991,395,9,37591,1710
112992,549,4,37591,1984
112993,0,6,37592,7280
112994,111,3,37592,1776
112995,126,6,37592,5338
112996,248,4,37592,1928
112997,0,14,37593,3635
112998,241,10,37593,484
112999,0,10,37594,460
113000,214,3,37594,4517
113001,243,2,37594,7288
113002,247,5,37594,7252
113003,287,3,37594,3708
113004,0,17,37595,5805
113005,87,2,37595,3487
113006,202,5,37595,2401
113007,295,3,37595,5994
113008,427,12,37595,1222
113009,0,17,37596,3747
113010,452,5,37596,3705
113011,581,7,37596,3817
113012,752,7,37596,2872
113013,0,9,37597,4792
113014,248,12,37597,6079
113015,264,7,37597,7264
113016,283,12,37597,7259
113017,453,14,37597,651
113018,0,8,37598,1384
113019,278,4,37598,4525
113020,294,2,37598,3733
113021,0,10,37599,2051
113022,572,8,37599,5941
113023,0,19,37600,6292
113024,595,6,37600,3709
113025,625,5,37600,62
113026,733,6,37600,4774
113027,869,9,37600,3369
113028,0,20,37601,4482
113029,338,3,37601,1969
113030,431,7,37601,4460
113031,602,5,37601,3853
113032,0,19,37602,7276
113033,398,13,37602,1011
113034,562,8,37602,3229
113035,656,4,37602,4542
113036,771,4,37602,1438
113037,0,6,37603,3771
113038,0,15,37604,3927
113039,542,4,37604,1191
113040,666,2,37604,7253
113041,814,14,37604,1053
113042,842,16,37604,6387
113043,0,19,37605,3788
113044,183,13,37605,5807
113045,373,3,37605,5882
113046,512,3,37605,6417
113047,0,17,37606,3653
113048,309,13,37606,3719
113049,319,7,37606,3741
113050,453,2,37606,3717
113051,610,3,37606,6884
113052,0,9,37607,3723
113053,496,6,37607,5992
113054,0,4,37608,6928
113055,475,8,37608,1397
113056,539,9,37608,63
113057,0,8,37609,3885
113058,0,17,37610,5994
113059,516,4,37610,3778
113060,521,4,37610,4299
113061,0,4,37611,6772
113062,476,6,37611,3817
113063,607,2,37611,3762
113064,748,2,37611,3681
113065,860,3,37611,6139
113066,0,8,37612,4537
113067,517,6,37612,3963
113068,0,3,37613,7261
113069,427,2,37613,4476
113070,582,13,37613,6875
113071,0,18,37614,4511
113072,490,16,37614,1438
113073,654,16,37614,3215
23100,0,12,7758,480
23101,317,4,7758,5982
23102,512,7,7758,6376
23103,587,7,7758,6376
23104,0,7,7759,2493
23105,394,11,7759,6417
113074,777,9,37614,1969
23107,455,10,7760,132
23108,611,2,7760,6768
23109,649,11,7760,2465
23110,0,18,7761,4721
23111,648,2,7761,3756
23112,799,9,7761,780
23113,946,7,7761,3741
23114,0,15,7762,677
23115,0,20,7763,3825
23116,110,6,7763,7284
23117,270,8,7763,3756
23118,459,5,7763,3748
23119,0,13,7764,4773
23120,572,9,7764,4294
23121,0,9,7765,6937
23122,380,6,7765,1075
23123,0,9,7766,490
23124,339,7,7766,4588
23125,373,10,7766,7017
23126,545,3,7766,6656
23127,0,7,7767,485
23128,348,2,7767,1173
23129,0,6,7768,5982
23130,246,2,7768,3926
23131,429,2,7768,3782
23132,572,4,7768,7105
23133,763,5,7768,3769
23134,0,6,7769,4839
23135,472,9,7769,7266
23136,491,16,7769,3229
23137,572,2,7769,7275
23138,0,13,7770,1992
23139,105,3,7770,1238
23140,267,5,7770,7252
23141,461,3,7770,3703
23142,466,5,7770,83
23143,0,3,7771,3510
23144,0,3,7772,7279
23145,425,3,7772,3774
23146,488,4,7772,1263
23147,670,6,7772,198
23148,687,14,7772,7041
23149,0,13,7773,798
23150,0,12,7774,1931
23151,0,15,7775,3888
23152,558,17,7775,4472
23153,685,5,7775,6168
23154,854,8,7775,5994
23155,0,15,7776,2090
23156,347,5,7776,4678
23157,502,2,7776,459
23158,637,10,7776,3444
23159,637,4,7776,3606
23160,0,4,7777,4520
23161,172,7,7777,4541
23162,0,10,7778,5972
23163,472,17,7778,3786
23164,576,4,7778,3443
23165,614,4,7778,6783
23166,0,7,7779,7262
23167,662,2,7779,1735
23168,0,18,7780,2
23169,371,19,7780,4543
23170,471,14,7780,7502
23171,646,4,7780,4522
23172,818,2,7780,4511
23173,0,15,7781,7074
23174,0,3,7782,2382
23175,631,7,7782,4375
23176,0,4,7783,3737
23177,74,6,7783,6879
23178,76,2,7783,3928
23179,105,15,7783,7091
23180,0,5,7784,6138
23181,258,2,7784,6823
23182,261,4,7784,7286
23183,287,18,7784,1421
23184,0,14,7785,3818
23185,444,3,7785,7255
23186,513,9,7785,2
23187,632,5,7785,484
23188,734,8,7785,3709
23189,0,16,7786,7255
23190,0,8,7787,3764
23191,315,10,7787,7257
23192,0,9,7788,1053
23193,554,10,7788,3655
23194,0,20,7789,7424
23195,559,14,7789,1238
23196,663,10,7789,3655
23197,744,4,7789,3
23198,857,9,7789,6159
23199,0,5,7790,5796
113075,804,4,37614,3743
113076,0,18,37615,5739
113077,0,20,37616,7090
113078,404,10,37616,6378
113079,418,5,37616,3757
113080,482,4,37616,5305
113081,550,3,37616,3733
113082,0,9,37617,3853
113083,300,16,37617,1191
113084,0,10,37618,7283
113085,576,3,37618,4544
113086,673,10,37618,484
113087,0,11,37619,3513
113088,144,9,37619,651
113089,196,5,37619,1977
113090,387,7,37619,3368
113091,486,10,37619,6716
113092,0,11,37620,1736
113093,0,18,37621,3503
113094,0,20,37622,3886
113095,101,5,37622,4328
113096,191,2,37622,6409
113097,228,20,37622,7020
113098,273,18,37622,158
113099,0,16,37623,3727
113100,0,13,37624,5879
113101,614,6,37624,4752
113102,810,10,37624,3513
113103,945,11,37624,3853
113104,1109,6,37624,35
113105,0,9,37625,4552
113106,446,2,37625,6066
113107,643,12,37625,3721
113108,758,11,37625,4523
113109,871,2,37625,3653
113110,0,15,37626,3469
113111,149,11,37626,6299
113112,205,9,37626,3759
113113,255,2,37626,3509
113114,308,6,37626,3781
113115,0,11,37627,1977
113116,237,3,37627,7018
113117,255,11,37627,1148
113118,383,5,37627,198
113119,568,5,37627,3469
113120,0,6,37628,4300
113121,452,5,37628,7269
113122,476,4,37628,3746
113123,627,8,37628,7264
113124,0,6,37629,6935
113125,269,5,37629,6930
113126,431,10,37629,4840
113127,447,11,37629,3719
113128,480,2,37629,3444
113129,0,8,37630,3826
113130,351,10,37630,4774
113131,354,3,37630,4721
113132,497,3,37630,1994
113133,0,3,37631,6377
113134,301,8,37631,6280
113135,370,4,37631,7257
113136,378,9,37631,7257
113137,0,19,37632,4246
113138,233,8,37632,4550
113139,234,17,37632,3744
113140,0,10,37633,1727
113141,338,6,37633,2091
113142,0,7,37634,4299
113143,253,6,37634,2528
113144,274,5,37634,3722
113145,453,3,37634,1790
113146,547,3,37634,3846
113147,0,13,37635,3848
113148,567,5,37635,5972
113149,606,12,37635,1736
113150,624,10,37635,4294
113151,788,4,37635,7257
113152,0,14,37636,6079
113153,78,3,37636,3513
113154,211,12,37636,3768
113155,335,6,37636,5972
113156,0,19,37637,1365
113157,0,12,37638,4529
113158,523,2,37638,2049
113159,684,10,37638,7260
113160,785,7,37638,7285
113161,938,8,37638,6111
113162,0,19,37639,3735
113163,392,2,37639,3729
113164,0,17,37640,4773
113165,0,17,37641,3732
113166,229,4,37641,4721
113167,0,4,37642,3749
113168,676,16,37642,1710
113169,737,9,37642,4809
113170,820,9,37642,4683
113171,0,12,37643,6153
113172,246,7,37643,3895
113173,0,3,37644,7046
113174,139,2,37644,4533
23200,170,3,7790,4298
23201,226,7,7790,1263
23202,0,8,7791,4472
23203,474,2,7791,5972
23204,491,6,7791,56
23205,0,7,7792,4751
23206,0,7,7793,1191
23207,0,18,7794,1773
23208,502,3,7794,4534
23209,555,5,7794,1261
23210,0,18,7795,3656
23211,466,2,7795,4527
23212,628,11,7795,3783
23213,0,17,7796,4527
23214,415,3,7796,5795
23215,503,9,7796,6279
23216,512,17,7796,1261
23217,544,13,7796,3871
23218,0,7,7797,2431
23219,330,12,7797,3738
23220,376,14,7797,5805
23221,0,14,7798,7279
113175,252,5,37644,4510
23223,0,4,7799,6772
23224,516,11,7799,459
23225,582,7,7799,480
23226,0,17,7800,3469
23227,235,2,7800,3782
23228,401,12,7800,3825
23229,0,6,7801,1992
23230,483,2,7801,7020
23231,502,14,7801,3718
23232,567,2,7801,4735
23233,709,3,7801,3029
23234,0,18,7802,8
23235,517,10,7802,1011
23236,602,12,7802,2495
23237,629,6,7802,3681
23238,0,3,7803,3775
23239,426,2,7803,6065
23240,573,2,7803,801
23241,714,8,7803,3881
23242,0,4,7804,3731
23243,154,4,7804,3708
23244,165,5,7804,4299
23245,315,13,7804,5811
23246,513,5,7804,3444
23247,0,17,7805,3887
23248,0,6,7806,4544
23249,0,13,7807,7283
23250,564,3,7807,3742
23251,689,2,7807,3719
23252,843,4,7807,3891
23253,971,18,7807,3761
23254,0,5,7808,3896
23255,0,8,7809,1990
23256,391,9,7809,3730
23257,455,3,7809,4375
23258,579,7,7809,4460
23259,0,12,7810,3702
23260,366,10,7810,1780
23261,452,4,7810,3779
23262,0,11,7811,2612
23263,696,3,7811,4260
23264,817,6,7811,3745
23265,903,15,7811,7278
23266,947,7,7811,4531
23267,0,14,7812,3443
23268,234,5,7812,6935
23269,367,3,7812,3738
23270,456,10,7812,7290
23271,0,17,7813,6357
23272,509,3,7813,6042
23273,694,2,7813,7074
23274,0,17,7814,4527
23275,225,2,7814,1238
23276,270,10,7814,3748
23277,460,2,7814,3487
23278,0,4,7815,3825
23279,595,16,7815,1222
23280,656,16,7815,3606
23281,812,11,7815,6327
23282,0,5,7816,3926
23283,193,8,7816,3771
23284,0,20,7817,3636
23285,0,13,7818,484
23286,467,3,7818,4552
23287,471,4,7818,4533
23288,0,16,7819,5992
23289,0,10,7820,5850
23290,0,4,7821,4375
23291,314,7,7821,3819
23292,337,6,7821,801
23293,413,9,7821,6938
23294,0,5,7822,6930
23295,576,2,7822,3511
23296,762,15,7822,6417
23297,771,5,7822,6444
23298,0,15,7823,6791
23299,310,4,7823,6657
23300,395,9,7823,3469
23301,0,20,7824,3
23302,7,10,7824,4839
23303,10,11,7824,4752
23304,58,4,7824,7283
23305,0,15,7825,3711
23306,211,17,7825,4787
23307,368,2,7825,1238
23308,458,6,7825,4839
23309,0,19,7826,3889
23310,383,11,7826,1362
23311,406,10,7826,4527
23312,415,8,7826,4722
23313,0,7,7827,2091
23314,554,9,7827,2049
23315,0,15,7828,3818
23316,520,4,7828,7017
23317,550,15,7828,1773
23318,650,6,7828,5882
23319,0,16,7829,2090
23320,424,14,7829,3746
23321,516,2,7829,4300
23322,0,4,7830,3716
23323,459,15,7830,6927
23324,552,7,7830,1992
23325,595,3,7830,6357
23326,731,3,7830,4461
23327,0,15,7831,2673
23328,216,6,7831,6938
23329,365,3,7831,4522
23330,0,3,7832,4531
23331,0,5,7833,3731
23332,500,5,7833,4380
23333,626,2,7833,3509
23334,0,7,7834,3761
23335,209,8,7834,3851
23336,315,10,7834,7265
23337,472,19,7834,3775
23338,0,17,7835,2215
23339,259,2,7835,3785
23340,452,2,7835,3776
23341,598,2,7835,1256
23342,0,17,7836,3737
23343,359,4,7836,4518
23344,392,15,7836,83
23345,545,6,7836,1186
23346,637,11,7836,3739
23347,0,10,7837,4394
23348,178,2,7837,6931
23349,300,10,7837,5867
23350,358,8,7837,3724
23351,359,11,7837,3757
23352,0,18,7838,7108
23353,614,2,7838,3986
23354,704,15,7838,6139
23355,0,11,7839,2413
23356,506,4,7839,6139
23357,522,15,7839,4659
23358,0,5,7840,3746
23359,199,2,7840,3742
23360,205,4,7840,4525
23361,0,3,7841,4529
23362,0,14,7842,3742
23363,146,7,7842,6876
23364,0,3,7843,3720
23365,0,16,7844,3719
23366,0,11,7845,4523
23367,0,4,7846,3763
23368,563,3,7846,3408
23369,0,14,7847,4683
23370,247,2,7847,4562
23371,255,3,7847,7044
23372,0,6,7848,4533
23373,0,6,7849,3729
23374,584,15,7849,3369
23375,0,10,7850,3680
23376,326,3,7850,1396
23377,380,3,7850,4672
23378,0,7,7851,8
23379,475,8,7851,4589
23380,567,14,7851,7365
23381,593,14,7851,4562
23382,0,13,7852,3638
23383,0,16,7853,5866
23384,160,3,7853,3503
23385,256,7,7853,652
23386,263,3,7853,4299
23387,0,4,7854,3749
23388,0,12,7855,3872
23389,122,3,7855,7092
23390,0,5,7856,3513
23391,427,6,7856,7256
23392,530,3,7856,4534
23393,0,12,7857,1150
23394,534,11,7857,3849
23395,667,6,7857,4552
23396,680,5,7857,5961
23397,858,3,7857,3769
23398,0,8,7858,5941
23399,224,5,7858,7262
113176,0,6,37645,3775
113177,495,12,37645,4550
113178,0,10,37646,6776
113179,151,2,37646,3782
113180,336,7,37646,3469
113181,497,17,37646,7270
113182,655,18,37646,1774
113183,0,11,37647,3714
113184,504,2,37647,4458
113185,588,10,37647,7265
113186,0,13,37648,4561
113187,332,8,37648,4535
113188,0,4,37649,3681
113189,572,2,37649,5941
113190,0,11,37650,4813
113191,216,2,37650,3513
23400,345,7,7858,4560
23401,416,16,7858,1776
23402,439,5,7858,5739
23403,0,17,7859,1076
23404,334,2,7859,1173
23405,365,4,7859,3927
23406,0,11,7860,6409
23407,223,9,7860,3758
23408,326,8,7860,7276
23409,399,2,7860,3852
23410,0,16,7861,3818
23411,338,2,7861,1737
23412,0,19,7862,6868
23413,447,2,7862,4536
23414,585,7,7862,3984
23415,745,5,7862,162
23416,0,4,7863,999
23417,379,15,7863,6299
23418,573,12,7863,2493
23419,586,18,7863,7041
23420,0,5,7864,3703
23421,295,4,7864,7108
23422,306,5,7864,3712
23423,462,5,7864,3762
23424,559,6,7864,3853
23426,146,18,7865,3652
23427,309,4,7865,3635
23428,353,12,7865,2493
23429,0,8,7866,7277
23430,449,10,7866,7280
23431,576,2,7866,4562
23432,662,3,7866,4471
23433,839,6,7866,2612
23434,0,18,7867,7263
23435,588,6,7867,5835
23436,724,4,7867,4542
23437,768,2,7867,6042
23438,0,12,7868,7270
23439,89,11,7868,3888
23440,282,11,7868,2431
23441,308,7,7868,6873
23442,0,6,7869,3756
23443,416,2,7869,3229
23444,0,8,7870,3726
23445,600,16,7870,6656
23446,0,10,7871,82
23447,155,3,7871,3735
23448,330,4,7871,7267
23449,0,19,7872,3827
23450,0,5,7873,6327
23451,0,14,7874,3510
23452,598,4,7874,1418
23453,693,2,7874,4750
23454,0,14,7875,7092
23455,88,11,7875,3729
23456,139,3,7875,6300
23457,172,2,7875,7258
23458,0,6,7876,4511
23459,570,13,7876,4586
23460,662,3,7876,4299
23461,831,3,7876,3503
23462,971,4,7876,96
23463,0,10,7877,7280
23464,147,14,7877,3638
23465,246,2,7877,3895
23466,0,12,7878,7287
23467,246,15,7878,3653
23468,402,4,7878,1365
23469,417,9,7878,7110
23470,0,4,7879,7280
23471,453,12,7879,4141
23472,571,3,7879,5972
23473,603,2,7879,3740
23474,614,2,7879,1075
23475,0,16,7880,3651
23476,0,4,7881,1774
23477,89,4,7881,3469
23478,278,9,7881,6357
23479,0,9,7882,4559
