idLieu,nomLieu,adresseLieu,commune,codeINSEELieu,typeLieu,longitude_x,latitude_x,codeINSEE,communeINSEE,codePostal,latitude_y,longitude_y,departement
2431,Rue des Elfes,Rue des Elfes,DINARD,35093,Aire de covoiturage,-2.05993700011187,48.6201650826191,35093,DINARD,35800.0,48.6241805945,-2.0619828606,35.0
2464,Aire de covoiturage de La PlousiÃ©re,La PlousiÃ©re,GUIPEL,35128,Aire de covoiturage,-1.718396,48.31091533,35128,GUIPEL,35440.0,48.2923904516,-1.72349623823,35.0
2465,Parking Rue de Rennes,Rue de Rennes,GUIPEL,35128,Parking,-1.720496368,48.2942897,35128,GUIPEL,35440.0,48.2923904516,-1.72349623823,35.0
2493,Place de Bretagne,Place de Bretagne,LOUVIGNE DU DESERT,35162,Parking,-1.125030626,48.4813123,35162,LOUVIGNE DU DESERT,35420.0,48.4868885908,-1.12369660788,35.0
2494,Place de La Mairie,Place de la Mairie,LOUVIGNE DU DESERT,35162,Parking,-1.124522971,48.4801177,35162,LOUVIGNE DU DESERT,35420.0,48.4868885908,-1.12369660788,35.0
2495,Place du 8 Mai 45,Place du 8 mai 45,LOUVIGNE DU DESERT,35162,Parking,-1.121470156,48.48007097,35162,LOUVIGNE DU DESERT,35420.0,48.4868885908,-1.12369660788,35.0
2499,Parking Bellevue,Bellevue,MAURE DE BRETAGNE,35168,Parking,-1.991111334,47.908538,35168,MAURE DE BRETAGNE,35330.0,47.8971012974,-1.99867854689,35.0
2505,Parking de la Rue Rouviel,6 Rue Rouviel,MELLE,35174,Aire de covoiturage,-1.18793889504592,48.4884238023017,79174,MELLE,79500.0,46.2309583731,-0.147888712984,79.0
2528,Parking du Ballon,Le Ballon,PIRE SUR SEICHE,35220,Parking,-1.39939148,48.02366769,35220,PIRE SUR SEICHE,35150.0,48.0111877546,-1.42837195377,35.0
2547,Aire de covoiturage Le Patis Tatelin,La Brandais,RENNES,35238,Aire de covoiturage,-1.625830333,48.15427533,35238,RENNES,35700.0,48.1119791219,-1.68186449144,35.0
2586,Parking Rue du Pont Sec,Rue du pont sec (D17),LA SELLE EN COGLES,35323,Parking,-1.341634042,48.43729443,35323,LA SELLE EN COGLES,35460.0,48.438498732,-1.33753495005,35.0
2612,Parc D'ActivitÃ©s La BaratiÃ©re,PA La BaratiÃ©re,VITRE,35360,Parking,-1.216062333,48.10949833,35360,VITRE,35500.0,48.1140815063,-1.19370720718,35.0
2673,Aire de Beauloisir,Aire de Beauloisir - La forteresse,CHINON,37072,Aire de covoiturage,0.241935,47.1699668,37072,CHINON,37500.0,47.1723001595,0.245084664558,37.0
2674,Aire du Giratoire de St Louand,RD751 Giratoire St Louand,CHINON,37072,Aire de covoiturage,0.202491667,47.1747056,37072,CHINON,37500.0,47.1723001595,0.245084664558,37.0
2872,Parking covoiturage La Grive,14 chemin des marais A43,BOURGOIN JALLIEU,38053,Parking,5.2332257,45.602524,38053,BOURGOIN JALLIEU,38300.0,45.6022027954,5.27393762111,38.0
3029,Parking Salle Claire delage,Salle Claire Delage,ST JEAN DE BOURNAY,38399,Parking,5.1448578,45.4998537,38399,ST JEAN DE BOURNAY,38440.0,45.4982631773,5.14748470946,38.0
3030,Parking Saint-Jean de Bournay,Salle Claire Delage,ST JEAN DE BOURNAY,38399,Parking,5.144,45.5,38399,ST JEAN DE BOURNAY,38440.0,45.4982631773,5.14748470946,38.0
3215,Saint-Claude,60 Rue RenÃ© Dalloz. 39260 Moirans-en-Montagne,MOIRANS EN MONTAGNE,39333,Parking,5.725659326,46.42357974,39333,MOIRANS EN MONTAGNE,39260.0,46.4388080084,5.73795329823,39.0
3229,Village,18 Rue de l'EpicÃ©a. 39370 La Pesse,LA PESSE,39413,Parking,5.846764,46.283426,39413,LA PESSE,39370.0,46.286468541,5.85238812673,39.0
3250,Parking Carnot,23 Rue Carnot. 39200 Saint-Claude,ST CLAUDE,39478,Parking,5.86150113,46.38225345,39478,ST CLAUDE,39200.0,46.408600398,5.87556247635,39.0
3325,Parking de Lahitte sud,Route d'Ossens. 40465 Pontonx-sur-l'Adour,PONTONX SUR L ADOUR,40230,Parking,-0.960611,43.767694,40230,PONTONX SUR L ADOUR,40465.0,43.7980252651,-0.940526888731,40.0
3368,Aire RD 947,1087 Avenue Pierre BenoÃ©t. Route de Castets. 40990 Saint-Paul-lÃ©s-Dax,ST PAUL LES DAX,40279,Parking,-1.056509,43.745171,40279,ST PAUL LES DAX,40990.0,43.7464083139,-1.08127980711,40.0
3369,Parking avenue MarÃ©chal Foch,1311 Avenue du MarÃ©chal Foch. 40990 Saint-Paul-lÃ©s-Dax,ST PAUL LES DAX,40279,Parking,-1.050056,43.734722,40279,ST PAUL LES DAX,40990.0,43.7464083139,-1.08127980711,40.0
3408,Aire de covoiturage Langevin,17 Rue Paul Langevin. 42500 Le Chambon-Feugerolles,LE CHAMBON FEUGEROLLES,42044,Aire de covoiturage,4.322181,45.392244,42044,LE CHAMBON FEUGEROLLES,42500.0,45.3886064564,4.33196255695,42.0
3417,Aire de covoiturage Fayol,102 Boulevard Fayol. 42700 Firminy,FIRMINY,42095,Aire de covoiturage,4.300889,45.384306,42095,FIRMINY,42700.0,45.3788146093,4.28879456136,42.0
3439,Aire de covoiturage du cimetiÃ©re,Parking du cimetiÃ©re - rue des Alpes,PELUSSIN,42168,Aire de covoiturage,4.684741,45.419154,42168,PELUSSIN,42410.0,45.4230806352,4.65991656851,42.0
3443,Parc Relais du ZÃ©nith,2 Rue Jean Servanton. 42000 Saint-Ã©tienne,ST ETIENNE,42218,Parking relais,4.394129,45.453217,42218,ST ETIENNE,42100.0,45.4301235512,4.37913997076,42.0
3444,Parc Relais G. Guichard,3 AllÃ©e des FrÃ©res Gauthier. 42000 Saint-Ã©tienne,ST ETIENNE,42218,Parking relais,4.38641,45.459875,42218,ST ETIENNE,42100.0,45.4301235512,4.37913997076,42.0
3469,Parking Genebret,A l'intersection rue de Genebret et chemin de Montredon,BRIVES CHARENSAC,43041,Parking,3.90661,45.05153,43041,BRIVES CHARENSAC,43700.0,45.0463267089,3.92401115104,43.0
3485,Aire de covoiturage de Ste SigolÃ©ne,Route de Monistrol,STE SIGOLENE,43224,Aire de covoiturage,4.222118,45.247069,43224,STE SIGOLENE,43600.0,45.2470426213,4.22851598334,43.0
3486,Parking zone du Fieu,Tence,TENCE,43244,Aire de covoiturage,4.28845,45.11766,43268,TENCE,43200.0,45.1393761299,4.13104937731,43.0
3487,Ãchangeur RN88 Alinhac,Yssingeaux,YSSINGEAUX,43268,Parking,4.13061,45.16146,43268,YSSINGEAUX,43200.0,45.1393761299,4.13104937731,43.0
3503,Parking Route de TrÃ©gatÃ©,46 Route de Tregate. 44740 Batz-sur-Mer,BATZ SUR MER,44010,Parking,-2.455884,47.280474,44010,BATZ SUR MER,44740.0,47.2844487793,-2.474374647,44.0
3504,Parking Route de TrÃ©gatÃ©,46 Route de Tregate. 44740 Batz-sur-Mer,BATZ SUR MER,44010,Parking,-2.455884,47.280474,44010,BATZ SUR MER,44740.0,47.2844487793,-2.474374647,44.0
3509,Champ de Foire (Place Joalland de Clerville),Place Jollan de Clerville. 44130 Blain,BLAIN,44015,Parking,-1.761498,47.47527,44015,BLAIN,44130.0,47.4628210409,-1.76789479614,44.0
3510,E.Leclerc,4B Route de l'Isac. 44130 Blain,BLAIN,44015,SupermarchÃ©,-1.7541,47.475357,44015,BLAIN,44130.0,47.4628210409,-1.76789479614,44.0
3511,Super U,27 Route de l'Isac. 44130 Blain,BLAIN,44015,SupermarchÃ©,-1.74733,47.472757,44015,BLAIN,44130.0,47.4628210409,-1.76789479614,44.0
3512,Super U,27 Route de l'Isac. 44130 Blain,BLAIN,44015,SupermarchÃ©,-1.74733,47.472757,44015,BLAIN,44130.0,47.4628210409,-1.76789479614,44.0
3513,Champ de Foire (Place Joalland de Clerville),Place Jollan de Clerville. 44130 Blain,BLAIN,44015,Parking,-1.761498,47.47527,44015,BLAIN,44130.0,47.4628210409,-1.76789479614,44.0
3514,E.Leclerc,4B Route de l'Isac. 44130 Blain,BLAIN,44015,SupermarchÃ©,-1.7541,47.475357,44015,BLAIN,44130.0,47.4628210409,-1.76789479614,44.0
3591,E.Leclerc,9 Rue du Moulin. 44190 Clisson,CLISSON,44043,SupermarchÃ©,-1.2806153,47.0968019,44043,CLISSON,44190.0,47.097896998,-1.27042598067,44.0
3592,E.Leclerc,9 Rue du Moulin. 44190 Clisson,CLISSON,44043,SupermarchÃ©,-1.2806153,47.0968019,44043,CLISSON,44190.0,47.097896998,-1.27042598067,44.0
3605,Parking Chapelle du Crucifix,34 Rue Emmanuel Provost. 44490 Le Croisic,LE CROISIC,44049,Parking,-2.504454,47.283771,44049,LE CROISIC,44490.0,47.2922743449,-2.52277844422,44.0
3606,Parking Chapelle du Crucifix,34 Rue Emmanuel Provost. 44490 Le Croisic,LE CROISIC,44049,Parking,-2.504454,47.283771,44049,LE CROISIC,44490.0,47.2922743449,-2.52277844422,44.0
3627,Aire de covoiturage de GuÃ©menÃ©-Penfao,11 Rue de L HÃ©tel de ville. 44290 GuÃ©menÃ©-Penfao,GUEMENE PENFAO,44067,Aire de covoiturage,-1.834441,47.627505,44067,GUEMENE PENFAO,44290.0,47.6278891238,-1.83077595154,44.0
3629,Aire de covoiturage de GuÃ©menÃ©-Penfao,11 Rue de L HÃ©tel de ville. 44290 GuÃ©menÃ©-Penfao,GUEMENE PENFAO,44067,Aire de covoiturage,-1.834441,47.627505,44067,GUEMENE PENFAO,44290.0,47.6278891238,-1.83077595154,44.0
3635,Carrefour Market La Baule GuÃ©rande,Les Salines. 44500 La Baule-Escoublac,GUERANDE,44069,SupermarchÃ©,-2.395706,47.291454,44069,GUERANDE,44350.0,47.3313320913,-2.41703658813,44.0
3636,Parking E. Leclerc,Rue de la Fuie Zac de Villejames. 44350 GuÃ©rande,GUERANDE,44069,SupermarchÃ©,-2.413108,47.328439,44069,GUERANDE,44350.0,47.3313320913,-2.41703658813,44.0
3637,Parking E. Leclerc,Rue de la Fuie Zac de Villejames. 44350 GuÃ©rande,GUERANDE,44069,SupermarchÃ©,-2.413108,47.328439,44069,GUERANDE,44350.0,47.3313320913,-2.41703658813,44.0
3638,Carrefour Market La Baule GuÃ©rande,Les Salines. 44500 La Baule-Escoublac,GUERANDE,44069,SupermarchÃ©,-2.395706,47.291454,44069,GUERANDE,44350.0,47.3313320913,-2.41703658813,44.0
3651,Salle de L'AuviniÃ©re,496 Rue du Bocage. 44440 JouÃ©-sur-Erdre,JOUE SUR ERDRE,44077,Parking,-1.413406,47.495792,44077,JOUE SUR ERDRE,44440.0,47.5092437538,-1.42943494948,44.0
3652,Place AndrÃ© Mazureau,Place AndrÃ© Mazureau. 44440 JouÃ©-sur-Erdre,JOUE SUR ERDRE,44077,Parking,-1.419779,47.495843,44077,JOUE SUR ERDRE,44440.0,47.5092437538,-1.42943494948,44.0
3653,Salle de L'AuviniÃ©re,496 Rue du Bocage. 44440 JouÃ©-sur-Erdre,JOUE SUR ERDRE,44077,Parking,-1.413406,47.495792,44077,JOUE SUR ERDRE,44440.0,47.5092437538,-1.42943494948,44.0
3654,Place AndrÃ© Mazureau,Place AndrÃ© Mazureau. 44440 JouÃ©-sur-Erdre,JOUE SUR ERDRE,44077,Parking,-1.419779,47.495843,44077,JOUE SUR ERDRE,44440.0,47.5092437538,-1.42943494948,44.0
3655,Complexe Polyvalent,Les Nouelles. 44430 Le Landreau,LE LANDREAU,44079,Parking,-1.306032,47.207551,44079,LE LANDREAU,44430.0,47.2077664835,-1.29844309328,44.0
3656,Complexe Polyvalent,Les Nouelles. 44430 Le Landreau,LE LANDREAU,44079,Parking,-1.306032,47.207551,44079,LE LANDREAU,44430.0,47.2077664835,-1.29844309328,44.0
3679,Aire de covoiturage Les Loges,Les Loges. 44540 Maumusson,MAUMUSSON,44093,Aire de covoiturage,-1.1230946,47.5026201,44093,MAUMUSSON,44540.0,47.4827042599,-1.11902046549,44.0
3680,Parking Le Pont Jacquot,130 Rue du Pont Jacquot. 44540 Maumusson,MAUMUSSON,44093,Parking,-1.1061859,47.4835761,44093,MAUMUSSON,44540.0,47.4827042599,-1.11902046549,44.0
3681,Aire de covoiturage Les Loges,Les Loges. 44540 Maumusson,MAUMUSSON,44093,Aire de covoiturage,-1.1230946,47.5026201,44093,MAUMUSSON,44540.0,47.4827042599,-1.11902046549,44.0
3682,Parking Le Pont Jacquot,130 Rue du Pont Jacquot. 44540 Maumusson,MAUMUSSON,44093,Parking,-1.1061859,47.4835761,44093,MAUMUSSON,44540.0,47.4827042599,-1.11902046549,44.0
3701,Aire de covoiturage de Montoir-De-Bretagne,1 Rue Anatole France. 44550 Montoir-de-Bretagne,MONTOIR DE BRETAGNE,44103,Aire de covoiturage,-2.176613,47.30189,44103,MONTOIR DE BRETAGNE,44550.0,47.3232368527,-2.1467366036,44.0
3702,Aire de covoiturage de Montoir-De-Bretagne,1 Rue Anatole France. 44550 Montoir-de-Bretagne,MONTOIR DE BRETAGNE,44103,Aire de covoiturage,-2.176613,47.30189,44103,MONTOIR DE BRETAGNE,44550.0,47.3232368527,-2.1467366036,44.0
3703,Aire de covoiturage Bois des Anses,Route de Sainte Luce,NANTES,44109,Aire de covoiturage,-1.495068533,47.24705844,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3704,Aire de covoiturage Carrefour Beaujoire,1 Avenue Flora Tristan,NANTES,44109,Aire de covoiturage,-1.509832157,47.25787791,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3705,Parking Feydeau,Parvis Neptune,NANTES,44109,Aire de covoiturage,-1.55255879,47.2140753,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3706,Parking Gare Nord,Cours John Kennedy,NANTES,44109,Aire de covoiturage,-1.544984341,47.21668904,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3707,Parking Graslin,Rue Scribe,NANTES,44109,Aire de covoiturage,-1.562571823,47.21431021,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3708,Parking Talensac,Rue Le NÃ©tre,NANTES,44109,Aire de covoiturage,-1.558357306,47.22025598,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3709,Parking Tour Bretagne,4 Place de Bretagne,NANTES,44109,Aire de covoiturage,-1.558250026,47.21784289,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3710,Port Autonome de Nantes Saint Nazaire,18 Quai Ernest Renaud,NANTES,44109,Aire de covoiturage,-1.574711361,47.20551112,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3711,Port de L'Erdre,Quai de Versailles,NANTES,44109,Aire de covoiturage,-1.553724604,47.22520358,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3712,Service Maritime Et Navigation Ecluse Saint FÃ©lix,Quai Ferdinand Favre,NANTES,44109,Aire de covoiturage,-1.540899006,47.21252861,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3713,Capitainerie du Port Atlantique Nantes Saint Nazaire,Quai Ernest Renaud,NANTES,44109,Parking,-1.573981398,47.20540078,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3714,P+R Busway BourdonniÃ©res,Rue des BourdonniÃ©res,NANTES,44109,Parking relais,-1.521337484,47.18597421,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3715,P+R Busway GrÃ©neraie,Route de Saint SÃ©bastien,NANTES,44109,Parking relais,-1.53333363,47.20013904,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3716,P+R Chronobus Chantrerie - Grandes Ecoles,Route de Gachet,NANTES,44109,Parking relais,-1.518474602,47.28109415,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3717,P+R Chronobus Prairie de Mauves,Boulevard de la Prairie de Mauves,NANTES,44109,Parking relais,-1.515851362,47.22025584,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3718,P+R Tram-Train HaluchÃ©re 1,Rue du Ranzai,NANTES,44109,Parking relais,-1.52283118,47.24845034,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3719,P+R Tram-Train HaluchÃ©re 2,14 Rue du Ranzai,NANTES,44109,Parking relais,-1.524975202,47.25023006,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3720,P+R Tramway Goudy,Rue Gabriel Goudy,NANTES,44109,Parking relais,-1.541047754,47.19609895,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3721,P+R Tramway La Beaujoire,Rue Colette,NANTES,44109,Parking relais,-1.526680961,47.25949518,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3722,P+R Tramway Ranzay,Route de Saint Joseph,NANTES,44109,Parking relais,-1.533136661,47.25436327,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3723,P+R Tramway Recteur Schmitt 1,Rue Recteur Schmitt,NANTES,44109,Parking relais,-1.552903111,47.25173525,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3724,P+R Tramway RenÃ© Cassin,Route de la Chapelle Sur Erdre,NANTES,44109,Parking relais,-1.574997914,47.26395093,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3725,P+R Tramway Santos dumont,Rue des Renards,NANTES,44109,Parking relais,-1.568227114,47.25932367,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3726,Parking Aristide Briand,Place Aristide Briand,NANTES,44109,Parking,-1.562936425,47.2170936,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3727,Parking Baco-Lu 1 CÃ©tÃ© Gare,AllÃ©e Baco,NANTES,44109,Parking,-1.548988835,47.21433242,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3728,Parking Baco-Lu 2 CÃ©tÃ© Chu,AllÃ©e Baco,NANTES,44109,Parking,-1.551604264,47.21315098,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3729,Parking Bellamy,Impasse de la Courtine,NANTES,44109,Parking,-1.557693699,47.22236042,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3730,Parking CathÃ©drale,Rue Sully,NANTES,44109,Parking,-1.551056175,47.22081335,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3731,Parking Chantiers Navals,Quai de la Fosse,NANTES,44109,Parking,-1.568915616,47.20828932,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3732,Parking ChÃ©teau,Rue Henri IV,NANTES,44109,Parking,-1.547850456,47.21698996,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3733,Parking Chu 1,Quai de Tourville,NANTES,44109,Parking,-1.557250241,47.20936197,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3734,Parking Chu 2,Quai Moncousu,NANTES,44109,Parking,-1.552913894,47.20889025,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3735,Parking CitÃ© des CongrÃ©s,Avenue Jean Claude Bonduelle,NANTES,44109,Parking,-1.543971284,47.21290167,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3736,Parking Commerce,Place du Commerce,NANTES,44109,Parking,-1.557713226,47.21312029,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3737,Parking decrÃ©-Bouffay,18 Rue du Moulin,NANTES,44109,Parking,-1.554004639,47.21666262,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3738,Parking Gloriette 1,AllÃ©e de l'Ile Gloriette,NANTES,44109,Parking,-1.558438736,47.21117966,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3739,Parking Gloriette 2,Rue Albert de Mun,NANTES,44109,Parking,-1.560284375,47.21027369,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3740,Parking HÃ©tel Dieu,ChaussÃ©e de la Madeleine,NANTES,44109,Parking,-1.551983119,47.21105709,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3741,Parking Les Fonderies,Rue de la Porte GellÃ©e,NANTES,44109,Parking,-1.544332961,47.20497047,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3742,Parking Les Machines,Rue Arthur III,NANTES,44109,Parking,-1.562727799,47.20590062,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3743,Parking MÃ©diathÃ©que,Rue Neuve des Capucins,NANTES,44109,Parking,-1.562338182,47.21087083,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3744,P+R Busway GrÃ©neraie,Route de Saint SÃ©bastien,NANTES,44109,Parking relais,-1.53333363,47.20013904,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3745,P+R Tramway Goudy,Rue Gabriel Goudy,NANTES,44109,Parking relais,-1.541047754,47.19609895,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3746,Parking ChÃ©teau,Rue Henri IV,NANTES,44109,Parking,-1.547850456,47.21698996,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3747,Parking HÃ©tel Dieu,ChaussÃ©e de la Madeleine,NANTES,44109,Parking,-1.551983119,47.21105709,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3748,Parking Les Machines,Rue Arthur III,NANTES,44109,Parking,-1.562727799,47.20590062,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3749,Parking MÃ©diathÃ©que,Rue Neuve des Capucins,NANTES,44109,Parking,-1.562338182,47.21087083,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3750,Service Maritime Et Navigation Ecluse Saint FÃ©lix,Quai Ferdinand Favre,NANTES,44109,Aire de covoiturage,-1.540899006,47.21252861,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3751,P+R Chronobus Chantrerie - Grandes Ecoles,Route de Gachet,NANTES,44109,Parking relais,-1.518474602,47.28109415,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3752,P+R Tramway Santos dumont,Rue des Renards,NANTES,44109,Parking relais,-1.568227114,47.25932367,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3753,Parking Baco-Lu 1 CÃ©tÃ© Gare,AllÃ©e Baco,NANTES,44109,Parking,-1.548988835,47.21433242,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3754,Parking Les Fonderies,Rue de la Porte GellÃ©e,NANTES,44109,Parking,-1.544332961,47.20497047,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3755,Aire de covoiturage Bois des Anses,Route de Sainte Luce,NANTES,44109,Aire de covoiturage,-1.495068533,47.24705844,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3756,Capitainerie du Port Atlantique Nantes Saint Nazaire,Quai Ernest Renaud,NANTES,44109,Parking,-1.573981398,47.20540078,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3757,P+R Tramway La Beaujoire,Rue Colette,NANTES,44109,Parking relais,-1.526680961,47.25949518,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3758,P+R Tramway RenÃ© Cassin,Route de la Chapelle Sur Erdre,NANTES,44109,Parking relais,-1.574997914,47.26395093,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3759,Parking decrÃ©-Bouffay,18 Rue du Moulin,NANTES,44109,Parking,-1.554004639,47.21666262,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3760,Parking Feydeau,Parvis Neptune,NANTES,44109,Aire de covoiturage,-1.55255879,47.2140753,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3761,Parking Graslin,Rue Scribe,NANTES,44109,Aire de covoiturage,-1.562571823,47.21431021,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3762,Port Autonome de Nantes Saint Nazaire,18 Quai Ernest Renaud,NANTES,44109,Aire de covoiturage,-1.574711361,47.20551112,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3763,P+R Busway BourdonniÃ©res,Rue des BourdonniÃ©res,NANTES,44109,Parking relais,-1.521337484,47.18597421,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3764,P+R Tram-Train HaluchÃ©re 2,14 Rue du Ranzai,NANTES,44109,Parking relais,-1.524975202,47.25023006,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3765,P+R Tramway Recteur Schmitt 1,Rue Recteur Schmitt,NANTES,44109,Parking relais,-1.552903111,47.25173525,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3766,Parking Aristide Briand,Place Aristide Briand,NANTES,44109,Parking,-1.562936425,47.2170936,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3767,Parking Chu 1,Quai de Tourville,NANTES,44109,Parking,-1.557250241,47.20936197,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3768,Parking Tour Bretagne,4 Place de Bretagne,NANTES,44109,Aire de covoiturage,-1.558250026,47.21784289,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3769,P+R Chronobus Prairie de Mauves,Boulevard de la Prairie de Mauves,NANTES,44109,Parking relais,-1.515851362,47.22025584,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3770,Parking CathÃ©drale,Rue Sully,NANTES,44109,Parking,-1.551056175,47.22081335,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3771,Parking Chantiers Navals,Quai de la Fosse,NANTES,44109,Parking,-1.568915616,47.20828932,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3772,Parking Chu 2,Quai Moncousu,NANTES,44109,Parking,-1.552913894,47.20889025,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3773,Parking Gloriette 1,AllÃ©e de l'Ile Gloriette,NANTES,44109,Parking,-1.558438736,47.21117966,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3774,Parking Talensac,Rue Le NÃ©tre,NANTES,44109,Aire de covoiturage,-1.558357306,47.22025598,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3775,Port de L'Erdre,Quai de Versailles,NANTES,44109,Aire de covoiturage,-1.553724604,47.22520358,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3776,P+R Tram-Train HaluchÃ©re 1,Rue du Ranzai,NANTES,44109,Parking relais,-1.52283118,47.24845034,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3777,P+R Tramway Ranzay,Route de Saint Joseph,NANTES,44109,Parking relais,-1.533136661,47.25436327,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3778,Parking Baco-Lu 2 CÃ©tÃ© Chu,AllÃ©e Baco,NANTES,44109,Parking,-1.551604264,47.21315098,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3779,Parking Bellamy,Impasse de la Courtine,NANTES,44109,Parking,-1.557693699,47.22236042,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3780,Parking Commerce,Place du Commerce,NANTES,44109,Parking,-1.557713226,47.21312029,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3781,Parking Gloriette 2,Rue Albert de Mun,NANTES,44109,Parking,-1.560284375,47.21027369,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3782,Aire de covoiturage Carrefour Beaujoire,1 Avenue Flora Tristan,NANTES,44109,Aire de covoiturage,-1.509832157,47.25787791,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3783,Parking Gare Nord,Cours John Kennedy,NANTES,44109,Aire de covoiturage,-1.544984341,47.21668904,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
3784,Parking CitÃ© des CongrÃ©s,Avenue Jean Claude Bonduelle,NANTES,44109,Parking,-1.543971284,47.21290167,44109,NANTES,44200.0,47.2316356767,-1.54831008605,44.0
