id_festival,nom_manifestation,date_debut,date_fin,site_web,tarif_pass,lieu_principal,codeINSEE,domaine,sous_domaine,nbPassTotal
835,FESTIVAL D'ENERGIES DE SOULAC SUR MER,2024-05-20,2024-05-21,http://www.festivaldesenergies.org,16,SOULAC SUR MER,33514,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,125
836,FESTIVAL DERIVES,2024-09-08,2024-09-09,www.derives-festival.com,22,PARIS,75101,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,103
837,Festival des 3 Continents de Nantes,2024-11-21,2024-11-28,www.3continents.com,10,NANTES,44109,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,74
838,Festival des 5 continents - Franco Genevois,2024-05-17,2024-05-26,www.festival5continents.org,19,Ferney Voltaire,01160,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,163
839,FESTIVAL DES 7 COLLINES,2024-06-27,2024-07-09,http://www.festivaldes7collines.com,22,ST ETIENNE,42218,PLURIDISCIPLINAIRE SPECTACLE VIVANT,"CIRQUE, DANSE, PERFORMANCE, MUSIQUE",53
840,Festival des Abbayes en Lorraine,2024-05-17,2024-08-26,http://www.festivaldesabbayes.com/,15,LA PETITE RAON,88346,MUSIQUES CLASSIQUES,BAROQUE ET ANCIEN,300
841,FESTIVAL DES ARCS,2024-07-17,2024-08-02,https://www.festivaldesarcs.com,32,BOURG ST MAURICE,73054,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,235
842,FESTIVAL DES ARTS BURLESQUES,2024-02-23,2024-03-02,http://ntbeaulieu.fr/,26,ST ETIENNE,42218,DIVERS SPECTACLE VIVANT,HUMOUR,77
843,Festival des Arts dans la Rue de Valleraugue,2024-05-25,2024-05-26,https://www.villagenda.com/events/fr/gard/valleraugue,23,Valleraugue,30339,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,241
844,Festival des arts de la rue d'Aubigny-Les Clouzeaux,2024-07-07,2024-07-08,https://www.aubigny-les-clouzeaux.fr/,11,Aubigny Les Clouzeaux,85008,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,168
845,Festival des Arts de la Rue de Sainte Savine,2024-09-01,2024-09-02,https://www.lart-deco.com/festival-des-arts-de-la-rue,14,Ste Savine,10362,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,191
846,Festival des arts sonnés,2024-03-30,2024-03-30,www.festival-des-arts-sonnes.fr,23,ST Andre des Eaux,22274,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,223
847,Festival des Binbins,2024-07-05,2024-07-07,http://www.ville-douai.fr/index.php/Festival-des-binbins?idpage=200,10,DOUAI,59178,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,162
848,FESTIVAL DES CAMPAGNES,2024-10-28,2024-10-29,http://fdc.absolu-live.fr/,11,ST LAURENT NOUAN,41220,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,100
849,FESTIVAL DES CARRIERES SAINT ROCH,2024-08-26,2024-08-27,www.carrieres-st-roch.fr,32,Luzarches,95352,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,213
850,Festival des cinémas d'Afrique du Pays d'Apt,2024-11-10,2024-11-17,http://www.africapt-festival.fr/,17,APT,84003,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,173
851,Festival des cinémas différents et expérimentaux de Paris,2024-10-04,2024-10-15,http://www.cjcinema.org/pages/festival_edition.php,9,PARIS,75101,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,147
852,FESTIVAL DES CLOWNS DES BURLESQUES ET DES EXCENTRIQUES,2024-09-23,2024-10-08,www.lesamovar.net,18,BAGNOLET,93006,CIRQUE ET ARTS DE LA RUE,CIRQUE,122
853,FESTIVAL DES COTEAUX BORDELAIS,2024-09-09,2024-09-09,http://www.coteaux-bordelais.fr/,33,Fargues ST Hilaire,33165,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,201
854,Festival des créations télévisuelles de Luchon,2024-02-07,2024-02-11,http://www.festivaldeluchon.tv/,9,Luchon,31042,CINÉMA ET AUDIOVISUEL,AUDIOVISUEL,205
855,FESTIVAL DES CRO MIGNONS,2024-10-21,2024-10-22,www.lesilex.fr,15,AUXERRE,89024,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,106
856,FESTIVAL DES CULTURES JUIVES,2024-06-11,2024-06-26,http://www.festivaldesculturesjuives.org,24,PARIS,75101,TRANSDISCIPLINAIRE,TRANSDISCIPLINAIRE,69
857,FESTIVAL DES EMPREINTES SONORES,2024-10-15,2024-10-17,www.terresdempreintes.com,26,ANNECY,74010,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,150
858,Festival des Fanfares de Montpellier,2024-06-10,2024-06-10,http://festivalfanfare.free.fr/,34,MONTPELLIER,34172,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,65
859,FESTIVAL DES FESTIVALS,2024-08-25,2024-08-26,https://la.charente-maritime.fr/culture-patrimoine/festival-des-festivals,20,SURGERES,17434,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,143
860,Festival des Filets Bleus,2024-08-16,2024-08-20,http://www.festivaldesfiletsbleus.fr/,31,Concarneau,29039,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,252
861,Festival des fims et des livres voyageurs,2024-11-21,2024-11-24,www.quaisdudepart.fr,11,LYON,69381,TRANSDISCIPLINAIRE,LIVRE ET CINÉMA,263
862,FESTIVAL DES FORÊTS,2024-06-21,2024-07-17,www.festivaldesforets.fr,11,COMPIEGNE,60159,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,285
863,Festival des francophonies en Limousin,2024-09-27,2024-10-07,www.lesfrancophonies.com,11,LIMOGES,87085,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,126
864,FESTIVAL DES GRANGES,2024-09-01,2024-09-02,www.festivaldesgranges.com,16,LAIMONT,55272,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",285
865,FESTIVAL DES GUEILLES DE BONDE DE MACAU,2024-09-08,2024-09-09,www.festivalgueillesdebonde.com,26,Macau,33262,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,233
866,FESTIVAL DES JAZZ DE SAINT RAPHAEL,2024-07-06,2024-07-16,www.ville-saintraphael.fr,25,ST RAPHAEL,83118,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",233
867,FESTIVAL DES KAMPAGN'ARTS,2024-06-30,2024-07-01,http://www.kampagnarts.fr/,34,ST Paterne Racan,37231,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,286
868,Festival des littératures européennes de Cognac,2024-11-14,2024-11-17,www.litteratures-europeennes.com,34,COGNAC,16102,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,176
869,FESTIVAL DES LUMIERES DE MONTMORILLON,2024-08-24,2024-08-26,www.festival-des-lumieres.com,27,Montmorillon,86165,MUSIQUES CLASSIQUES,BAROQUE ET ANCIEN,69
870,Festival des Mouillotins,2024-06-07,2024-06-08,www.mouillotins.fr,22,ST Poix,53250,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,233
871,FESTIVAL DES MUSIQUES INSOLENTES,2024-08-12,2024-08-13,www.mdlc-lef.com,29,LORGUES,83072,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,296
872,FESTIVAL DES MUSIQUES INTERDITES,2024-10-22,2024-12-01,www.musiques-interdites.eu,26,MARSEILLE,13201,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,106
873,FESTIVAL DES MUSIQUES SACREES DU MONDE DE SAINT-ANTOINE DE FICALBA,2024-08-25,2024-08-27,http://sacree-saint-antoine.fr/,13,St -Antoine de Ficalba,47238,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,154
874,Festival des Petites formes,2024-01-16,2024-01-28,http://tropiques-atrium.fr/,19,FORT DE FRANCE,97209,THÉÂTRE,THÉÂTRE,110
875,FESTIVAL DES QUATRE SAISONS,2024-06-13,2024-06-15,,26,MONTBELIARD,25388,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,234
876,FESTIVAL DES QUATRE TEMPS,2024-11-17,2024-11-18,http://www.festivaldes4temps.com,26,Rouziers de Touraine,37204,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,143
877,FESTIVAL DES ROCHES CELTIQUES,2024-07-05,2024-07-09,,13,ST ETIENNE,42218,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,252
878,Festival des Ruelles,2024-04-27,2024-04-27,https://www.festival-les-ruelles-auriac.fr/,20,Auriac sur Vendinelle,31026,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,200
879,Festival des Scénaristes de Valence,2024-04-03,2024-04-06,http://scenarioaulongcourt.com,21,VALENCE,26362,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,83
880,FESTIVAL DES VENDANGES DE SURESNES,2024-10-07,2024-10-08,https://www.suresnes.fr/Temps-libre/Les-rendez-vous-annuels/Festival-des-Vendanges,34,SURESNES,92073,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,164
881,FESTIVAL DES VENTS,2024-09-01,2024-09-03,http://www.festivaldesvents.com,10,MORIERES LES AVIGNON,84081,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",278
882,FESTIVAL DES VOIX A MOISSAC,2024-06-14,2024-06-23,,21,Moissac,82112,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,123
883,Festival DésARTiculé,2024-06-09,2024-07-10,https://desarticule.fr/festival/,35,VITRE,35360,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,234
884,FESTIVAL DESOBEISSANT AU THEATRE DES DEUX ANES,2024-09-24,2024-10-01,www.2anes.com/festivaldesobeissant,19,PARIS,75101,DIVERS SPECTACLE VIVANT,HUMOUR,144
885,FESTIVAL D'HARDELOT,2024-07-23,2024-08-15,http://www.festival-hardelot.fr/,18,HARDELOT,62604,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,159
886,FESTIVAL D'HIX,2024-08-03,2024-08-15,http://www.bourg-madame.fr/,23,Bourg Madame,66025,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",210
887,FESTIVAL D'HUMOUR DE BOURG LA REINE,2024-01-27,2024-02-03,http://caelmjc.com,34,BOURG LA REINE,92014,DIVERS SPECTACLE VIVANT,HUMOUR,137
888,FESTIVAL D'HUMOUR DE COLMAR,2024-10-24,2024-10-28,www.festival-humour-colmar.fr/,27,COLMAR,68066,DIVERS SPECTACLE VIVANT,HUMOUR,175
889,FESTIVAL D'HUMOUR DE VILLARD DE LANS,2024-10-31,2024-11-04,www.festivalvdl.com,8,VILLARD DE LANS,38548,DIVERS SPECTACLE VIVANT,HUMOUR,85
890,FESTIVAL D'HUMOUR DE VILLIEU LOYES,2024-10-14,2024-10-15,https://www.mairievlm.fr/a545-festival-de-l-humour.html,19,Villieu-Loyes-Mollon,01450,DIVERS SPECTACLE VIVANT,HUMOUR,267
891,Festival Diep-Haven,2024-06-10,2024-09-01,https://www.diephaven.org/,16,Dieppe,76217,ARTS PLASTIQUES ET VISUELS,ARTS PLASTIQUES ET VISUELS,266
892,FESTIVAL D'ISSOIRE,2024-07-17,2024-07-23,www.festival-issoire.fr,30,ISSOIRE,63178,PLURIDISCIPLINAIRE SPECTACLE VIVANT,DANSES ET MUSIQUES DU MONDE,296
893,FESTIVAL DIVERSCENES,2024-01-07,2024-02-03,http://diverscene.jimdo.com,26,CHANGE,53054,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,102
894,FESTIVAL DJANGO REINHARDT,2024-07-06,2024-07-09,www.festivaldjangoreinhardt.com,35,SAMOIS SUR SEINE,77441,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",234
895,Festi'val d'Olt,2024-05-30,2024-06-01,www.festivaldolt.org,29,LE BLEYMARD,48027,PLURIDISCIPLINAIRE SPECTACLE VIVANT,MUSIQUES ACTUELLES ET ARTS DE LA RUE,227
896,FESTIVAL DON QUIJOTE,2024-11-24,2024-12-03,http://www.festivaldonquijote.fr,23,PARIS,75101,THÉÂTRE,THÉÂTRE ESPAGNOL,237
897,FESTIVAL DOUVE BLANCHE,2024-07-07,2024-07-09,https://www.ladouveblanche.com,26,Egreville,77168,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,53
898,FESTIVAL DU BOUT DU MONDE,2024-08-02,2024-08-04,www.festivalduboutdumonde.com,31,CROZON,29042,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,228
899,FESTIVAL DU CHANT DE MARIN,2024-08-02,2024-08-04,,17,PAIMPOL,22162,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,294
900,FESTIVAL DU CHATEAU A SOLLIES PONT,2024-07-26,2024-07-30,,18,Sollies Pont,83130,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,65
901,Festival du Cinéma américain de Deauville,2024-09-02,2024-09-10,www.festival-deauville.com,26,DEAUVILLE,14220,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,61
902,Festival du cinéma belge à Nîmes et en Garrigues,2024-07-14,2024-07-21,www.festivalcinemabelge.fr,17,NIMES,30189,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,231
903,Festival du cinéma brésilien de Paris,2024-04-09,2024-04-16,http://www.festivaldecinemabresilienparis.com,26,PARIS,75101,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,106
904,Festival du cinéma de La Foa,2024-06-30,2024-07-09,https://www.festivalcinemalafoa.nc/,33,La Foa,98813,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,129
905,Festival du cinéma des peuples Anuu-ru-Aboro,2024-10-13,2024-10-16,http://www.anuuruaboro.com/,22,Poindimie,98822,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,285
906,Festival du Cinéma Espagnol de Nantes,2024-03-28,2024-04-07,www.cinespagnol-nantes.com,13,NANTES,44109,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,252
907,Festival du cinéma israélien Shalom Europa,2024-06-06,2024-06-13,http://shalomeuropa.eu/,21,STRASBOURG,67482,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,237
908,Festival du cinéma Russe à Honfleur,2024-11-21,2024-11-26,http://festival-honfleur.fr/,22,Honfleur,14333,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,205
909,Festival du Cirque Actuel  CIRCa,2024-10-18,2024-10-27,http://www.circa.auch.fr/index.php/fr/,19,AUCH,32013,CIRQUE ET ARTS DE LA RUE,CIRQUE,67
910,Festival du cirque de demain,2024-02-01,2024-02-04,http://www.cirquededemain.paris/,19,PARIS,75101,CIRQUE ET ARTS DE LA RUE,CIRQUE,83
911,FESTIVAL DU COMMINGES,2024-07-17,2024-09-02,https://www.festival-du-comminges.com/,12,Saint Gaudens,31483,MUSIQUES CLASSIQUES,BAROQUE ET ANCIEN,68
912,FESTIVAL DU CONTE EN UZEGE,2024-06-10,2024-06-23,http://www.festivalduconte-enuzege.fr/,10,Collias,30085,DIVERS SPECTACLE VIVANT,CONTE,230
913,Festival du Court Métrage dHumour de Meudon,2024-10-04,2024-10-08,http://www.festivalmeudon.org,20,Meudon,92048,CINÉMA ET AUDIOVISUEL,COURTS-MÉTRAGES,207
914,Festival du court métrage de Bourg-en-Bresse,2024-05-31,2024-06-02,http://www.festivals-connexion.com/,15,BOURG EN BRESSE,01053,CINÉMA ET AUDIOVISUEL,COURTS-MÉTRAGES,81
915,Festival du court métrage en plein-air de Grenoble,2024-07-04,2024-07-08,https://www.cinemathequedegrenoble.fr/festival/,8,GRENOBLE,38185,CINÉMA ET AUDIOVISUEL,COURTS-MÉTRAGES,231
916,Festival du court-métrage de Clermont-Ferrand,2024-02-02,2024-02-10,https://clermont-filmfest.org/,26,CLERMONT FERRAND,63113,CINÉMA ET AUDIOVISUEL,COURTS-MÉTRAGES,109
917,FESTIVAL DU COURT-MÉTRAGE DE SAINT-MAUR-DES-FOSSÉS,2024-10-06,2024-10-08,http://www.saintmaur-court-metrage.com/,9,ST MAUR DES FOSSES,94068,CINÉMA ET AUDIOVISUEL,COURTS-MÉTRAGES,85
918,Festival du film arabe de Fameck,2024-10-04,2024-10-16,www.cinemarabe.org,26,Fameck,57206,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,208
919,Festival du film court de Villeurbanne,2024-11-17,2024-11-26,www.festcourt-villeurbanne.com,13,VILLEURBANNE,69266,CINÉMA ET AUDIOVISUEL,COURTS-MÉTRAGES,227
920,Festival du film daventure,2024-05-04,2024-05-17,http://www.auboutdureve.fr/,15,ST DENIS,97411,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,264
921,FESTIVAL DU FILM D'ANIMATION POUR LA JEUNESSE 2018,2024-10-21,2024-10-25,,29,BOURG EN BRESSE,01053,CINÉMA ET AUDIOVISUEL,ANIMATION,184
922,Festival du Film de Cabourg,2024-06-14,2024-06-18,www.festival-cabourg.com,35,Cabourg,14117,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,273
923,Festival du film de Lama,2024-07-29,2024-08-04,http://www.festilama.org,10,Lama,2B136,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,286
924,Festival du film de montagne,2024-12-06,2024-12-10,https://festival-autrans.com/fr,9,Autrans Meaudre en Vercors,38225,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,234
925,Festival du film de Saint-Paul-Trois-Châteaux,2024-10-14,2024-10-21,http://www.festivaldufilm-stpaul.com,16,ST Paul Trois Chateaux,26324,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,117
926,Festival du film de Sarlat,2024-11-14,2024-11-18,www.festivaldufilmdesarlat.com,27,Sarlat,24520,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,65
927,Festival du film du Croisic De la page à l'image,2024-10-06,2024-10-15,http://www.festivaldufilmducroisic.com/,31,Le Croisic,44049,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,72
928,Festival du Film Francophone d'Angoulême,2024-08-21,2024-08-27,http://www.filmfra,13,ANGOULEME,16015,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,275
929,Festival du film italien d'Ajaccio,2024-11-10,2024-11-19,https://www.iffa.corsica/,13,AJACCIO,2A004,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,193
930,Festival du film italien de Villerupt,2024-10-27,2024-11-12,www.festival-villerupt.com,17,Villerupt,54580,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,150
931,FESTIVAL DU FILM PANAFRICAIN,2024-04-17,2024-04-21,http://fifp.fr/,29,CANNES,06029,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,103
932,Festival du Film Politique de Porto-Vecchio,2024-10-26,2024-10-29,http://www.festivaldufilmpolitique.com/,23,Porto Vecchio,2A247,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,211
933,Festival du film Québécois des Grands Lacs de Biscarrosse,2024-10-02,2024-10-07,https://www.festival-cine-quebec-biscarrosse.com/,26,BISCARROSSE,40046,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,84
934,FESTIVAL DU FILM SUBVERSIF DE METZ,2024-09-15,2024-09-17,www.festival-subversif.com,33,METZ,57463,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,274
935,Festival du grain à démoudre de Gonfreville l'Orcher,2024-11-18,2024-11-26,http://dugrainademoudre.net/,30,Gonfreville l Orcher,76305,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,232
936,FESTIVAL DU HAUT LIMOUSIN,2024-07-28,2024-08-13,http://www.festivalduhautlimousin.com,20,VILLEFAVARD,87206,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,298
937,FESTIVAL DU HOUBLON,2024-08-22,2024-08-27,http://www.festivalduhoublon.eu/,16,HAGUENAU,67180,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,58
938,Festival du livre audio de Strasbourg,2024-05-09,2024-05-18,www.laplumedepaon.com,14,STRASBOURG,67482,LIVRE ET LITTÉRATURE,LIVRE AUDIO,284
939,Festival du livre Dune mer à lautre,2024-09-06,2024-09-08,www.collioure.fr/fr,27,COLLIOURE,66053,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,170
940,Festival du livre de jeunesse de Rouen,2024-11-29,2024-12-01,www.festival-livre-rouen.fr,8,ROUEN,76540,LIVRE ET LITTÉRATURE,LIVRE DE JEUNESSE,82
941,Festival du livre de jeunesse et de BD de Cherbourg,2024-05-23,2024-05-26,http://festivaldulivre.com/,13,CHERBOURG EN COTENTIN,50129,LIVRE ET LITTÉRATURE,LIVRE DE JEUNESSE,198
942,Festival du livre de jeunesse Occitanie,2024-01-27,2024-01-28,http://festival-livre-jeunesse.fr,15,St Orens de Gameville,31506,LIVRE ET LITTÉRATURE,LIVRE DE JEUNESSE,219
943,Festival du livre de Mouans Sartoux,2024-10-04,2024-10-06,http://www.lefestivaldulivre.fr/,32,Mouans Sartoux,06084,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,78
944,Festival du livre de Nice,2024-05-31,2024-06-02,www.lefestivaldulivredenice.com,31,NICE,06088,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,114
945,Festival du livre de Pont Saint Esprit,2024-11-19,2024-11-24,www.festivallivrepont.fr,15,PONT ST ESPRIT,30202,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,193
946,Festival du livre en Bretagne,2024-10-26,2024-10-27,https://www.festivaldulivre-carhaix.bzh/fr/,30,CARHAIX PLOUGER,29024,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,125
947,Festival du Mois Kréyol,2024-10-13,2024-11-14,https://lemoiskreyol.fr/,15,PARIS,75101,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,52
948,FESTIVAL DU MONASTIER LA MUSIQUE DES CUIVRES,2024-08-05,2024-08-11,www.festivaldumonastier.fr,32,LE MONASTIER SUR GAZEILLE,43135,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,103
949,Festival du mot,2024-05-31,2024-06-04,http://www.festivaldumot.fr/,21,La Charite sur Loire,58059,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,90
950,Festival du moyen-métrage de Brive,2024-04-02,2024-04-07,www.festivalcinemabrive.fr,27,Brive la Gaillarde,19031,CINÉMA ET AUDIOVISUEL,COURTS-MÉTRAGES,165
951,Festival du nouveau Théâtre Populaire,2024-08-19,2024-09-01,www.festivalntp.com,34,LES BOIS D ANJOU,49138,THÉÂTRE,THÉÂTRE,82
952,Festival du Périgord Noir,2024-07-28,2024-10-11,www.festivalmusiqueperigordnoir.com,10,MONTIGNAC,24291,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,201
953,FESTIVAL DU POLAR,2024-11-09,2024-11-12,http://www.polar-villeneuvelezavignon.fr/,20,VILLENEUVE LEZ AVIGNON,30351,LIVRE ET LITTÉRATURE,LITTÉRATURE POLICIÈRE,189
954,Festival du polar de Cognac,2024-10-18,2024-10-20,https://www.festival-polar-cognac.fr/,12,COGNAC,16102,TRANSDISCIPLINAIRE,"CINÉMA, LITTÉRATURE",179
955,Festival du polar de St Laurent du Var,2024-04-27,2024-04-28,https://www.saintlaurentduvar.fr/festival-du-polar,31,ST LAURENT DU VAR,06123,LIVRE ET LITTÉRATURE,LITTÉRATURE POLICIÈRE,197
956,Festival du Poulpaphone,2024-09-29,2024-09-30,www.agglo-boulonnais.fr/,24,BOULOGNE SUR MER,62160,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,257
957,Festival du premier roman de Chambery,2024-05-23,2024-05-26,http://www.festivalpremierroman.com,15,CHAMBERY,73065,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,86
958,Festival du premier roman et des littératures contemporaines de Laval,2024-05-02,2024-05-05,http://www.festivalpremierroman.fr/,22,LAVAL,53130,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,179
959,Festival du Regard,2024-06-09,2024-07-09,http://www.festivalduregard.fr/fr/index.html,16,CERGY PONTOISE,95127,ARTS PLASTIQUES ET VISUELS,PHOTOGRAPHIE,204
960,FESTIVAL DU RIRE A SAINT RAPHAEL,2024-10-17,2024-10-22,http://www.saint-raphael.com,34,ST RAPHAEL,83118,DIVERS SPECTACLE VIVANT,HUMOUR,257
961,FESTIVAL DU RIRE DE CAVAILLON,2024-05-20,2024-05-25,http://www.mjccavaillon.fr/,31,CAVAILLON,84035,DIVERS SPECTACLE VIVANT,HUMOUR,144
962,FESTIVAL DU RIRE DE GRAVELINES,2024-11-17,2024-11-19,www.tourisme-gravelines.fr/fr/agenda/festival-du-rire,11,GRAVELINES,59273,DIVERS SPECTACLE VIVANT,HUMOUR,288
963,FESTIVAL DU RIRE DE VERVINS,2024-10-18,2024-10-21,http://www.divan-production.com,15,VERVINS,02789,DIVERS SPECTACLE VIVANT,HUMOUR,153
964,FESTIVAL DU RIRE D'YSSINGEAUX,2024-08-25,2024-09-02,http://www.festivaldurire.fr,32,YSSINGEAUX,43268,DIVERS SPECTACLE VIVANT,HUMOUR,113
965,FESTIVAL DU RIRE FERNAND RAYNAUD,2024-09-16,2024-09-16,www.ville-saint-germain.com,18,ST Germain des Fosses,03236,DIVERS SPECTACLE VIVANT,HUMOUR,121
966,FESTIVAL DU ROCHER,2024-07-23,2024-07-24,http://www.ville-pierrelatte.fr/83-actualites/1335-festival-du-rocher-2,32,PIERRELATTE,26235,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,259
967,FESTIVAL DU ROI ARTHUR,2024-08-25,2024-08-27,www.festivalduroiarthur.fr,29,BREAL SOUS MONTFORT,35037,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,157
968,FESTIVAL DU SCHMOUL,2024-01-26,2024-01-27,www.schmoulbrouk.com,25,BAIN DE BRETAGNE,35012,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,111
969,FESTIVAL DU TONTON,2024-06-02,2024-06-04,https://www.festival-du-tonton.com,28,OYTIER ST OBLAS,38288,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,74
970,FESTIVAL DU VIGAN,2024-07-18,2024-08-24,www.festivalduvigan.fr,11,Le VIGAN,30350,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,288
