id_festival,date_debut,date_fin,lieu_principal,nb_pass_dispo,nb_pass_indispo,nbPassTotal,nom_manifestation,site_web,tarif_pass,id_commune,id_domaine
606,2024-07-07,2024-07-11,Colomiers,0,0,263,FESTIVAL 1 ETE 1 QUARTIER,,18,414,2
607,2024-09-19,2024-09-23,LA GRANDE MOTTE,0,0,113,FESTIVAL 100% CLASSIQUE,www.festival-centpourcent-classique.fr,14,415,8
608,2024-08-24,2024-08-26,TULLE,0,0,124,FESTIVAL 1000 SOURCES HAUTE DORDOGNE,www.millesources.org,32,339,8
609,2024-07-19,2024-08-10,LIMOGES,0,0,194,Festival 1001 Notes,www.festival1001notes.com,34,302,8
610,2024-03-19,2024-03-24,Valenciennes,0,0,112,Festival 2 Valenciennes,www.festival2valenciennes.com,19,416,42
611,2024-06-21,2024-06-22,PARIS,0,0,116,FESTIVAL 36H DE SAINT EUSTACHE,http://36h-saint-eustache.com,29,35,5
612,2024-07-30,2024-08-16,TOURS,0,0,59,Festival 37° à l'ombre,,16,48,8
613,2024-08-25,2024-08-26,Mugron,0,0,193,Festival 40 en paires,https://www.asso-entracte.fr/festival-40-en-paires-2/,28,417,2
614,2024-04-10,2024-04-14,Florac Trois Rivières,0,0,68,Festival 48 images seconde - Florac,www.48imagesseconde.fr,19,418,42
615,2024-07-07,2024-07-09,MENDE,0,0,99,Festival 48ème de Rue,www.48emederue.org,24,419,4
616,2024-08-26,2024-08-26,Cercoux,0,0,270,FESTIVAL 666,www.festival666.com,16,420,3
617,2024-04-05,2024-04-12,POITIERS,0,0,144,FESTIVAL A CORPS,www.festivalacorps.com,27,11,17
617,2024-04-05,2024-04-12,POITIERS,0,0,144,FESTIVAL A CORPS,www.festivalacorps.com,27,1243,17
618,2024-07-01,2024-07-02,MENETOU SALON,0,0,67,FESTIVAL A LA RUE !,www.lecarroi.fr,23,421,4
619,2024-01-11,2024-02-08,MONDEVILLE,0,0,224,FESTIVAL A PARTIR DU REEL,https://www.larenaissance-mondeville.fr,14,422,55
620,2024-07-22,2024-07-22,Chantenay Villedieu,0,0,266,FESTIVAL A TOUT BOUT D'CHAMP,https://www.festivalatoutboutdchamp.com,15,423,3
621,2024-05-14,2024-05-25,VIRE,0,0,236,FESTIVAL ADO,https://lepreaucdn.fr/theatre/le-festival-ado/,28,424,55
622,2024-05-16,2024-05-27,PARTHENAY,0,0,207,Festival Ah? dans la rue,https://www.ahsaisonetfestival.com/,8,310,4
623,2024-06-26,2024-08-04,PARIS,0,0,270,FESTIVAL ALL STARS AU NEW MORNING,www.newmorning.com,17,35,7
624,2024-09-21,2024-09-24,VINCENNES,0,0,140,FESTIVAL AMERICA DE VINCENNES,www.festival-america.org,27,425,28
625,2024-10-14,2024-10-20,ST LAURENT DU MARONI,0,0,293,Festival America Molo Man,https://www.saintlaurentdumaroni.fr/cinemaletoucan/,12,426,42
626,2024-03-16,2024-03-30,AVIGNON,0,0,235,FESTIVAL ANDALOU,www.alhambra-asso.com,26,106,0
627,2024-06-06,2024-06-10,ST JEAN DE LUZ,0,0,96,FESTIVAL ANDALOU DE ST JEAN DE LUZ,http://www.festivalandalou.com,11,118,63
628,2024-10-21,2024-11-05,STRASBOURG,0,0,245,Festival Animastar,http://www.cinema-star.com/,24,144,47
629,2024-09-25,2024-10-01,ANNECY,0,0,65,Festival Annecy Cinéma italien,www.annecycinemaitalien.com,10,51,18
629,2024-09-25,2024-10-01,ANNECY,0,0,65,Festival Annecy Cinéma italien,www.annecycinemaitalien.com,10,712,18
630,2024-10-21,2024-10-22,RENNES,0,0,82,FESTIVAL AQUI CUBA,http://www.aquicuba.fr/,34,112,0
631,2024-07-07,2024-07-09,Furdenheim,0,0,193,FESTIVAL ART ET LUMIERE,http://acsl-furdenheim.org,18,427,5
632,2024-07-03,2024-07-08,MONT DE MARSAN,0,0,298,Festival Arte Flamenco,https://arteflamenco.landes.fr/,30,428,0
633,2024-02-29,2024-03-03,NANTES,0,0,88,"Festival Atlantide, les mots du monde",www.atlantide-festival.org,29,103,24
635,2024-07-07,2024-07-14,BRIOUX SUR BOUTONNE,0,0,95,FESTIVAL AU VILLAGE,http://festivalauvillage.free.fr/,12,430,2
636,2024-08-10,2024-08-13,Chanteix,0,0,200,Festival aux champs,www.tuberculture.fr,20,431,3
637,2024-11-23,2024-12-03,LE MANS,0,0,243,Festival Aux écrans du réel (Chroma),http://www.assochroma.com/,21,136,38
638,2024-01-30,2024-02-10,VENDOME,0,0,205,Festival Avec ou sans fils,,24,432,21
639,2024-07-05,2024-07-28,AVIGNON,0,0,150,FESTIVAL AVIGNON OFF,www.avignonleoff.com,27,106,2
640,2024-10-13,2024-10-13,Ecouen,0,0,60,FESTIVAL BALAD'A ZIC,http://www.aquiletour95.com,31,433,3
641,2024-10-06,2024-10-08,Beaumont En Veron,0,0,226,FESTIVAL BAR - BLUES D'AUTOMNE EN RABELAISIE,https://www.festival-bar.fr/,14,434,7
642,2024-09-23,2024-10-21,PONTOISE,0,0,180,Festival Baroque de Pontoise,www.festivalbaroque-pontoise.fr,19,435,11
643,2024-11-22,2024-11-24,BLOIS,0,0,134,Festival BD Boum,www.bdboum.com,31,322,12
644,2024-10-21,2024-10-22,BASSILLAC,0,0,211,FESTIVAL BD EN PERIGORD,www.bd-bassillac.com,34,436,12
645,2024-09-16,2024-09-16,SALON DE PROVENCE,0,0,140,FESTIVAL BEATLES,http://www.unejourneeaveclesbeatles.com,24,437,3
646,2024-11-18,2024-11-19,ILLZACH,0,0,87,Festival Bédéciné,https://www.espace110.org/bedecine,12,438,12
647,2024-07-14,2024-07-15,Treguier,0,0,223,FESTIVAL BEG CHOPIN,www.begchopin.fr,11,439,0
648,2024-08-17,2024-09-01,LA COTE ST ANDRE,0,0,213,Festival Berlioz,http://www.festivalberlioz.com,28,440,8
649,2024-06-06,2024-06-11,ST Medard En Jalles,0,0,73,FESTIVAL BIG BANG,http://www.festival-bigbang.com,21,171,1
650,2024-07-07,2024-07-09,ST DENIS,0,0,279,FESTIVAL BIG UP 974,http://www.bigup974.re/,11,441,3
651,2024-08-12,2024-08-16,FORT DE FRANCE,0,0,253,Festival Biguine Jazz,www.biguinejazz.com,13,442,7
652,2024-05-19,2024-05-21,Terville,0,0,70,FESTIVAL BOB (BLUES ON THE BORDER),,10,443,7
653,2024-08-24,2024-08-25,Le Blanc,0,0,176,FESTIVAL BOB'ARTS,,34,239,5
654,2024-05-28,2024-06-01,Langon,0,0,290,FESTIVAL BORDURES,http://www.bordures.bzh,26,444,7
655,2024-11-20,2024-12-02,Thais,0,0,281,FESTIVAL BOSSA NOVA,www.festivalbossanova.com,11,445,7
655,2024-11-20,2024-12-02,Thais,0,0,281,FESTIVAL BOSSA NOVA,www.festivalbossanova.com,11,528,7
656,2024-04-27,2024-05-05,VAISON LA ROMAINE,0,0,182,FESTIVAL BRASSENS A VAISON LA ROMAINE,www.brassens-festivalvaisonlaromaine.eu,11,56,9
657,2024-08-24,2024-08-27,ST ETIENNE,0,0,96,FESTIVAL BWD 12,www.bwd12.fr,34,5,15
658,2024-05-18,2024-05-21,Ville sur Yron,0,0,214,Festival Caméra des champs,https://www.facebook.com/Cameras.des.champs,12,446,42
659,2024-06-24,2024-06-28,LYON,0,0,136,Festival Camping (Lyon),https://www.cnd.fr/fr/page/33-camping,19,9,17
660,2024-06-17,2024-06-28,PANTIN,0,0,281,Festival Camping (Pantin),https://www.cnd.fr/fr/page/33-camping,16,360,17
661,2024-06-29,2024-07-02,Portiragnes,0,0,85,FESTIVAL CANALISSIMO,www.canalissimo.com,29,447,2
662,2024-07-28,2024-07-29,LA BOISSIERE DE MONTAIGU,0,0,288,FESTIVAL CANASSON,,27,448,3
663,2024-11-25,2024-11-26,CHARTRES,0,0,174,FESTIVAL CARRE D'AS,http://elixir.hautetfort.com/festival_carre_d_as/,31,242,8
664,2024-04-09,2024-04-14,Saulx les Chartreux,0,0,86,Festival ceux d'en face,http://www.animakt.fr/Festival-Ceux-d-en-Face,26,449,2
665,2024-10-18,2024-10-23,STRASBOURG,0,0,254,Festival Chacun son court,http://chacunsoncourt.eu/fr/accueil/,15,144,51
666,2024-04-30,2024-04-30,ST Coulomb,0,0,205,FESTIVAL CHANSONS DU MONDE - ENTRE TERRE ET MER,https://www.lephare-saintcoulomb.com/,19,260,9
667,2024-04-25,2024-04-28,Viols Le Fort,0,0,147,FESTIVAL CHAP,https://www.chap-festival.com,18,450,26
668,2024-09-02,2024-09-03,BILLOM,0,0,264,FESTIVAL CHARIVARI,www.billomrenaissance.fr,17,451,4
669,2024-10-25,2024-10-28,SELESTAT,0,0,274,Festival Charivari,www.esat-evasion.fr,30,364,4
670,2024-06-01,2024-06-02,VERTOU,0,0,78,FESTIVAL CHARIVARI VERTOU,http://www.festival-charivari-vertou.fr,34,452,5
671,2024-10-22,2024-10-22,SELESTAT,0,0,251,Festival CharivaRue,www.esat-evasion.fr,22,364,4
673,2024-06-10,2024-07-25,Nohant Vic,0,0,281,Festival Chopin à Nohant,,30,453,8
674,2024-03-20,2024-03-23,PARIS,0,0,72,FESTIVAL CHOPIN À PARIS,www.frederic-chopin.com,10,35,8
675,2024-11-08,2024-11-17,ST DENIS,0,0,279,Festival Cinébanlieue - Paris/Saint-Denis,www.cinebanlieue.org,33,33,42
675,2024-11-08,2024-11-17,ST DENIS,0,0,279,Festival Cinébanlieue - Paris/Saint-Denis,www.cinebanlieue.org,33,153,42
676,2024-09-28,2024-10-01,LILLE,0,0,142,FESTIVAL CINECOMEDIES,www.cinecomedies.com,35,68,42
678,2024-11-07,2024-11-12,LA BAULE,0,0,230,Festival cinéma & musique de film de La Baule,www.festival-labaule.com,25,353,42
680,2024-04-10,2024-04-13,LYON,0,0,152,Festival Cinémas du Sud,https://www.regardsud.com/,29,9,18
681,2024-06-06,2024-06-11,BERCK,0,0,140,Festival Cinémonde,http://www.kdiffusion.com/,11,456,42
682,2024-10-06,2024-10-15,TOULOUSE,0,0,119,Festival Cinespana  Toulouse,www.cinespagnol.com,28,1,18
683,2024-01-10,2024-02-08,QUIMPER,0,0,195,Festival Circonova,www.theatre-cornouaille.fr/,32,306,26
684,2024-04-20,2024-06-30,PARIS,0,0,158,Festival Circulations,https://www.festival-circulations.com/,31,35,30
685,2024-10-07,2024-10-08,MUIZON,0,0,268,Festival Cirko Galop,https://www.facebook.com/events/687941388213851/,11,457,26
686,2024-11-01,2024-11-11,ALES,0,0,261,Festival Cirque en Marche,https://www.polecirqueverrerie.com/,34,295,26
687,2024-09-19,2024-09-24,LA ROCHELLE,0,0,261,Festival citoyen Ecran Vert,https://festivalecranvert.fr/,15,374,42
688,2024-05-17,2024-05-20,Cluny,0,0,203,FESTIVAL CLUNY DANSE,http://festivalclunydanse.com,19,458,17
689,2024-03-15,2024-03-31,BLANDY LES TOURS,0,0,62,Festival Contes en Maisons,www.fdfr77.org,29,459,50
690,2024-05-23,2024-05-26,CLICHY,0,0,274,FESTIVAL CONTOURS,http://www.facebook.com/events/1981618308801177,25,262,5
691,2024-06-07,2024-06-17,PANTIN,0,0,112,Festival Côté Court,www.festival-cotedopale.fr,26,360,51
692,2024-06-10,2024-06-11,Norroy le Veneur,0,0,293,Festival Couarail,https://www.couarail-norroy.fr/,21,460,4
693,2024-10-09,2024-10-14,ANGOULEME,0,0,195,Festival Courant 3D,http://www.courant3d-filmfest.com/fr/accueil/,14,461,42
694,2024-10-17,2024-10-22,RENNES,0,0,165,Festival Court Métrange - Rennes,www.courtmetrange.eu,24,112,51
695,2024-07-20,2024-07-22,Tourtour,0,0,211,FESTIVAL COURTSCOURTS 2018,www.courzik.fr,18,462,51
696,2024-08-19,2024-08-22,ST Palais sur Mer,0,0,76,Festival Crescendo,www.festival-crescendo.com,27,463,3
697,2024-07-14,2024-07-22,LA SEYNE SUR MER,0,0,61,FESTIVAL CUBAIN BAYAMO,http://www.bayamo.fr/,27,285,0
698,2024-03-29,2024-03-31,ST ETIENNE,0,0,112,FESTIVAL CURIEUX VOYAGEURS,http://www.curieuxvoyageurs.com/,11,5,38
699,2024-04-24,2024-04-28,AGDE,0,0,83,FESTIVAL D HUMOUR DU CAP D AGDE,www.vincentribera-organisation.com,25,464,10
701,2024-06-05,2024-06-09,Aneres,0,0,108,Festival dAnères - un festival de cinéma muet dans les Hautes-Pyrénées,http://www.festival-aneres.fr,29,466,42
702,2024-11-07,2024-11-26,STRASBOURG,0,0,127,Festival dAugenblick,https://festival-augenblick.fr/fr/,8,144,42
703,2024-07-04,2024-07-23,AVIGNON,0,0,89,Festival dAvignon,www.festival-avignon.com,19,106,2
704,2024-03-18,2024-03-23,VALENCE,0,0,167,Festival dun jour - Valence,www.lequipee.com,20,338,47
705,2024-11-24,2024-11-25,DRANCY,0,0,284,Festival d'accordéon de Drancy Médard Ferrero,www.drancy.net,14,467,5
706,2024-04-27,2024-04-28,COLMAR,0,0,55,FESTIVAL D'AILLEURS D'ICI,http://dailleursdici.com,21,269,4
707,2024-07-11,2024-07-16,AMBERT,0,0,135,FESTIVAL D'AMBERT (LA RONDE DES COPAINS DU MONDE),www.festival-ambert.fr,30,468,0
708,2024-09-25,2024-10-01,BIARRITZ,0,0,176,Festival d'Amérique latine de Biarritz,https://www.festivaldebiarritz.com/,21,469,18
709,2024-06-10,2024-06-29,ANGERS,0,0,69,FESTIVAL D'ANJOU,http://www.festivaldanjou.com/,24,42,55
710,2024-06-12,2024-07-01,Longuenée-en-Anjou,0,0,176,FESTIVAL D'ANJOU,www.festivaldanjou.com,15,470,55
711,2024-08-26,2024-09-02,Thiré,0,0,224,FESTIVAL DANS LES JARDINS DE WILLIAM CHRISTIE,www.evenements.vendee.fr,10,471,11
712,2024-12-06,2024-12-16,MARSEILLE,0,0,187,Festival Dansem,http://dansem.org/,16,2,40
713,2024-05-29,2024-05-30,MONTATAIRE,0,0,278,FESTIVAL DANSES ET MUSIQUES DU MONDE DE MONTATAIRE,www.mairie-montataire.fr/,20,472,0
714,2024-08-11,2024-08-14,SALON DE PROVENCE,0,0,162,FESTIVAL D'ART LYRIQUE DE SALON,,17,437,45
715,2024-08-05,2024-08-11,FLEURANCE,0,0,62,Festival d'astronomie de Fleurance,http://www.festival-astronomie.fr/,14,304,64
716,2024-09-11,2024-01-01,PARIS,0,0,260,Festival d'Automne de Paris,www.festival-automne.com,28,35,2
717,2024-06-07,2024-06-07,AUVERS SUR OISE,0,0,237,Festival d'Auvers-sur-Oise,http://festival-auvers.com/,29,473,8
718,2024-06-08,2024-06-09,SERIGNAN,0,0,136,Festival de bande dessinée de Sérignan,www.ville-serignan.fr,15,237,12
719,2024-08-17,2024-08-24,BANGOR,0,0,253,Festival de Bangor,http://www.belle-ile.com/faire/sortir/festivals-et-theatre/136204-festival-de-bangor,12,474,8
720,2024-11-17,2024-11-19,Colomiers,0,0,158,Festival de BD de Colomiers,http://www.ville-colomiers.fr,29,414,12
721,2024-08-23,2024-08-25,Sollies Ville,0,0,64,Festival de BD de Solliès-Ville,www.festivalbd.com,11,475,12
722,2024-07-05,2024-07-09,BELLAC,0,0,120,Festival de Bellac,www.theatre-du-cloitre.fr,24,476,2
723,2024-08-07,2024-08-12,Pertuis,0,0,205,FESTIVAL DE BIG BAND DE PERTUIS,http://www.festival-jazz-bigband-pertuis.com,34,477,7
724,2024-07-07,2024-07-09,BOBITAL,0,0,248,FESTIVAL DE BOBITAL L'ARMOR A SONS,http://www.bobital-festival.fr,8,478,3
725,2024-08-08,2024-08-15,BOURG MADAME,0,0,151,FESTIVAL DE BOURG-MADAME,www.festivalbourgmadame.fr,23,479,6
726,2024-07-28,2024-07-29,Penvenan,0,0,212,FESTIVAL DE BUGUELES,https://www.festivaldebugueles.fr/,32,480,3
727,2024-07-16,2024-08-01,CARCASSONNE,0,0,97,FESTIVAL DE CARCASSONNE,www.festivaldecarcassonne.fr,13,278,6
729,2024-06-28,2024-07-13,Chambord,0,0,286,FESTIVAL DE CHAMBORD,https://www.chambord.org,18,482,8
730,2024-03-29,2024-03-31,PARIS,0,0,100,FESTIVAL DE CHORO,http://clubduchorodeparis.free.fr/,9,35,0
731,2024-08-18,2024-08-26,DOUARNENEZ,0,0,131,Festival de Cinéma de Douarnenez Gouel Ar Filmou,www.festival-douarnenez.com,16,483,18
732,2024-11-09,2024-11-17,MARSEILLE,0,0,174,Festival de cinéma espagnol de Marseille CineHorizontes,http://cinehorizontes.com/,23,2,18
733,2024-12-16,2024-12-23,BOURG ST MAURICE,0,0,235,Festival de cinéma européen des Arcs,https://lesarcs-filmfest.com/fr,32,484,18
734,2024-08-14,2024-08-20,Confolens,0,0,98,FESTIVAL DE CONFOLENS,,29,485,0
735,2024-07-25,2024-07-30,QUIMPER,0,0,138,Festival de Cornouaille,http://www.festival-cornouaille.bzh/fr/,20,306,0
736,2024-08-24,2024-08-27,CUGAND,0,0,152,FESTIVAL DE CUGAND,http://www.festival-cugand.fr/,18,486,0
738,2024-05-25,2024-05-26,CUGNAUX,0,0,137,FESTIVAL DE DANSE JAZZ,http://www.theatredesgrandsenfants.com/theatre/festival-de-danse-jazz,8,487,40
739,2024-05-11,2024-05-13,BREST,0,0,238,Festival de fanfares Brest et Ouessant,,22,79,0
740,2024-03-13,2024-03-16,GRENOBLE,0,0,278,Festival de géopolitique de Grenoble,https://www.festivalgeopolitique.com/,33,104,65
741,2024-03-14,2024-04-06,AUCAMVILLE,0,0,161,Festival de Guitare dAucamville et du Nord Toulousain,www.guitareaucamville.com,11,488,5
742,2024-10-13,2024-10-15,PUTEAUX,0,0,53,FESTIVAL DE GUITARE DE PUTEAUX,http://www.puteaux.fr/Agenda/Festival-Guitare-2018,26,489,5
743,2024-07-10,2024-07-16,STE ANNE,0,0,251,Festival de Gwo ka,https://fr-fr.facebook.com/Festival-de-Gwoka-de-Sainte-Anne-291492637695533,34,490,2
744,2024-08-18,2024-08-19,VILLENEUVE LES BEZIERS,0,0,138,FESTIVAL DE JAZZ DE VILLENEUVE LES BEZIERS,,15,491,7
746,2024-03-22,2024-03-24,Rochegude,0,0,223,FESTIVAL DE JAZZ TRADITIONNEL DE ROCHEGUDE,www.ajtderochegude.com,25,50,7
747,2024-09-26,2024-09-26,PARIS,0,0,58,FESTIVAL DE JERUSALEM,www.philharmoniedeparis.fr/fr/activite/musique-de-chambre/19023-festival-de-jerusalem,12,35,15
748,2024-07-12,2024-07-14,Couthures sur Garonne,0,0,226,Festival de journalisme de Couthures,https://festivalinternationaldejournalisme.com/,31,493,66
749,2024-05-25,2024-05-28,LILLE,0,0,77,Festival de lAcharnière,http://festival.lacharniere.free.fr/,13,68,42
750,2024-09-20,2024-09-26,Montelimar,0,0,64,Festival de lécrit à lécran,www.actes-en-drome.fr,28,199,42
751,2024-04-13,2024-04-22,ABBEVILLE,0,0,235,Festival de loiseau et de la nature dAbbeville,www.festival-oiseau-nature.com,13,494,67
752,2024-11-18,2024-11-18,BOIS D ARCY,0,0,102,Festival de la bande annonce du Bois dArcy,,16,495,68
753,2024-04-12,2024-04-14,HUEZ,0,0,220,Festival de la bande dessinée d'Alpe d'Huez,www.isere-tourisme.com,8,496,12
754,2024-09-22,2024-09-23,COLLIAS,0,0,212,Festival de La Basse Cour,www.labassecour.com,30,497,26
755,2024-03-23,2024-03-24,COLMAR,0,0,196,festival de la BD de Colmar,http://lesprit-bd.com/,16,269,12
756,2024-04-13,2024-04-14,PERROS GUIREC,0,0,120,Festival de la BD de Perros-Guirec,www.bdperros.com,15,498,12
757,2024-01-26,2024-01-28,NIMES,0,0,143,Festival de la biographie,https://www.festivaldelabiographie.com/,33,100,69
758,2024-08-19,2024-08-29,La Chaise Dieu,0,0,137,Festival de la Chaise Dieu,www.chaise-dieu.com,11,499,8
759,2024-07-14,2024-07-16,LORMES,0,0,167,FESTIVAL DE LA CHANSON FRANCAISE DE LORMES,http://festivaldelormes.canalblog.com,21,500,9
761,2024-07-16,2024-07-22,BOULOGNE SUR MER,0,0,190,Festival de la Côte d'Opale,,22,502,3
762,2024-09-13,2024-09-17,LA ROCHELLE,0,0,86,Festival de la Fiction de La Rochelle,www.festival-fictiontv.com,31,374,41
763,2024-11-02,2024-11-04,ISSOUDUN,0,0,275,FESTIVAL DE LA GUITARE A ISSOUDUN,www.issoudun-guitare.com,14,503,5
764,2024-07-28,2024-07-28,Landunvez,0,0,288,FESTIVAL DE LA MER,http://www.festivaldelamer.com,8,504,3
765,2024-08-25,2024-08-26,MATHA,0,0,202,FESTIVAL DE LA MOTTE,www.festivaldelamotte.com,25,505,3
766,2024-07-28,2024-07-29,Metabief,0,0,242,Festival de la paille,www.festivalpaille.fr,29,506,3
767,2024-07-20,2024-08-18,LA ROQUE D ANTHERON,0,0,275,Festival de La Roque d'Anthéron,http://www.festival-piano.com,29,288,8
768,2024-09-22,2024-09-23,ARBOUCAVE,0,0,215,FESTIVAL DE LA RUE DU BIZEOU,https://www.tourismelandes.com,24,507,5
769,2024-07-06,2024-08-24,Brive la Gaillarde,0,0,189,Festival de la Vézère,www.festival-vezere.com,35,188,8
770,2024-05-16,2024-05-19,CHATEAUROUX,0,0,66,FESTIVAL DE LA VOIX A CHATEAUROUX,www.festivaldelavoix-chateauroux.fr,24,158,6
772,2024-09-30,2024-10-22,LANVELLEC,0,0,130,FESTIVAL DE LANVELLEC,www.festival-lanvellec.fr,9,509,11
774,2024-07-07,2024-07-15,LES ADRETS,0,0,285,Festival de l'Arpenteur,www.scenes-obliques.eu,33,43,1
775,2024-03-29,2024-05-26,PARIS,0,0,86,Festival de l'Astre,http://cie-astre.com/,28,35,55
776,2024-05-21,2024-05-28,LE MANS,0,0,177,FESTIVAL DE L'EPAU,https://epau.sarthe.fr/,16,136,8
777,2024-06-07,2024-06-09,FONTAINEBLEAU,0,0,134,Festival de l'histoire de l'art de Fontainebleau,http://festivaldelhistoiredelart.com/,17,510,32
778,2024-10-12,2024-10-13,Carry le Rouet,0,0,77,FESTIVAL DE L'HUMOUR DE CARRY LE ROUET,http://www.mairie-carrylerouet.fr,34,511,10
779,2024-09-08,2024-09-10,OUESSANT,0,0,151,FESTIVAL DE L'ILOPHONE,http://www.ilophone.com,30,512,3
780,2024-05-22,2024-05-26,Mamoudzou,0,0,257,Festival de l'image sous-marine,https://fr-fr.facebook.com/Festival-de-lImage-Sous-Marine-de-Mayotte-601258786696224/,17,250,42
781,2024-09-30,2024-12-16,PARIS,0,0,300,FESTIVAL DE L'IMAGINAIRE,www.festivaldelimaginaire.com,19,35,0
782,2024-09-07,2024-09-10,MONTEMBOEUF,0,0,113,FESTIVAL DE L'IMPREVU,http://www.imprevu-festival.fr/,19,513,2
783,2024-10-13,2024-10-15,Villemandeur,0,0,56,FESTIVAL DE LISLEDON,www.lisledonfestival.fr,10,514,8
784,2024-04-03,2024-04-09,PARIS,0,0,193,Festival de littérature & culture italiennes Italissimo,www.italissimofestival.com,30,35,28
785,2024-08-19,2024-09-17,Sceaux,0,0,241,FESTIVAL DE L'ORANGERIE DE SCEAUX,http://www.festival-orangerie.fr/,32,515,8
786,2024-10-07,2024-10-07,VILLENEUVE D ASCQ,0,0,60,FESTIVAL DE MAGIE FANT ASCQ,,20,516,70
787,2024-10-03,2024-10-21,IVRY SUR SEINE,0,0,112,FESTI'VAL DE MARNE,www.festivaldemarne.org,18,517,3
788,2024-06-16,2024-07-09,MARSEILLE,0,0,106,FESTIVAL DE MARSEILLE,www.festivaldemarseille.com,13,2,71
789,2024-08-22,2024-08-29,MARTIGUES,0,0,69,FESTIVAL DE MARTIGUES,www.festivaldemartigues.com,27,518,0
790,2024-07-29,2024-08-04,MONTIGNAC,0,0,162,FESTIVAL DE MONTIGNAC,http://www.festivaldemontignac.fr/,12,519,0
791,2024-09-23,2024-10-14,RIBEAUVILLE,0,0,62,FESTIVAL DE MUSIQUE ANCIENNE DE RIBEAUVILLE,www.musiqueancienneribeauville.eu,22,520,11
793,2024-04-23,2024-04-27,ARCACHON,0,0,74,FESTIVAL DE MUSIQUE DE CHAMBRE A ARCACHON,http://www.ville-arcachon.fr/,14,57,15
794,2024-02-09,2024-02-10,Compans,0,0,191,FESTIVAL DE MUSIQUE DE COMPANS,www.mairiedecompans.fr,10,522,5
797,2024-06-12,2024-07-10,SIX FOURS LES PLAGES,0,0,132,FESTIVAL DE MUSIQUE DE TOULON - LE FESTIVAL ESTIVAL,http://www.festivalmusiquetoulon.com/,28,525,8
798,2024-08-11,2024-08-13,BRANDO,0,0,72,FESTIVAL DE MUSIQUE D'ERBALUNGA,,33,526,5
798,2024-08-11,2024-08-13,BRANDO,0,0,72,FESTIVAL DE MUSIQUE D'ERBALUNGA,,33,701,5
799,2024-06-09,2024-06-25,ST CLAUDE,0,0,66,Festival De Musique Du Haut Jura,http://www.festival-musique-baroque-jura.com/,32,527,11
800,2024-06-22,2024-06-23,Thiais,0,0,167,FESTIVAL DE MUSIQUE FRANCO AMERICAINE DE THIAIS,http://www.ville-thiais.fr,27,445,5
800,2024-06-22,2024-06-23,Thiais,0,0,167,FESTIVAL DE MUSIQUE FRANCO AMERICAINE DE THIAIS,http://www.ville-thiais.fr,27,528,5
801,2024-04-10,2024-04-20,PERPIGNAN,0,0,83,FESTIVAL DE MUSIQUE SACRÉE DE PERPIGNAN,www.mairie-perpignan.fr/,8,7,11
802,2024-07-30,2024-08-03,CARPENTRAS,0,0,71,FESTIVAL DE MUSIQUES JUIVES DE CARPENTRAS,http://www.festival-musiques-juives-carpentras.com,25,529,0
803,2024-07-20,2024-07-22,NEOULES,0,0,157,Festival de Néoules,https://festival-de-neoules.fr,12,530,3
804,2024-06-18,2024-07-23,NIMES,0,0,136,FESTIVAL DE NIMES,www.festivaldenimes.com,35,100,5
805,2024-08-25,2024-08-26,Nonette,0,0,167,FESTIVAL DE NONETTE / SCENES DE VIE,http://www.lahautsijysuis.fr/,10,531,3
807,2024-04-13,2024-04-28,AIX EN PROVENCE,0,0,108,FESTIVAL DE PAQUES A AIX EN PROVENCE,www.festivalpaques.com,20,39,8
808,2024-04-20,2024-05-04,DEAUVILLE,0,0,267,FESTIVAL DE PAQUES DE DEAUVILLE,www.musiqueadeauville.com,19,52,15
809,2024-04-21,2024-04-26,FONTENAY SOUS BOIS,0,0,138,FESTIVAL DE PASSAGE,www.smj.fontenay-sous-bois.fr,11,533,3
810,2024-05-03,2024-05-05,STRASBOURG,0,0,81,Festival de performances intermédias,https://www.facebook.com/InactFestivalDePerformancesMixmedias/,10,144,1
811,2024-09-16,2024-09-16,PERTHES,0,0,198,FESTIVAL DE PERTHES EN GATINAIS (concert du Pays de Bière),www.concertpaysdebiere.org,20,534,5
812,2024-06-03,2024-10-01,LA GACILLY,0,0,205,Festival de Photo de La Gacilly,https://www.festivalphoto-lagacilly.com/,31,362,30
813,2024-07-10,2024-07-28,ST MALO DU BOIS,0,0,156,Festival de Poupet,www.festival-poupet.com,17,535,3
814,2024-07-18,2024-07-28,PUYCELSI,0,0,79,FESTIVAL DE PUYCELSI,www.festivalpuycelsi.com,20,536,8
815,2024-09-15,2024-09-17,FAYENCE,0,0,68,FESTIVAL DE QUATUORS A CORDES EN PAYS DE FAYENCE,www.quatuors-fayence.com,15,537,8
816,2024-08-02,2024-08-12,RAMATUELLE,0,0,199,Festival de Ramatuelle,www.festivalderamatuelle.com,9,538,55
817,2024-07-20,2024-07-29,ROBION,0,0,198,FESTIVAL DE ROBION,www.festivalderobion.com,14,539,3
818,2024-08-06,2024-08-27,Rocamadour,0,0,67,FESTIVAL DE ROCAMADOUR,www.rocamadourfestival.com,31,540,11
819,2024-09-15,2024-09-17,RAMONVILLE ST AGNE,0,0,126,Festival de Rue de Ramonville,http://www.festivalramonville-arto.fr/,12,155,4
