id_lieu,nom_lieu,adresse_lieu,commune,code_INSEE_Lieu,type_lieu,longitude,latitude
1180,Aire de covoiturage de Vergné Tout y faut,1 Route de Niort. 17330 Vergne,VERGNE,17464,Aire de covoiturage,-0.507037,46.07359
1181,Aire de covoiturage de Saint-Jean d'Y A,D939E2. 17400 La Vergne,LA VERGNE,17465,Aire de covoiturage,-0.545425,45.962126
1182,CENTRE BOURG,D 229,Villars-les-Bois,17470,Auto-stop,-0.438568,45.7990330
1183,Aire de covoiturage de Villedoux Aire du Rocher,aire de co voiturage aire du. Le Rocher. 17230 Villedoux,VILLEDOUX,17472,Aire de covoiturage,-1.080673,46.242253
1184,Abri bus,Le Bourg,Villexavier,17476,Auto-stop,-0.438017,45.3712890
1185,Aire de covoiturage de L'Espace Ypresis,13 Rue de Chevellours. 17840 La Brée-les-Bains,LA BREE LES BAINS,17486,Aire de covoiturage,-1.3379,46.0085
1186,Parking de covoiturage de Bourges,A71 Sortie 7 Bourges,BOURGES,18033,Aire de covoiturage,2.342195,47.046055
1187,Aire de la Pyramide,Rue des Orpailleurs sur le parking face à Balnéor,Saint-Amand-Montrond,18197,Parking,2.530239,46.725296
1188,Aire de Virlay,Entrée du parking face à l'aire de camping-car,Saint-Amand-Montrond,18197,Parking,2.487364,46.734615
1189,Aire de SAMEXPO,9 Quai Pluviôse,Saint-Amand-Montrond,18197,Parking,2.501315,46.718626
1190,Aire de covoiturage de Sancoins,46 Route de Bourges. 18600 Sancoins,SANCOINS,18242,Aire de covoiturage,2.913241,46.836038
1191,Parking de covoiturage de Vierzon Est,A71 Sortie 6 Vierzon Est,VIERZON,18279,Aire de covoiturage,2.117144,47.213675
1192,Arrêt de bus D982,Route d'Ussel,Chirac-Bellevue,19055,Auto-stop,2.2979732,45.4551713
1193,Le Bourg,Le Bourg  19160,Chirac-Bellevue,19055,Auto-stop,2.305412,45.4512280
1194,Le Bourg Carrefour central,Route d'Egletons,Lamazière-Basse,19102,Auto-stop,2.1721576,45.3748773
1195,Mairie de Latronche,Mairie,Latronche,19110,Auto-stop,2.230654,45.2994860
1196,Esteyriche,Esteyriche,Latronche,19110,Auto-stop,2.2401432,45.3305958
1197,La Gare,Le Bourg,Liginiac,19113,Auto-stop,2.3335493,45.4151026
1198,MARPA,Rue du Chateau de Peyroux,Liginiac,19113,Auto-stop,2.3282,45.4155110
1199,Parking de la Mairie,"9, route de la roderie",Ménoire,19132,Parking,1.79333,45.1006
1200,Station Sports Nature Haute Dordogne,La Plage,Neuvic,19148,Auto-stop,2.2901035,45.3877559
1201,Abris bus Salle des fêtes,Avenue des Marronniers,Neuvic,19148,Auto-stop,2.2712422,45.3843726
1202,Parking de la Boulangerie Chassac,Rue des Granges,Neuvic,19148,Auto-stop,2.2733129,45.3829861
1203,Abris bus Gendarmerie,Avenue du 8 mai 1945 et du 11 novembre 1918,Neuvic,19148,Auto-stop,2.2738,45.3883620
1204,Transformateur Intermarché,Boulevard du Pendant,Neuvic,19148,Auto-stop,2.2681738,45.3794744
1205,Transformateur Gamm Vert,Boulevard de la Font Barrine,Neuvic,19148,Auto-stop,2.269245,45.3856340
1206,Le Bourg,Centre bourg,Palisse,19157,Auto-stop,2.2060425,45.4187702
1207,Abris bus Les Chaumettes,Centre Bourg,Roche-le-Peyroux,19175,Auto-stop,2.3824728,45.4219518
1208,Abris bus Centre Bourg,Centre Bourg,Saint-Étienne-la-Geneste,19200,Auto-stop,2.344422,45.4467640
1209,Abris Bus Le Chassagnol,Le Chassagnol,Saint-Étienne-la-Geneste,19200,Auto-stop,2.352319,45.4555850
1210,La mairie,Le Bourg,Saint-Hilaire-Luc,19210,Auto-stop,2.20675,45.3618520
1211,Carrefour de Bouix,Bouix,Saint-Hilaire-Luc,19210,Auto-stop,2.205505,45.3431570
1212,Le Bourg,Centre Bourg,Sainte-Marie-Lapanouze,19219,Auto-stop,2.340941,45.4305220
1213,Parking du Gour Noir,Le Bourg,Saint-Pantaléon-de-Lapleau,19228,Auto-stop,2.20506,45.3243430
1214,Le Bourg,Place de la Mairie,Sérandon,19256,Auto-stop,2.337508,45.3604340
1215,Le Bourg,Le Bourg,Soursac,19264,Auto-stop,2.197738,45.2761100
1216,Sortie d'Ussel,Avenue Gambetta   route de Neuvic,Ussel,19275,Auto-stop,2.30853,45.5449100
1217,Aire de covoiturage de Arnay-Le-Duc,1 Rue de l'Arquebuse. 21230 Arnay-le-Duc,ARNAY LE DUC,21023,Aire de covoiturage,4.490201,47.1314
1218,Aire de covoiturage de Auvillars-Sur-Saéne,900 Route de Dijon. 21250 Auvillars-sur-Saéne,AUVILLARS SUR SAONE,21035,Aire de covoiturage,5.094627,47.059571
1219,Aire de covoiturage de Brazey-En-Plaine,10 Rue des Oiseaux. 21470 Brazey-en-Plaine,BRAZEY EN PLAINE,21103,Aire de covoiturage,5.212831,47.131516
1220,Aire de covoiturage de Chanceaux,62 Grande Rue. 21440 Chanceaux,CHANCEAUX,21142,Aire de covoiturage,4.714725,47.522415
1221,Aire de covoiturage de Corcelles-Les-Citeaux,4 Allée des Cerisiers. 21910 Corcelles-lés-Céteaux,CORCELLES LES CITEAUX,21191,Aire de covoiturage,5.079713,47.17106
1222,Aire de covoiturage de Gevrey Chambertin,Rue de la Petite Issue. 21220 Gevrey-Chambertin,GEVREY CHAMBERTIN,21295,Aire de covoiturage,4.994629,47.224663
1223,Intermarché,20 Rue Franéois Mitterrand. 21120 Is-sur-Tille,IS SUR TILLE,21317,Supermarché,5.116307,47.529282
1224,Leader Price,Route de Dijon. 21120 Is-sur-Tille,IS SUR TILLE,21317,Supermarché,5.108861,47.514828
1225,Aire de covoiturage de Longvic,37B Route de Dijon. 21600 Longvic,LONGVIC,21355,Aire de covoiturage,5.05802,47.291129
1226,Aire de covoiturage de Losne,15 Rue du Closeau. 21170 Losne,LOSNE,21356,Aire de covoiturage,5.264999,47.090828
1227,Aire de covoiturage de Mélain,5 Petite Rue de l'église. 21410 Mélain,MALAIN,21373,Aire de covoiturage,4.798326,47.321884
1228,Aire de covoiturage de Mirebeau-Sur-Béze,70 Grande Rue. 21310 Mirebeau-sur-Béze,MIREBEAU SUR BEZE,21416,Aire de covoiturage,5.313521,47.401464
1229,Aire de covoiturage de Noiron-Sous-Gevrey,3 Impasse Beauvallon. 21910 Noiron-sous-Gevrey,NOIRON SOUS GEVREY,21458,Aire de covoiturage,5.082828,47.198492
1230,Aire de covoiturage de Nolay,3 Place de L Hétel de ville. 21340 Nolay,NOLAY,21461,Aire de covoiturage,4.630581,46.951532
1231,Aire de covoiturage de Orville,1 Place de la Charme. 21260 Orville,ORVILLE,21472,Aire de covoiturage,5.213399,47.565011
1232,Aire de covoiturage de Pasques,1 Petit Chemin de Prenois. 21370 Pasques,PASQUES,21478,Aire de covoiturage,4.864221,47.366921
1233,Aire de covoiturage de Perrigny Les Dijon,Rue de Domois. 21160 Perrigny-lés-Dijon,PERRIGNY LES DIJON,21481,Aire de covoiturage,5.010369,47.265742
1234,Aire de covoiturage de Pontailler-Sur-Saéne,24 Rue de l'Industrie. 21270 Pontailler-sur-Saéne,PONTAILLER SUR SAONE,21496,Aire de covoiturage,5.400286,47.31445
1235,Aire de covoiturage de Précy-Sous-Thil,16 Rue du Sauvoir. 21390 Précy-sous-Thil,PRECY SOUS THIL,21505,Aire de covoiturage,4.310945,47.385006
1236,Aire de covoiturage de Saint-Jean-De-Losne,19 Allée des Bastions du Wauxhall. 21170 Saint-Jean-de-Losne,ST JEAN DE LOSNE,21554,Aire de covoiturage,5.266861,47.103833
1237,Aire de covoiturage de Sainte-Marie-Sur-Ouche,915 Rue de Bourgogne. 21410 Sainte-Marie-sur-Ouche,STE MARIE SUR OUCHE,21559,Aire de covoiturage,4.816826,47.297638
1238,Aire de covoiturage de Saulieu,22 Rue d'Argentine. 21210 Saulieu,SAULIEU,21584,Aire de covoiturage,4.23087,47.281433
1239,Aire de covoiturage de Seurre,8 Grande Rue du Faubourg Saint-Georges. 21250 Seurre,SEURRE,21607,Aire de covoiturage,5.146353,46.996523
1240,Aire de covoiturage de Talant,22 Allée Léon Soye. 21240 Talant,TALANT,21617,Aire de covoiturage,4.995505,47.341261
1241,Aire de covoiturage de Thorey-En-Plaine,45 Route de Dijon. 21110 Thorey-en-Plaine,THOREY EN PLAINE,21632,Aire de covoiturage,5.13472,47.216633
1242,Aire de covoiturage de Varois Et Chaignot,1 Rue Albert Joliet. 21490 Varois-et-Chaignot,VAROIS ET CHAIGNOT,21657,Aire de covoiturage,5.125311,47.347653
1243,Aire de covoiturage de Velars-Sur-Ouche,30 Clos de l'église. 21370 Velars-sur-Ouche,VELARS SUR OUCHE,21661,Aire de covoiturage,4.907708,47.317768
1244,Aire de covoiturage de Veuvey-Sur-Ouche,2 Rue Larrey du Pont. 21360 Veuvey-sur-Ouche,VEUVEY SUR OUCHE,21673,Aire de covoiturage,4.716417,47.18277
1245,Aire de covoiturage de Vonges,102 Rue du Moulin. 21270 Vonges,VONGES,21713,Aire de covoiturage,5.398166,47.295246
1246,Aire de covoiturage Le Chalet,Parking Intermarché,BROONS,22020,Aire de covoiturage,-2.251687902,48.3223247
1247,Aire de covoiturage Kerguiniou,Giratoire RD 787 - RD 28,CALLAC,22025,Aire de covoiturage,-3.405110898,48.40856996
1248,Aire de covoiturage La Croix Guessant,échangeur RD 766 - RD 39,CAULNES,22032,Aire de covoiturage,-2.117087738,48.32844373
1249,Aire de covoiturage Breizh-Izel,RD33 - RD33A,CAVAN,22034,Aire de covoiturage,-3.337959874,48.66289974
1250,Aire de covoiturage L'Hétellerie,RD 794,CORSEUL,22048,Aire de covoiturage,-2.15879366,48.47933323
1251,Aire de covoiturage L'Orme,Rue de l'Orme - RD 786,BINIC ETABLES SUR MER,22055,Aire de covoiturage,-2.826562375,48.59408176
1252,Aire de covoiturage Saint René,échangeur de Saint René RD 786 - RN 12,HILLION,22081,Aire de covoiturage,-2.645109417,48.48046202
1253,Aire de covoiturage Le Val Joli,RD 792 proche RN 176,JUGON LES LACS COMMUNE NOUVELLE,22084,Aire de covoiturage,-2.315409162,48.41524825
1254,Aire de covoiturage Saint-Igneuc,RD 66 - RN 176 (Delaisse RD16,JUGON LES LACS COMMUNE NOUVELLE,22084,Aire de covoiturage,-2.345367377,48.40983213
1255,Aire de covoiturage La Ville Es Lan,échangeur de la Ville Es Lan RN12-RD768,LAMBALLE,22093,Aire de covoiturage,-2.54833357,48.46780324
1256,Aire de covoiturage Le Boutil,Giratoire du Boutil RD 767 - RD 786,LANNION,22113,Aire de covoiturage,-3.430629822,48.72429683
1257,Aire de covoiturage Pont Lé,Giratoire RD 6 - RD 9,LANVOLLON,22121,Aire de covoiturage,-2.976688639,48.63465909
1258,Aire de covoiturage La Fourchette,RD700-RN164-RD786,LOUDEAC,22136,Aire de covoiturage,-2.753325074,48.19725814
1259,Aire de covoiturage Porhoet,RD 700 - RD 778,LOUDEAC,22136,Aire de covoiturage,-2.735771957,48.16846279
1260,Aire de covoiturage Le Stade,RD13,MATIGNON,22143,Aire de covoiturage,-2.296072962,48.59213544
1261,Aire de covoiturage Bel Air,échangeur de Bel Air RD 700-,LA MOTTE,22155,Aire de covoiturage,-2.755123526,48.22553374
1262,Aire de covoiturage Michelle Le Brun,Croisement route de Pontivy et rue Michelle Le Brun,MUR DE BRETAGNE,22158,Aire de covoiturage,-2.989523491,48.19808245
1263,Aire de covoiturage La Lande Blanche,Giratoire de la Lande Blanche RD786-RD7,PAIMPOL,22162,Aire de covoiturage,-3.041335092,48.76188831
1264,Aire de covoiturage L'Arguenon,RD 768,PLANCOET,22172,Aire de covoiturage,-2.228547235,48.52557987
1265,Aire de covoiturage La Croix denis,échangeur de la Croix Denis RD 700-RD10,PLEDRAN,22176,Aire de covoiturage,-2.781909681,48.46110837
1266,Aire de covoiturage L'Escargot,RD 792 proche RN 176,LES MOULINS,22183,Aire de covoiturage,-2.59100542,48.18776095
1267,Aire de covoiturage Les Vallées,Giratoire sud de l'échangeur des Vallées RN 12 - RD 792,PLENEE JUGON,22185,Aire de covoiturage,-2.359683391,48.37505553
1268,Aire de covoiturage Les Mimosas,Rue des Mimosas,PLERIN,22187,Aire de covoiturage,-2.769916279,48.54361598
1269,Aire de covoiturage La Grignardais,échangeur de la Grignardais RN 176 -RD 766,PLESLIN TRIGAVOU,22190,Aire de covoiturage,-2.040774181,48.52193004
1270,La Grignardais,Echangeur de la Grignardais RN176/RD766,PLESLIN-TRIGAVOU,22190,Aire de covoiturage,-2.04078443071613,48.5219328338633
1271,Aire de covoiturage Kertédevant,échangeur de Kertédevant RD 7 - RN 12,PLOUAGAT,22206,Aire de covoiturage,-2.968602739,48.52936003
1272,Place du 19 Mars 1962,Rue François Letellier,PLOUASNE,22208,Aire de covoiturage,-2.00705544325251,48.2997451409182
1273,Aire de covoiturage de Kerauzern,Route de Kerauzern,Ploubezre,22211,Aire de covoiturage,-3.444913,48.663834
1274,Aire de covoiturage La Chiennais,Echangeur de la Chiennais RN176 - RD 12,PLOUER SUR RANCE,22213,Aire de covoiturage,-2.01332844,48.53598684
1275,La Chiennais,Echangeur de la Chiennais RN176/RD12,PLOUER-SUR-RANCE,22213,Aire de covoiturage,-2.01332826218556,48.5359886238677
1276,Aire de covoiturage La Ville Louis,Giratoire RN 134 - RD 764,PLOUGUERNEVEL,22220,Aire de covoiturage,-3.297438299,48.23661464
1277,Aire de covoiturage Kernilien,échangeur de Kernilien RD 767 - RN 12,PLOUISY,22223,Aire de covoiturage,-3.20665538,48.56583954
1278,Aire de covoiturage La Chesnaye,échangeur de La Chesnaye RN 12 - RD5,PLOUMAGOAR,22225,Aire de covoiturage,-3.149353026,48.54897762
1279,Aire de covoiturage de Ploumilliau,Giratoire de la Croix Rouge,Ploumilliau,22226,Aire de covoiturage,-3.522964,48.700356
1280,Aire de covoiturage Beg Ar C'Hra,échangeur de Beg Ar C'hra RN 12 - RD 11,PLOUNEVEZ MOEDEC,22228,Aire de covoiturage,-3.498991816,48.56252705
1281,Aire de covoiturage La Ville Auvray,RD788- ZA de la Ville Auvray,PORDIC,22251,Aire de covoiturage,-2.81084774,48.56116737
1282,Aire de covoiturage Bel Air,échangeur des Périaux RN 176 - RD 766 - RD 776,QUEVERT,22259,Aire de covoiturage,-2.092349596,48.44664779
1283,Aire de covoiturage La Lande Seguin,échangeur des Périaux RN 176 - RD 766 - RD 776,QUEVERT,22259,Aire de covoiturage,-2.090182481,48.44700698
1284,Aire de covoiturage Les Champs Blancs,échangeur des Périaux RN 176 - RD 766 - RD 776,QUEVERT,22259,Aire de covoiturage,-2.092089201,48.44614562
1285,Bel Air,Echangeur RN176/RD 766,QUEVERT,22259,Aire de covoiturage,-2.0924504890629,48.4467500411557
1286,LA LANDE SEGUIN,Echangeur RN176/RD766,QUEVERT,22259,Aire de covoiturage,-2.09013306066279,48.447034705486
1287,QUEVERT,rue de violette,QUEVERT,22259,Aire de covoiturage,-2.06731094710314,48.4623113968998
1288,LES CHAMPS BLANCS,Echangeur RN176/RD 766,QUEVERT,22259,Aire de covoiturage,-2.09219299795097,48.4461237764297
1289,La Chonette,Rue des Mares,LE QUIOU,22263,Aire de covoiturage,-2.00724548541814,48.3568876092191
1290,Aire de covoiturage de La Roche-Jaudy,Rue des Ajoncs,La Roche-Jaudy,22264,Aire de covoiturage,-3.250262,48.743626
1291,Aire de covoiturage Kergoét,Entrée Station Galivel,ST JOUAN DE L ISLE,22305,Aire de covoiturage,-2.188097311,48.27282354
1292,L'Isle,Rue de la Ville Jouet,SAINT JOUAN DE L'ISLE,22305,Aire de covoiturage,-2.15696398349496,48.2674432323746
1293,Place des Grandes Eves,Rue de la Ville,SAINT-JUVAT,22308,Aire de covoiturage,-2.04532412561966,48.3524636276836
1294,Aire de covoiturage Le Ruellou,RD 790-RD5,ST NICOLAS DU PELEM,22321,Aire de covoiturage,-3.162659448,48.30708847
1295,Aire de covoiturage Dombriand,échangeur RN 176 - RD 166,TADEN,22339,Aire de covoiturage,-2.042211282,48.48128
1296,Aire de covoiturage La Méreille,RD 2. proche intersection RN 176,TADEN,22339,Aire de covoiturage,-2.060533292,48.4695778
1297,DOMBRIAND,Echangeur RN176/RD156,TADEN,22339,Aire de covoiturage,-2.04222717172548,48.4812809675591
1298,LA MERELLE,Intersection RN176,TADEN,22339,Aire de covoiturage,-2.06053693020587,48.4695860339065
1299,Aire de covoiturage Croix de L'Epine,RN12 - RD44,TRAMAIN,22341,Aire de covoiturage,-2.395596168,48.3923125
1300,Aire de covoiturage de Trebeurden,Giratoire route de Lan ar Cleis / Route de Lannion,Trebeurden,22343,Aire de covoiturage,-3.551272,48.767037
1301,Les Faluns,Route de Pluasne,TREFFUMEL,22352,Aire de covoiturage,-2.02521404230652,48.3379180532882
1302,Aire de covoiturage La Crarée,échangeur de la Crarée RD 10 - RD 27 - RD 222,TREGUEUX,22360,Aire de covoiturage,-2.750257156,48.47715316
1303,Aire de covoiturage Rance Fremur,RD 766 - RD 118,TREMEREUC,22368,Aire de covoiturage,-2.059739522,48.56589574
1304,Aire de Rance-Frémur,Giratoire D266/D118,TREMEREUC,22368,Aire de covoiturage,-2.05988842858108,48.5663382436583
1305,Aire de covoiturage L'Aéroport,RN12 - RD 706,TREMUSON,22372,Aire de covoiturage,-2.859697266,48.53073919
1306,Aire de covoiturage Berlouze,Giratoire de Berlouze RD 35 - RD 700,UZEL,22384,Aire de covoiturage,-2.826654417,48.28744844
1307,Aire de covoiturage Les Broussettes,échangeur RN 176 - RD 776,VILDE GUINGALAN,22388,Aire de covoiturage,-2.144430388,48.43858255
1308,Aire de covoiturage Chasselines,D6089. 24210 La Bachellerie,LA BACHELLERIE,24020,Aire de covoiturage,1.169906114,45.14828282
1309,Aire de covoiturage de Niversac,Gare Niversac - St-Laurent-sur-Manoire. 24330 Saint-Laurent-sur-Manoire,BOULAZAC ISLE MANOIRE,24053,Aire de covoiturage,0.805577291,45.13954609
1310,Parking Relais Cré@vallée Nord,Périgueux. 24660 Coulounieix-Chamiers,COULOUNIEIX CHAMIERS,24138,Parking relais,0.698679814,45.14249239
1311,Parking Relais Mériller,6065 Avenue du Général de Gaulle,COULOUNIEIX CHAMIERS,24138,Parking relais,0.68371871,45.19273217
1312,Parking du croisement,Pete Lebre. 24500 Fonroque,FONROQUE,24186,Parking,0.419447802,44.70362378
1313,Aire de covoiturage de Mareuil,D939E1. 24340 Mareuil,MAREUIL,24253,Aire de covoiturage,0.446224909,45.45615599
1314,Aire de covoiturage de Marsac-sur-l'Isle,Avenue Louis Suder. 24430 Marsac-sur-l'Isle,MARSAC SUR L ISLE,24256,Aire de covoiturage,0.660468415,45.18761964
1315,Parking Saint-Astier bord D689,D689,ST ASTIER,24372,Parking,0.557943,45.143106
1316,Parking du rond point,D704. 24200 Sarlat-la-Canéda,SARLAT LA CANEDA,24520,Parking,1.19725565,44.90269699
1317,Aire de covoiturage La Ramas,D6089. 24400 Sourzac,SOURZAC,24543,Aire de covoiturage,0.432545559,45.06844531
1318,Aire de covoiturage Les Romains,2 Rue des Oeillets,TRELISSAC,24557,Aire de covoiturage,0.737632252,45.19666753
1319,Hauts-du-Chazal,Rue Ambroise Paré,Besançon,25056,Parking relais,5.949992756456121,47.22129674137941
1320,Ile-de-France,Rue du Luxembourg,Besançon,25056,Parking relais,5.967388693884074,47.22199631809442
1321,Micropolis,4 Bd Salvador Allende,Besançon,25056,Parking relais,5.97952556221712,47.22118230282999
1322,Témis,15 Av. des Montboucons,Besançon,25056,Parking relais,5.996718401642581,47.25296383492545
1323,Vesoul,Rue de Vesoul,Besançon,25056,Parking relais,6.008288226742788,47.25972712047692
1324,Fort-Benoît,Chemin du Fort-Benoît,Besançon,25056,Parking relais,6.050967053655898,47.26199959141674
1325,Salle des fétes,4 Rue du Moulin. 25560 Bonnevaux,BONNEVAUX,25075,Parking,6.1832031,46.8094883
1326,Stade,5 Rue du Stade. 25140 Charquemont,CHARQUEMONT,25127,Parking,6.82651,47.20775
1327,Chemaudin et Vaux,Echangeur n°3 sur l'A36,Chemaudin et Vaux,25147,Aire de covoiturage,5.898647117376554,47.234074841423904
1328,Salle des fétes,2 Rue du Palais. 25500 La Chenalotte,LA CHENALOTTE,25148,Parking,6.68649,47.10892
1329,Chapelle-Mijoux,N57. 25300 La Cluse-et-Mijoux,LA CLUSE ET MIJOUX,25157,Parking,6.3680171,46.8310128
1330,Parrods,19 Rue Val du Fort. 25300 La Cluse-et-Mijoux,LA CLUSE ET MIJOUX,25157,Parking,6.3902049,46.8726578
1331,Pharmacie,1 La Tuilerie. 25300 La Cluse-et-Mijoux,LA CLUSE ET MIJOUX,25157,Parking,6.37409,46.8674851
1332,Parking Salle Polyvalente,20B Rue des écoles. 25450 Damprichard,DAMPRICHARD,25193,Parking,6.87814,47.24476
1333,Dannemarie-sur-Crête,Impasse des fins,Dannemarie-sur-Crête,25195,Aire de covoiturage,5.873466824583657,47.201750829093875
1334,Ecole-Valentin Halte ferroviaire,Halte ferroviaire,Ecole-Valentin,25212,Aire de covoiturage,5.991487220642776,47.275955155876765
1335,Ecole-Valentin - Péage,Echangeur n°4 sur l'A36,Ecole-Valentin,25212,Aire de covoiturage,5.989262996589822,47.279983971564825
1336,Rond-point D461 - D258,D258. 25580 étalans,ETALANS,25222,Parking,6.255083,47.161365
1337,Salle des fétes,5 Rue du Calvaire. 25500 Les Fins,LES FINS,25240,Parking,6.63513,47.08115
1338,Parking Communal,23 Rue Maréchal Leclerc. 25390 Flangebouche,FLANGEBOUCHE,25243,Parking,6.473908,47.144153
1339,Stade,D6. 25300 Les Fourgs,LES FOURGS,25254,Parking,6.4255595,46.8335887
1340,Centre-ville,7 Place Franéois Xavier Joubert. 25140 Fournet-Blancheroche,FOURNET BLANCHEROCHE,25255,Parking,6.82475,47.1684
1341,Stade,1 Rue du Stade. 25560 Frasne,FRASNE,25259,Parking,6.159539,46.854194
1342,Espace tri sélectif,25 Route de la Poste. 25370 Les Hépitaux-Neufs,LES HOPITAUX NEUFS,25307,Parking,6.3687865,46.7748137
1343,Rond point de Jougne,N57. 25370 Les Hépitaux-Neufs,LES HOPITAUX NEUFS,25307,Parking,6.3812223,46.77017029
1344,Gare de Labergement-Sainte-Marie,8 Grande Rue. 25160 Labergement-Sainte-Marie,LABERGEMENT STE MARIE,25320,Parking,6.28286399,46.77447478
1345,La Griotte,525 Rue des Clos Rondot. 25130 Villers-le-Lac,VILLERS LE LAC,25321,Parking,6.67318,47.05874
1346,Salle des fétes,17 Rue du Soleil Couchant. 25130 Villers-le-Lac,VILLERS LE LAC,25321,Parking,6.677869,47.060268
1347,Gare de Longevilles-Mont-d'Or,6 Rue de la Gare. 25370 Longevilles-Mont-d'Or,LONGEVILLES MONT D OR,25348,Parking,6.304349899,46.75297604
1348,Parking Communal,9 Rue du Bas des éges. 25390 Loray,LORAY,25349,Parking,6.500108,47.145047
1349,Gymnase,53 Rue Saint-Michel. 25120 Maéche,MAICHE,25356,Parking,6.78947,47.24497
1350,Impasse des Alpes,1 Impasse des Alpes. 25120 Maéche,MAICHE,25356,Parking,6.8111,47.24574
1351,Tuileries,Rue du Stade. 25120 Maéche,MAICHE,25356,Parking,6.78618,47.24748
1352,Marchaux-Chaudefontaine,Echangeur n°4.1 sur l'A36,Marchaux-Chaudefontaine,25368,Aire de covoiturage,6.147360338449975,47.33174237794763
1353,Miserey-Salines,Rue Ariane II,Miserey-Salines,25381,Aire de covoiturage,5.988934985333239,47.27972299930495
1354,Mairie de Montlebon,1A Place des Minimes. 25500 Montlebon,MONTLEBON,25403,Parking,6.60698,47.04475
1355,La vèze,Chemin des glacières,MORRE,25410,Aire de covoiturage,6.066292609908251,47.217887506201976
1356,Avenue des Marchandises,1 Rue du Stade. 25500 Les Fins,MORTEAU,25411,Parking,6.60589,47.0538
1357,Douane,71T Grande Rue. 25240 Mouthe,MOUTHE,25413,Parking,6.18971986,46.70463966
1358,Arret de bus Mobidoubs,14 Clos du Moulin. 25580 Nods,LES PREMIERS SAPINS,25424,Parking,6.3429639,47.0974641
1359,Stade,1 Rue des Belles Seignes. 25500 Noél-Cerneux,NOEL CERNEUX,25425,Parking,6.66102,47.10287
1360,Pont,2 Chemin des Santans. 25190 Bief,NOIREFONTAINE,25426,Parking,6.77237,47.3274
1361,Aire de repos échangeur D461-D351,D461. 25390 Orchamps-Vennes,ORCHAMPS VENNES,25432,Aire de covoiturage,6.527665,47.145149
1362,Espace Pourny,2 Rue Louis Pergaud. 25300 Pontarlier,PONTARLIER,25462,Parking,6.345686992,46.9018666
1363,Super U Pouilley-les-Vignes,"Zone Artisanale Les Salines, Rte d'Emagny, 25115 Pouilley-les-Vignes",Pouilley-les-Vignes,25467,Supermarché,5.925979245911109,47.25653766399196
1364,Centre-Ville-Clémenceau,5 Rue Clemenceau. 25210 Le Russey,LE RUSSEY,25512,Parking,6.73146,47.16191
1365,Stade,4 Rue du Stade. 25210 Le Russey,LE RUSSEY,25512,Parking,6.71983,47.15692
1366,Parking de la Poste,7 Rue du Clos Pascal. 25190 Saint-Hippolyte,ST HIPPOLYTE,25519,Parking,6.81461,47.31883
1367,PEM de Saint-Vit,Parvis de la gare,Sait-Vit,25527,Aire de covoiturage,5.809017677034653,47.183336073817195
1368,Mairie de Ville-du-Pont,Lieu-dit Ellais 5. 25650 Ville-du-Pont,VILLE DU PONT,25620,Parking,6.477434,47.00275
1369,Parking du Cimetiére,6 Impasse des écureuils. 26400 Allex,ALLEX,26006,Parking,4.910572,44.766064
1370,Parking de l'Espace Plantay,299 Rue de l'Europe. 26140 Anneyron,ANNEYRON,26010,Parking,4.88657,45.273531
1371,"Le moulin, ANNEYRON","le moulin, Anneyron ",ANNEYRON,26010,Aire de covoiturage,4.87147035597411,45.273060982598
1372,Parking covoiturage du Cimetiére,Plan d'Aouste. 26400 Aouste-sur-Sye,AOUSTE SUR SYE,26011,Parking,5.05115,44.717611
1373,Parking du croisement,D340. 26310 Barnave,BARNAVE,26025,Parking,5.399854,44.673637
1374,Parking du péage de La Baume-d'Hostun,45 Rue des Coquelicots. 26730 La Baume-d'Hostun,LA BAUME D HOSTUN,26034,Sortie d'autoroute,5.211318,45.061723
1375,Parking de la Maison des Associations de Beaumont les Valence,1 Rue Odette Malossane.,BEAUMONT LES VALENCE,26037,Parking,4.941594,44.863943
1376,Parking des Trois Béches,1 Chemin des Séquoias. 26760 Malissard,BEAUMONT LES VALENCE,26037,Parking,4.941256,44.897931
1377,Parking de Valdréme,D306. 26310 Beauriéres,BEAURIERES,26040,Parking,5.536775,44.54942
1378,Parking des Bambous,30 Parking des Bambous. 26160 La Bégude-de-Mazenc,LA BEGUDE DE MAZENC,26045,Parking,4.937179,44.544163
1379,Parking du Camping Les Bois du Chételas,Route de Dieulefi,BOURDEAUX,26056,Parking,5.127864,44.578317
1380,Parking du Complexe aquatique Diabolo,Route d'Alixan,BOURG DE PEAGE,26057,Parking,5.041091,45.01789
1381,Parking de covoiturage de Valence Nord,A7 Sortie 14 Valence-Nord,BOURG-LES-VALENCE,26058,Aire de covoiturage,4.887797,44.966104
1382,Bouvante le bas,Bas Bouvantes Bouvante,Bouvante,26059,Auto-stop,5.270479,44.9647276
1383,"Le pillon, Saint barthélémy de Vals",D109,BREN,26061,Aire de covoiturage,4.91358258621931,45.1541111958611
1384,Aire de covoiturage de Chabeuil,5 Route de Malissard. 26120 Chabeuil,CHABEUIL,26064,Aire de covoiturage,5.008214,44.902857
1385,Parking de la boulangerie,Impasse des Hauches.,CHANOS CURSON,26071,Parking,4.927454,45.054371
1386,Parking de l'Office du Tourisme,Avenue des Grands Goulets. 26420 La Chapelle-en-Vercors,LA CHAPELLE EN VERCORS,26074,Parking,5.414932,44.967592
