id_etape,id_lieu,id_covoiturage,duree_depuis_depart,prix_etape
30569,3708,10236,0,4
30570,3891,10236,429,2
30571,2049,10237,0,12
30572,3845,10237,569,6
30573,7017,10238,0,20
30574,2499,10238,494,3
30575,4750,10238,654,6
30576,3511,10238,816,3
30577,3705,10239,0,10
30578,4472,10239,332,7
30579,3713,10239,476,7
30580,7288,10239,572,2
30581,801,10239,768,3
30582,459,10240,0,5
30583,5811,10241,0,8
30584,5807,10241,199,8
30585,4624,10241,249,5
30586,3734,10241,402,6
30587,1302,10241,495,2
30588,2413,10242,0,15
30589,3853,10242,182,2
30590,1928,10242,334,4
30591,5882,10242,375,5
30592,7270,10243,0,3
30593,4376,10243,151,8
30594,6139,10243,243,4
30595,7017,10243,259,19
30596,3987,10243,414,9
30597,798,10244,0,6
30598,4839,10244,495,5
30599,2049,10244,665,11
30600,56,10244,846,13
30601,4702,10244,920,2
30602,6929,10245,0,16
30603,4840,10245,205,5
30604,3737,10246,0,11
30605,2090,10247,0,6
30606,7265,10247,218,17
30607,7256,10247,340,20
30608,7276,10248,0,3
30609,7081,10248,177,4
30610,1420,10249,0,16
30611,6998,10249,513,10
30612,4519,10249,629,5
30613,4544,10249,757,2
30614,137,10249,861,2
30615,4503,10250,0,5
30616,6356,10250,390,5
30617,4525,10250,448,14
30618,485,10251,0,17
30619,3881,10251,604,10
30620,7047,10252,0,7
30621,6356,10252,550,7
30622,3654,10252,644,8
30623,7274,10253,0,3
30624,1735,10253,260,5
30625,7289,10253,419,7
30626,909,10253,559,3
30627,3707,10254,0,18
30628,4750,10254,520,7
30629,3714,10254,529,3
30630,6444,10254,719,12
30631,6772,10255,0,6
30632,2464,10255,566,11
30633,5941,10255,591,4
30634,5857,10256,0,16
30635,3368,10256,289,4
30636,4536,10256,348,3
30637,6327,10256,382,3
30638,6772,10256,542,11
30639,5834,10257,0,7
30640,2673,10257,154,16
30641,4298,10257,331,8
30642,2091,10257,391,5
30643,3885,10257,397,5
30644,7281,10258,0,14
30645,3741,10258,582,2
30646,3785,10259,0,5
30647,1773,10259,228,5
30648,3777,10260,0,9
30649,3754,10260,350,2
30650,3511,10260,451,4
30651,1417,10260,507,8
30652,1752,10260,659,3
30653,1748,10261,0,9
30654,35,10261,442,8
30655,1922,10262,0,7
30656,4752,10262,202,4
30657,2430,10263,0,14
30658,7089,10263,594,2
30659,7283,10263,653,5
30660,5879,10264,0,18
30661,6935,10264,280,2
30662,4514,10264,351,11
30663,7110,10264,510,3
30664,3927,10265,0,17
30665,4721,10265,248,9
30666,3745,10265,403,2
30667,4520,10265,433,17
30668,3635,10266,0,14
30669,3848,10267,0,14
30670,7089,10267,552,7
30671,3725,10267,743,14
30672,4528,10268,0,9
30673,4328,10268,310,14
30674,1417,10268,422,3
30675,3030,10269,0,3
30676,490,10270,0,9
30677,7285,10270,138,3
30678,490,10270,167,14
30679,909,10271,0,18
30680,3715,10272,0,10
30681,4672,10272,234,3
30682,3485,10273,0,16
30683,3728,10273,226,14
30684,3730,10273,419,8
30685,180,10273,587,4
30686,5795,10274,0,12
30687,1302,10274,344,9
30688,5835,10274,499,3
30689,3717,10274,545,11
30690,4116,10275,0,6
30691,6800,10275,151,9
30692,2048,10275,231,4
30693,6300,10275,399,6
30694,6800,10275,544,2
30695,6444,10276,0,3
30696,3745,10276,263,2
30697,3881,10276,320,4
30698,3780,10276,364,11
30699,3705,10277,0,16
30700,4379,10277,414,6
30701,7258,10277,577,11
30702,2499,10277,774,4
30703,1694,10277,849,11
30704,3605,10278,0,16
30705,5992,10279,0,5
30706,1811,10279,444,3
30707,3783,10279,618,5
30708,3713,10279,728,9
30709,3776,10280,0,3
30710,477,10280,291,6
30711,4683,10280,295,6
30712,2091,10280,403,3
30713,1263,10280,477,14
30714,4513,10281,0,19
30715,3963,10281,619,5
30716,2612,10281,702,10
30717,3927,10282,0,13
30718,6417,10282,413,4
30719,5805,10283,0,5
30720,3408,10283,248,11
30721,4623,10283,434,2
30722,7272,10284,0,16
30723,7266,10284,203,7
30724,3215,10285,0,6
30725,1421,10285,272,4
30726,2612,10285,428,16
30727,3889,10286,0,5
30728,5305,10286,609,7
30729,3787,10287,0,3
30730,6327,10288,0,4
30731,1263,10288,316,7
30732,1148,10288,439,16
30733,6357,10288,527,3
30734,3509,10289,0,6
30735,4750,10289,430,2
30736,3654,10289,487,3
30737,155,10290,0,7
30738,3754,10290,376,8
30739,3871,10290,566,5
30740,1969,10291,0,20
30741,3762,10291,463,12
30742,1811,10291,545,8
30743,158,10291,565,2
30744,6379,10292,0,7
30745,4773,10293,0,19
30746,3717,10293,565,5
30747,5882,10293,757,3
30748,4533,10293,824,3
30749,1936,10294,0,10
30750,2673,10294,157,7
30751,3485,10294,235,6
30752,5805,10295,0,5
30753,2091,10295,233,2
30754,477,10296,0,9
30755,3768,10297,0,14
30756,7274,10297,183,3
30757,3605,10298,0,6
30758,4515,10298,311,3
30759,1149,10298,374,7
30760,3724,10299,0,15
30761,4560,10299,232,12
30762,4294,10300,0,13
30763,3872,10300,205,3
30764,3705,10300,370,4
30765,6931,10300,464,8
30766,1438,10300,594,2
30767,7255,10301,0,20
30768,3820,10301,470,4
30769,3680,10302,0,7
30770,1753,10302,293,11
30771,2464,10302,351,4
30772,4376,10302,369,3
30773,3745,10303,0,14
30774,6172,10303,657,13
30775,4589,10303,672,8
30776,7090,10303,732,5
30777,3703,10304,0,4
30778,7018,10304,475,7
30779,7268,10304,488,4
30780,3884,10304,627,2
30781,4677,10305,0,15
30782,1417,10305,260,4
30783,3976,10306,0,17
30784,7073,10306,114,2
30785,1186,10307,0,9
30786,6823,10307,211,6
30787,3469,10307,393,2
30788,3782,10308,0,14
30789,3737,10308,564,10
30790,3713,10309,0,9
30791,3713,10309,556,13
30792,4722,10309,651,5
30793,84,10309,833,12
30794,7501,10309,1010,7
30795,3711,10310,0,9
30796,4774,10311,0,19
30797,56,10311,196,3
30798,4533,10311,389,5
30799,7042,10311,419,7
30800,64,10312,0,6
30801,6280,10312,346,2
30802,1075,10312,528,5
30803,7281,10313,0,8
30804,5818,10313,357,14
30805,1438,10314,0,16
30806,7269,10314,207,9
30807,3817,10315,0,15
30808,6879,10315,411,6
30809,1173,10315,509,12
30810,2090,10315,513,5
30811,6064,10315,607,8
30812,198,10316,0,10
30813,4380,10316,451,7
30814,4752,10316,558,6
30815,3822,10316,727,3
30816,1993,10316,844,7
30817,2499,10317,0,14
30818,3988,10318,0,3
30819,2586,10318,675,5
30820,62,10318,682,4
30821,2465,10318,693,10
30822,3654,10318,877,16
30823,6883,10319,0,16
30824,4511,10319,362,7
30825,57,10319,490,8
30826,2035,10319,580,3
30827,3654,10319,758,3
30828,5835,10320,0,19
30829,7288,10320,102,3
30830,909,10320,175,4
30831,3853,10320,293,15
30832,2090,10320,452,16
30833,3775,10321,0,4
30834,2048,10321,124,18
30835,3636,10322,0,18
30836,3728,10322,320,10
30837,3739,10322,343,10
30838,3702,10323,0,20
30839,3746,10323,297,4
30840,2401,10324,0,10
30841,6300,10324,549,9
30842,6823,10324,566,2
30843,4458,10324,689,14
30844,1364,10325,0,16
30845,3856,10326,0,12
30846,1364,10327,0,14
30847,4809,10327,323,12
30848,3656,10327,462,17
30849,6800,10328,0,8
30850,4764,10328,280,6
30851,82,10328,462,10
30852,2144,10328,480,3
30853,3883,10329,0,15
30854,5942,10329,208,7
30855,6823,10329,247,9
30856,3653,10329,275,3
30857,2401,10330,0,16
30858,3730,10330,542,2
30859,7073,10331,0,19
30860,7289,10331,420,6
30861,5867,10332,0,7
30862,6791,10332,555,12
30863,7257,10332,680,4
30864,2144,10332,843,3
30865,1238,10332,894,7
30866,1186,10333,0,7
30867,3986,10333,133,10
30868,1751,10333,234,4
30869,4537,10333,260,5
30870,1734,10334,0,11
30871,5879,10334,122,8
30872,6689,10335,0,11
30873,7257,10335,411,6
30874,3777,10335,579,6
30875,4133,10335,611,3
30876,1398,10335,723,4
30877,3745,10336,0,5
30878,6111,10337,0,19
30879,6883,10337,560,4
30880,7259,10337,747,11
30881,7108,10338,0,20
30882,4764,10338,501,5
30883,6292,10339,0,5
30884,5810,10339,448,2
30885,3627,10339,540,3
30886,3963,10339,591,4
30887,62,10340,0,17
30888,3733,10340,507,6
30889,7042,10340,702,10
30890,3895,10341,0,8
30891,1263,10341,43,7
30892,3469,10342,0,18
30893,4562,10342,351,11
30894,5867,10342,531,11
30895,3736,10342,591,10
30896,6656,10342,673,3
30897,4561,10343,0,20
30898,2499,10343,536,3
30899,3775,10343,556,10
30900,4543,10343,631,8
30901,132,10344,0,10
30902,4560,10344,558,4
30903,2430,10345,0,4
30904,83,10345,80,12
30905,2499,10345,114,4
30906,6444,10345,161,6
30907,7279,10346,0,4
30908,1150,10346,488,12
30909,3439,10346,501,2
30910,3719,10346,578,6
30911,7278,10346,763,13
30912,3635,10347,0,14
30913,4542,10347,282,8
30914,3825,10347,338,2
30915,1420,10347,353,4
30916,3509,10347,367,6
30917,1075,10348,0,10
30918,35,10348,531,13
30919,1811,10349,0,17
30920,5982,10349,401,7
30921,3325,10349,522,12
30922,4379,10349,667,4
30923,3775,10349,705,3
30924,3503,10350,0,16
30925,4764,10350,567,2
30926,3763,10351,0,16
30927,1922,10351,222,11
30928,3487,10351,314,8
30929,6936,10351,409,10
30930,7263,10352,0,8
30931,6927,10352,289,2
30932,4787,10353,0,7
30933,5941,10353,394,12
30934,3368,10353,403,12
30935,4659,10353,517,2
30936,3680,10353,615,15
30937,3741,10354,0,20
30938,126,10354,192,6
30939,4533,10355,0,3
30940,3892,10355,179,14
30941,4672,10356,0,7
30942,6873,10356,429,5
30943,1710,10356,438,8
30944,3985,10356,625,3
30945,6292,10356,639,9
30946,3928,10357,0,20
30947,2090,10357,469,2
30948,7278,10357,613,8
30949,3654,10357,727,12
30950,7403,10357,922,7
30951,4750,10358,0,11
30952,84,10358,188,2
30953,4587,10358,211,2
30954,3722,10358,274,3
30955,3656,10358,412,4
30956,7284,10359,0,14
30957,1931,10359,430,9
30958,2401,10360,0,13
30959,7043,10361,0,17
30960,6876,10361,267,12
30961,2035,10361,414,19
30962,6153,10361,471,11
30963,1011,10361,639,9
30964,140,10362,0,8
30965,4560,10362,502,3
30966,1692,10362,673,10
30967,5960,10362,753,2
30968,5867,10362,785,11
30969,64,10363,0,13
30970,6879,10363,389,3
30971,4522,10363,426,10
30972,4787,10363,443,3
30973,3774,10363,507,3
30974,6379,10364,0,10
30975,6278,10364,249,12
30976,3514,10365,0,10
30977,1148,10365,370,5
30978,6702,10366,0,6
30979,7082,10366,325,4
30980,2612,10366,391,5
30981,3775,10366,436,15
30982,4672,10367,0,13
30983,7268,10367,317,5
30984,3708,10367,378,2
30985,3854,10368,0,6
30986,3439,10368,425,3
30987,4589,10368,466,9
30988,3762,10368,510,3
30989,1694,10369,0,9
30990,6657,10369,439,4
30991,3748,10369,443,3
30992,6772,10369,626,4
30993,1734,10370,0,17
30994,1984,10370,346,5
30995,1984,10370,510,6
30996,1776,10370,539,2
30997,6928,10370,647,6
30998,57,10371,0,12
30999,3730,10371,309,2
31000,3764,10371,388,15
31001,1993,10372,0,12
31002,4624,10372,376,2
31003,999,10372,458,7
31004,156,10373,0,3
31005,5305,10373,524,20
31006,3760,10373,614,2
31007,3627,10374,0,6
31008,3713,10375,0,5
31009,3785,10375,513,2
31010,1398,10375,674,2
31011,7280,10376,0,17
31012,1077,10376,344,6
31013,1776,10376,508,6
31014,7282,10376,580,2
31015,4585,10376,670,2
31016,5942,10377,0,20
31017,4588,10377,265,4
31018,7081,10377,348,3
31019,1753,10377,502,9
31020,3715,10378,0,10
31021,1053,10378,628,2
31022,4300,10378,760,9
31023,3871,10378,862,5
31024,4809,10379,0,14
31025,7256,10379,227,16
31026,477,10379,363,2
31027,1364,10379,480,2
31028,6279,10380,0,4
31029,3737,10380,473,14
31030,1420,10380,655,3
31031,3891,10380,793,9
31032,3983,10380,936,7
31033,3756,10381,0,4
31034,3757,10381,539,5
31035,3739,10381,598,3
31036,2464,10381,680,8
31037,6655,10381,732,5
31038,4550,10382,0,4
31039,1984,10382,120,3
31040,3703,10382,259,7
31041,7259,10383,0,13
31042,3851,10383,598,5
31043,3788,10383,673,2
31044,2431,10383,764,2
31045,1240,10384,0,14
31046,2499,10384,512,13
31047,3825,10384,546,3
31048,4521,10385,0,19
31049,4516,10385,322,13
31050,1790,10385,484,5
31051,2494,10385,548,6
31052,1053,10385,708,9
31053,4380,10386,0,3
31054,6938,10387,0,6
31055,4747,10387,552,9
31056,64,10388,0,11
31057,3732,10388,461,2
31058,3881,10388,604,11
31059,3250,10388,785,16
31060,6329,10388,985,8
31061,3709,10389,0,12
31062,156,10390,0,4
31063,3885,10391,0,3
31064,7073,10391,596,5
31065,4514,10392,0,13
31066,3655,10393,0,10
31067,5818,10393,459,4
31068,3780,10393,516,6
31069,6356,10393,580,3
31070,1735,10393,678,2
31071,2464,10394,0,6
31072,7074,10394,309,4
31073,4300,10394,411,4
31074,1806,10394,528,12
31075,6883,10395,0,16
31076,7107,10395,355,4
31077,3651,10396,0,9
31078,6153,10396,591,8
31079,7020,10396,621,7
31080,3721,10396,735,4
31081,4007,10396,841,7
31082,7254,10397,0,8
31083,4523,10397,181,3
31084,6791,10397,249,13
31085,477,10398,0,12
31086,3720,10398,591,4
31087,1936,10399,0,17
31088,6042,10399,477,2
31089,7284,10399,522,2
31090,3486,10399,576,3
31091,3853,10399,775,5
31092,4246,10400,0,5
31093,651,10401,0,9
31094,6930,10401,374,4
31095,6172,10401,499,5
31096,3722,10402,0,4
31097,3925,10402,561,2
31098,2401,10403,0,8
31099,3827,10403,628,17
31100,1806,10403,798,6
31101,3724,10403,889,15
31102,4735,10403,937,4
31103,198,10404,0,3
31104,6327,10404,164,11
31105,1148,10405,0,18
31106,3764,10405,437,2
31107,4722,10405,484,3
31108,1749,10405,659,15
31109,81,10405,734,11
31110,2495,10406,0,20
31111,4530,10406,299,7
31112,7262,10406,351,8
31113,3749,10407,0,13
31114,1990,10408,0,18
31115,7003,10409,0,8
31116,1977,10409,206,2
31117,3854,10409,250,12
31118,1364,10409,268,2
31119,7046,10409,345,5
31120,6873,10410,0,17
31121,1776,10410,264,2
31122,2465,10410,430,3
31123,5795,10410,527,3
31124,3964,10411,0,19
31125,6138,10411,282,2
31126,4685,10411,452,14
31127,4750,10411,562,5
31128,126,10411,650,6
31129,3417,10412,0,3
31130,4534,10412,323,5
31131,4299,10412,338,12
31132,3728,10412,534,12
31133,2035,10413,0,11
31134,3744,10413,429,5
31135,6702,10413,569,2
31136,3765,10413,587,2
31137,3848,10413,668,3
31138,3504,10414,0,11
31139,3927,10414,600,7
31140,5961,10414,629,11
31141,3896,10414,769,3
31142,461,10415,0,17
31143,6931,10415,108,6
31144,4586,10415,298,4
31145,2586,10416,0,20
31146,4315,10416,196,2
31147,4722,10417,0,4
31148,3680,10417,250,9
31149,3872,10418,0,16
31150,2430,10418,329,2
31151,2048,10418,379,11
31152,3751,10418,380,4
31153,4532,10418,550,2
31154,4659,10419,0,20
31155,6931,10419,111,5
31156,1994,10419,188,2
31157,3771,10419,358,6
31158,4516,10419,549,10
31159,5850,10420,0,5
31160,7045,10420,222,3
31161,3975,10420,293,3
31162,6689,10420,454,10
31163,805,10420,516,11
31164,4542,10421,0,3
31165,677,10421,195,11
31166,64,10421,243,9
31167,6930,10421,442,6
31168,3,10421,615,4
31169,3656,10422,0,8
31170,4528,10423,0,19
31171,7043,10423,83,3
31172,3780,10424,0,14
31173,4503,10424,453,6
31174,4677,10424,647,6
31175,3408,10424,673,3
31176,3817,10424,850,3
31177,7269,10425,0,4
31178,3408,10425,592,4
31179,3776,10425,770,2
31180,1191,10425,870,10
31181,3654,10426,0,13
31182,1772,10426,587,7
31183,2401,10426,743,8
31184,137,10427,0,5
31185,6377,10427,47,8
31186,1753,10427,137,10
31187,7268,10428,0,10
31188,3783,10428,268,2
31189,6760,10428,317,13
31190,3820,10428,488,4
31191,7074,10428,612,4
31192,3744,10429,0,17
31193,3817,10429,277,2
31194,5805,10429,383,2
31195,7501,10429,439,2
31196,3738,10430,0,20
31197,2382,10430,56,8
31198,7255,10430,182,2
31199,6042,10431,0,20
31200,3985,10431,378,14
31201,4590,10431,431,7
31202,3504,10431,603,9
31203,1692,10432,0,7
31204,3511,10432,150,7
31205,4503,10433,0,17
31206,4764,10433,531,4
31207,6883,10434,0,17
31208,1780,10434,97,5
31209,82,10435,0,11
31210,2382,10435,152,6
31211,7092,10435,334,11
31212,485,10436,0,10
31213,6357,10436,277,4
31214,7004,10436,476,20
31215,4623,10436,662,4
31216,490,10436,687,10
31217,4458,10437,0,4
31218,3592,10437,192,20
31219,4512,10437,269,3
31220,4475,10437,289,8
31221,4549,10437,456,7
31222,6293,10438,0,10
31223,6800,10438,119,9
31224,4590,10438,179,4
31225,7273,10438,309,2
31226,1149,10439,0,12
31227,3780,10439,464,6
31228,999,10439,522,7
31229,6760,10439,722,5
31230,4787,10439,901,3
31231,3734,10440,0,14
31232,7257,10441,0,19
31233,1969,10441,197,5
31234,4329,10442,0,11
31235,5811,10442,157,2
31236,3738,10443,0,12
31237,4585,10443,121,8
31238,4856,10443,230,13
31239,1364,10443,262,12
31240,3606,10443,315,6
31241,4559,10444,0,9
31242,3724,10444,619,12
31243,5866,10444,638,2
31244,7162,10444,806,2
31245,1694,10444,875,2
31246,7074,10445,0,17
31247,4560,10445,495,5
31248,82,10446,0,7
31249,5972,10446,428,6
31250,6139,10446,626,6
31251,6172,10447,0,10
31252,34,10447,163,5
31253,3369,10447,251,6
31254,1053,10448,0,10
31255,4380,10448,295,7
31256,4683,10449,0,7
31257,4529,10450,0,12
31258,3847,10450,203,5
31259,2499,10450,207,2
31260,4721,10450,348,4
31261,162,10451,0,7
31262,5305,10451,417,6
31263,2090,10451,473,8
31264,3975,10452,0,3
31265,3754,10452,157,3
31266,156,10452,200,11
31267,3510,10452,304,7
31268,1191,10453,0,12
31269,3706,10453,362,4
31270,3785,10453,431,8
31271,4527,10454,0,3
31272,6138,10454,388,3
31273,7279,10454,580,8
31274,1761,10454,690,2
31275,4459,10455,0,18
31276,2493,10456,0,10
31277,3513,10456,198,10
31278,1173,10456,221,5
31279,3851,10456,318,7
31280,3763,10457,0,10
31281,4513,10457,107,6
31282,6300,10457,237,6
31283,4260,10458,0,10
31284,4773,10458,577,4
31285,4528,10459,0,10
31286,4472,10459,425,7
31287,805,10460,0,3
31288,3679,10460,442,4
31289,3744,10461,0,6
31290,3987,10462,0,8
31291,96,10462,250,6
31292,3756,10462,383,3
31293,3881,10462,553,8
31294,3847,10462,596,6
31295,7107,10463,0,5
31296,3854,10463,276,3
31297,2528,10464,0,13
31298,6937,10464,323,6
31299,651,10464,512,2
31300,3682,10464,649,9
31301,7266,10464,755,6
31302,3635,10465,0,15
31303,1969,10466,0,14
31304,4522,10466,633,10
31305,5796,10467,0,15
31306,3851,10467,297,14
31307,3754,10468,0,6
31308,1149,10468,276,8
31309,3772,10469,0,13
31310,4531,10470,0,14
31311,5807,10470,544,9
31312,7280,10470,625,4
31313,4376,10470,773,3
31314,1977,10471,0,13
31315,2215,10471,407,5
31316,6823,10471,473,2
31317,5739,10471,526,2
31318,3739,10471,627,3
31319,6927,10472,0,6
31320,7019,10472,382,6
31321,780,10472,421,8
31322,3764,10473,0,10
31323,6689,10473,420,3
31324,6444,10473,452,2
31325,7257,10473,606,9
31326,1011,10473,607,2
31327,4678,10474,0,8
31328,6293,10474,600,5
31329,7258,10475,0,16
31330,3701,10475,527,7
31331,4532,10475,539,4
31332,480,10476,0,5
31333,6299,10476,284,8
31334,6800,10476,465,3
31335,6716,10476,536,4
31336,2465,10477,0,12
31337,3029,10477,397,9
31338,6702,10477,481,10
31339,1806,10477,509,10
31340,6042,10477,620,5
31341,1077,10478,0,14
31342,798,10478,390,5
31343,1774,10479,0,15
31344,4750,10479,180,10
31345,3764,10479,245,3
31346,2505,10480,0,15
31347,2494,10480,438,15
31348,3777,10480,486,16
31349,3740,10480,630,4
31350,3710,10480,670,15
31351,1936,10481,0,10
31352,3652,10481,438,4
31353,652,10481,446,10
31354,7279,10481,595,6
31355,1263,10482,0,14
31356,3985,10482,582,2
31357,4375,10482,638,2
31358,4503,10482,647,4
31359,3443,10483,0,11
31360,3763,10483,528,7
31361,6875,10483,616,3
31362,3755,10484,0,4
31363,1173,10484,184,7
31364,3854,10484,187,3
31365,3885,10485,0,13
31366,4513,10486,0,6
31367,6278,10486,293,9
31368,4792,10486,409,5
31369,6139,10486,583,3
31370,7284,10487,0,16
31371,3764,10487,611,11
31372,6378,10488,0,3
31373,7261,10488,223,7
31374,1417,10488,241,12
31375,3719,10488,304,2
31376,7266,10488,504,3
31377,137,10489,0,10
31378,3882,10489,258,5
31379,3888,10489,331,17
31380,4460,10489,425,3
31381,6327,10490,0,8
31382,3987,10490,233,15
31383,1398,10491,0,14
31384,1438,10491,571,3
31385,6409,10492,0,20
31386,1222,10492,332,9
31387,3927,10492,496,4
31388,4550,10492,686,8
31389,3845,10492,749,6
31390,1420,10493,0,4
31391,4839,10493,453,5
31392,7273,10493,645,4
31393,7273,10494,0,6
31394,3736,10494,541,11
31395,1780,10494,716,8
31396,3780,10495,0,18
31397,3724,10496,0,12
31398,3983,10496,431,10
31399,1990,10496,543,9
31400,613,10497,0,10
31401,56,10497,203,7
31402,1191,10497,397,10
31403,6879,10497,520,4
31404,3987,10497,558,9
31405,4460,10498,0,12
31406,7280,10499,0,10
31407,7253,10499,272,5
31408,613,10499,401,5
31409,4528,10499,558,4
31410,3709,10499,636,7
31411,3849,10500,0,18
31412,6355,10500,346,2
31413,4116,10500,489,6
31414,4533,10500,509,4
31415,7283,10500,567,4
31416,4549,10501,0,16
31417,7043,10501,123,4
31418,1735,10502,0,8
31419,4839,10502,517,5
31420,4526,10502,622,3
31421,3925,10503,0,12
31422,3682,10503,494,3
31423,6159,10503,693,4
31424,7269,10504,0,8
31425,4588,10504,410,7
31426,1977,10504,579,2
31427,3895,10504,774,2
31428,3739,10505,0,8
31429,7288,10505,405,7
31430,3715,10506,0,10
31431,3733,10506,191,6
31432,96,10506,341,8
31433,7285,10506,424,6
31434,2464,10506,527,9
31435,3765,10507,0,18
31436,4587,10507,254,9
31437,7047,10508,0,5
31438,3029,10509,0,10
31439,5960,10510,0,6
31440,7043,10510,312,13
31441,3881,10510,418,20
31442,1737,10510,556,2
31443,3738,10511,0,12
31444,7260,10511,245,2
31445,3784,10512,0,7
31446,2465,10512,155,9
31447,4560,10512,263,7
31448,3636,10512,360,5
31449,3978,10512,544,7
31450,3852,10513,0,9
31451,3964,10514,0,3
31452,4515,10514,389,8
31453,3782,10514,519,2
31454,2,10515,0,19
31455,3653,10515,616,15
31456,4529,10515,770,10
31457,5795,10516,0,18
31458,780,10516,322,3
31459,6875,10517,0,9
31460,3736,10517,233,4
31461,3740,10517,271,17
31462,2091,10517,436,2
31463,7108,10517,487,3
31464,5867,10518,0,8
31465,3718,10518,97,3
31466,7044,10518,279,8
31467,4394,10519,0,17
31468,3724,10519,638,7
31469,1149,10519,804,7
31470,2431,10519,848,11
31471,6444,10520,0,13
31472,4542,10521,0,18
31473,3513,10521,354,4
31474,6768,10521,355,3
31475,4544,10521,412,12
31476,1775,10521,495,4
31477,3723,10522,0,3
31478,3758,10522,234,13
31479,1984,10522,309,4
31480,4793,10523,0,9
31481,7046,10524,0,6
31482,3737,10524,571,6
31483,3627,10524,629,8
31484,1302,10524,686,7
31485,490,10524,878,17
31486,1689,10525,0,3
31487,6689,10525,570,12
31488,4552,10525,728,7
31489,3849,10525,893,5
31490,3828,10526,0,16
31491,7290,10526,389,6
31492,3637,10526,412,9
31493,4521,10527,0,20
31494,1364,10527,644,12
31495,3765,10527,673,6
31496,7090,10527,704,8
31497,3229,10527,775,5
31498,6783,10528,0,16
31499,3513,10528,207,13
31500,801,10528,313,11
31501,3514,10528,374,10
31502,3486,10529,0,12
31503,3718,10529,230,8
31504,4659,10530,0,11
31505,1365,10530,347,4
31506,3752,10530,466,7
31507,7003,10531,0,6
31508,3746,10531,317,7
31509,6932,10532,0,5
31510,4793,10532,443,6
31511,4551,10532,636,13
31512,6329,10532,777,4
31513,2465,10533,0,13
31514,3762,10533,414,9
31515,6138,10533,476,10
31516,35,10534,0,8
31517,1694,10535,0,18
31518,3710,10536,0,6
31519,4685,10536,356,5
31520,6153,10536,499,7
31521,3740,10537,0,14
31522,6168,10537,340,9
31523,3654,10537,456,4
31524,7106,10538,0,9
31525,1420,10538,249,3
31526,1775,10538,374,13
31527,4528,10538,431,8
31528,1710,10539,0,4
31529,3882,10539,308,4
31530,5882,10539,435,9
31531,4544,10540,0,7
31532,68,10540,580,3
31533,3773,10540,710,4
31534,7274,10541,0,15
31535,3767,10541,518,13
31536,3788,10541,606,3
31537,1417,10542,0,19
31538,4395,10542,316,4
31539,1725,10542,492,15
31540,6444,10542,526,2
31541,3513,10542,584,6
31542,3853,10543,0,19
31543,3856,10543,156,2
31544,4586,10543,284,18
31545,4562,10543,454,5
31546,2528,10543,463,10
31547,4537,10544,0,19
31548,6280,10545,0,4
31549,1694,10545,565,7
31550,3820,10545,758,10
31551,3765,10545,883,5
31552,3504,10545,1064,7
31553,8,10546,0,11
31554,3629,10546,564,5
31555,4787,10546,574,4
31556,156,10546,673,8
31557,2872,10547,0,8
31558,34,10547,330,2
31559,4328,10547,387,4
31560,7253,10547,441,17
31561,5942,10548,0,18
31562,57,10548,234,3
31563,3779,10548,395,4
31564,3729,10548,511,6
31565,2413,10548,576,3
31566,7255,10549,0,7
31567,4395,10549,542,5
31568,7091,10549,719,5
31569,3766,10549,756,14
31570,3717,10550,0,16
31571,7276,10550,483,11
31572,1256,10550,485,7
31573,5805,10550,540,2
31574,460,10551,0,10
31575,3503,10551,312,4
31576,7271,10551,413,8
31577,3713,10551,583,4
31578,4515,10552,0,20
31579,6657,10553,0,11
31580,3,10553,535,2
31581,3855,10554,0,19
31582,2144,10554,468,2
31583,3888,10554,567,3
31584,7109,10554,676,2
31585,7107,10554,832,5
31586,4535,10555,0,6
31587,3714,10555,319,16
31588,7280,10555,379,3
31589,6042,10556,0,9
31590,6783,10556,610,10
31591,6655,10556,777,12
31592,3713,10556,936,2
31593,3720,10556,1122,17
31594,1256,10557,0,17
31595,6138,10557,248,15
31596,1773,10557,397,2
31597,3732,10558,0,8
31598,3712,10559,0,18
31599,3705,10559,508,11
31600,6079,10559,673,5
31601,3591,10560,0,15
31602,6876,10560,342,2
31603,2035,10560,348,8
31604,4514,10560,358,6
31605,6927,10561,0,17
31606,6355,10561,384,4
31607,1735,10561,474,3
31608,4298,10561,523,8
31609,7288,10562,0,14
31610,3768,10562,535,8
31611,3758,10562,580,7
31612,4395,10562,663,3
31613,3964,10563,0,4
31614,4523,10563,412,2
31615,3605,10564,0,11
31616,4517,10564,498,14
31617,7289,10564,618,2
31618,6760,10565,0,4
31619,4534,10565,423,2
31620,6042,10565,477,5
31621,484,10566,0,15
31622,999,10566,236,9
31623,6702,10567,0,3
31624,6928,10568,0,6
31625,3978,10568,417,5
31626,6927,10568,525,2
31627,2464,10568,555,15
31628,651,10569,0,10
31629,6138,10569,566,2
31630,7281,10570,0,4
31631,6299,10570,611,2
31632,3443,10570,726,11
31633,5972,10570,901,4
31634,7263,10570,1061,2
31635,4513,10571,0,11
31636,1936,10572,0,14
31637,1396,10572,343,4
31638,3679,10572,419,4
31639,1400,10573,0,16
31640,137,10573,561,16
31641,1735,10573,636,14
31642,4461,10573,669,16
31643,4394,10573,815,8
31644,4298,10574,0,6
31645,6873,10574,118,7
31646,3369,10575,0,15
31647,6657,10575,646,9
31648,3753,10575,814,15
